time;row_1;row_2;row_3;
   1;   -0.0428;    0.0095;    0.5950;
   2;   -0.0560;    0.0029;    0.7219;
   3;   -0.0713;   -0.0178;    0.7801;
   4;   -0.0924;   -0.0588;    0.7834;
   5;   -0.1222;   -0.1258;    0.7678;
   6;   -0.1635;   -0.2240;    0.7613;
   7;   -0.2193;   -0.3570;    0.7657;
   8;   -0.2926;   -0.5255;    0.7662;
   9;   -0.3844;   -0.7263;    0.7501;
  10;   -0.4934;   -0.9529;    0.7139;
  11;   -0.6155;   -1.1958;    0.6595;
  12;   -0.7458;   -1.4440;    0.5937;
  13;   -0.8795;   -1.6866;    0.5274;
  14;   -1.0128;   -1.9140;    0.4692;
  15;   -1.1432;   -2.1193;    0.4183;
  16;   -1.2690;   -2.2988;    0.3689;
  17;   -1.3885;   -2.4509;    0.3173;
  18;   -1.4984;   -2.5742;    0.2618;
  19;   -1.5931;   -2.6650;    0.1988;
  20;   -1.6661;   -2.7170;    0.1302;
  21;   -1.7108;   -2.7234;    0.0716;
  22;   -1.7220;   -2.6788;    0.0391;
  23;   -1.6951;   -2.5816;    0.0284;
  24;   -1.6268;   -2.4337;    0.0208;
  25;   -1.5161;   -2.2397;    0.0066;
  26;   -1.3662;   -2.0062;   -0.0119;
  27;   -1.1848;   -1.7434;   -0.0367;
  28;   -0.9829;   -1.4647;   -0.0726;
  29;   -0.7723;   -1.1854;   -0.1088;
  30;   -0.5632;   -0.9187;   -0.1216;
  31;   -0.3623;   -0.6725;   -0.1007;
  32;   -0.1741;   -0.4492;   -0.0592;
  33;   -0.0022;   -0.2477;   -0.0146;
  34;    0.1497;   -0.0660;    0.0244;
  35;    0.2787;    0.0984;    0.0524;
  36;    0.3840;    0.2480;    0.0656;
  37;    0.4671;    0.3858;    0.0685;
  38;    0.5307;    0.5148;    0.0699;
  39;    0.5774;    0.6375;    0.0694;
  40;    0.6103;    0.7546;    0.0597;
  41;    0.6336;    0.8652;    0.0427;
  42;    0.6532;    0.9675;    0.0279;
  43;    0.6748;    1.0593;    0.0173;
  44;    0.7029;    1.1388;    0.0060;
  45;    0.7400;    1.2046;   -0.0043;
  46;    0.7863;    1.2547;   -0.0065;
  47;    0.8400;    1.2853;   -0.0031;
  48;    0.8966;    1.2920;   -0.0045;
  49;    0.9495;    1.2705;   -0.0132;
  50;    0.9906;    1.2184;   -0.0221;
