time;row_1;row_2;row_3;
   1;   -0.0954;   -0.0067;    0.7422;
   2;   -0.1326;   -0.0353;    0.9089;
   3;   -0.1686;   -0.0880;    0.9799;
   4;   -0.2043;   -0.1691;    0.9664;
   5;   -0.2443;   -0.2808;    0.9088;
   6;   -0.2934;   -0.4230;    0.8396;
   7;   -0.3536;   -0.5927;    0.7710;
   8;   -0.4226;   -0.7835;    0.7043;
   9;   -0.4952;   -0.9857;    0.6399;
  10;   -0.5651;   -1.1867;    0.5764;
  11;   -0.6270;   -1.3726;    0.5109;
  12;   -0.6757;   -1.5295;    0.4409;
  13;   -0.7064;   -1.6451;    0.3662;
  14;   -0.7153;   -1.7102;    0.2867;
  15;   -0.7009;   -1.7205;    0.2048;
  16;   -0.6637;   -1.6766;    0.1289;
  17;   -0.6060;   -1.5840;    0.0684;
  18;   -0.5311;   -1.4516;    0.0241;
  19;   -0.4429;   -1.2889;   -0.0121;
  20;   -0.3450;   -1.1059;   -0.0444;
  21;   -0.2404;   -0.9117;   -0.0656;
  22;   -0.1303;   -0.7141;   -0.0639;
  23;   -0.0140;   -0.5182;   -0.0368;
  24;    0.1091;   -0.3254;    0.0078;
  25;    0.2376;   -0.1341;    0.0588;
  26;    0.3684;    0.0582;    0.1064;
  27;    0.4987;    0.2517;    0.1451;
  28;    0.6270;    0.4439;    0.1765;
  29;    0.7521;    0.6311;    0.2080;
  30;    0.8718;    0.8098;    0.2441;
  31;    0.9824;    0.9763;    0.2791;
  32;    1.0799;    1.1261;    0.3049;
  33;    1.1618;    1.2540;    0.3203;
  34;    1.2273;    1.3553;    0.3277;
  35;    1.2753;    1.4257;    0.3243;
  36;    1.3035;    1.4619;    0.3078;
  37;    1.3079;    1.4611;    0.2855;
  38;    1.2845;    1.4207;    0.2669;
  39;    1.2301;    1.3398;    0.2493;
  40;    1.1443;    1.2198;    0.2227;
  41;    1.0304;    1.0647;    0.1911;
  42;    0.8950;    0.8802;    0.1781;
  43;    0.7472;    0.6719;    0.2031;
  44;    0.5960;    0.4443;    0.2556;
  45;    0.4487;    0.2018;    0.3006;
  46;    0.3101;   -0.0498;    0.3101;
  47;    0.1827;   -0.3017;    0.2858;
  48;    0.0679;   -0.5442;    0.2485;
  49;   -0.0339;   -0.7687;    0.2140;
  50;   -0.1222;   -0.9682;    0.1825;
  51;   -0.1970;   -1.1356;    0.1481;
  52;   -0.2579;   -1.2624;    0.1113;
  53;   -0.3042;   -1.3406;    0.0801;
  54;   -0.3337;   -1.3656;    0.0581;
  55;   -0.3439;   -1.3385;    0.0391;
  56;   -0.3325;   -1.2656;    0.0152;
  57;   -0.2998;   -1.1563;   -0.0143;
  58;   -0.2483;   -1.0207;   -0.0429;
  59;   -0.1831;   -0.8692;   -0.0627;
  60;   -0.1092;   -0.7106;   -0.0658;
  61;   -0.0305;   -0.5517;   -0.0480;
  62;    0.0517;   -0.3958;   -0.0139;
  63;    0.1376;   -0.2425;    0.0226;
  64;    0.2267;   -0.0896;    0.0483;
  65;    0.3179;    0.0654;    0.0596;
  66;    0.4103;    0.2230;    0.0601;
  67;    0.5036;    0.3825;    0.0539;
  68;    0.5985;    0.5422;    0.0451;
  69;    0.6952;    0.7000;    0.0388;
  70;    0.7921;    0.8518;    0.0373;
  71;    0.8859;    0.9917;    0.0368;
  72;    0.9729;    1.1129;    0.0339;
  73;    1.0501;    1.2092;    0.0302;
  74;    1.1159;    1.2760;    0.0293;
  75;    1.1697;    1.3114;    0.0312;
  76;    1.2103;    1.3154;    0.0338;
  77;    1.2348;    1.2893;    0.0346;
  78;    1.2384;    1.2344;    0.0306;
  79;    1.2161;    1.1519;    0.0211;
  80;    1.1637;    1.0438;    0.0113;
  81;    1.0805;    0.9142;    0.0084;
  82;    0.9697;    0.7681;    0.0165;
  83;    0.8380;    0.6102;    0.0404;
  84;    0.6939;    0.4429;    0.0853;
  85;    0.5457;    0.2666;    0.1477;
  86;    0.4008;    0.0824;    0.2103;
  87;    0.2650;   -0.1060;    0.2525;
  88;    0.1429;   -0.2932;    0.2642;
  89;    0.0369;   -0.4744;    0.2490;
  90;   -0.0530;   -0.6466;    0.2172;
  91;   -0.1292;   -0.8074;    0.1830;
  92;   -0.1950;   -0.9532;    0.1619;
  93;   -0.2519;   -1.0784;    0.1612;
  94;   -0.2982;   -1.1778;    0.1715;
  95;   -0.3303;   -1.2478;    0.1733;
  96;   -0.3449;   -1.2879;    0.1557;
  97;   -0.3403;   -1.2991;    0.1235;
  98;   -0.3163;   -1.2818;    0.0873;
  99;   -0.2732;   -1.2347;    0.0528;
 100;   -0.2122;   -1.1559;    0.0220;
 101;   -0.1349;   -1.0449;   -0.0006;
