time;row_1;row_2;row_3;
   1;    0.0427;    0.0706;    0.9313;
   2;    0.0368;    0.0582;    1.0722;
   3;    0.0105;    0.0103;    1.0546;
   4;   -0.0410;   -0.0785;    0.9185;
   5;   -0.1180;   -0.2082;    0.7544;
   6;   -0.2161;   -0.3748;    0.6345;
   7;   -0.3275;   -0.5706;    0.5723;
   8;   -0.4439;   -0.7848;    0.5379;
   9;   -0.5574;   -1.0050;    0.4984;
  10;   -0.6603;   -1.2184;    0.4430;
  11;   -0.7455;   -1.4118;    0.3839;
  12;   -0.8069;   -1.5723;    0.3424;
  13;   -0.8409;   -1.6897;    0.3311;
  14;   -0.8461;   -1.7583;    0.3442;
  15;   -0.8249;   -1.7784;    0.3621;
  16;   -0.7816;   -1.7540;    0.3645;
  17;   -0.7216;   -1.6909;    0.3397;
  18;   -0.6497;   -1.5942;    0.2890;
  19;   -0.5697;   -1.4681;    0.2253;
  20;   -0.4845;   -1.3168;    0.1645;
  21;   -0.3961;   -1.1457;    0.1150;
  22;   -0.3056;   -0.9619;    0.0771;
  23;   -0.2141;   -0.7730;    0.0536;
  24;   -0.1222;   -0.5856;    0.0523;
  25;   -0.0295;   -0.4039;    0.0765;
  26;    0.0656;   -0.2290;    0.1154;
  27;    0.1654;   -0.0593;    0.1496;
  28;    0.2715;    0.1080;    0.1647;
  29;    0.3848;    0.2751;    0.1610;
  30;    0.5053;    0.4424;    0.1514;
  31;    0.6330;    0.6092;    0.1497;
  32;    0.7672;    0.7744;    0.1590;
  33;    0.9068;    0.9364;    0.1700;
  34;    1.0504;    1.0920;    0.1712;
  35;    1.1956;    1.2370;    0.1602;
  36;    1.3383;    1.3672;    0.1429;
  37;    1.4726;    1.4787;    0.1259;
  38;    1.5912;    1.5683;    0.1112;
  39;    1.6862;    1.6321;    0.0985;
  40;    1.7501;    1.6650;    0.0921;
  41;    1.7758;    1.6606;    0.1032;
  42;    1.7577;    1.6132;    0.1400;
  43;    1.6926;    1.5199;    0.1942;
  44;    1.5814;    1.3823;    0.2440;
  45;    1.4295;    1.2063;    0.2747;
  46;    1.2456;    1.0005;    0.2939;
  47;    1.0411;    0.7733;    0.3181;
  48;    0.8274;    0.5316;    0.3477;
  49;    0.6142;    0.2820;    0.3650;
  50;    0.4083;    0.0319;    0.3548;
  51;    0.2144;   -0.2106;    0.3192;
  52;    0.0361;   -0.4380;    0.2714;
  53;   -0.1229;   -0.6448;    0.2222;
  54;   -0.2599;   -0.8274;    0.1765;
  55;   -0.3742;   -0.9827;    0.1383;
  56;   -0.4661;   -1.1065;    0.1112;
  57;   -0.5353;   -1.1947;    0.0951;
  58;   -0.5807;   -1.2453;    0.0837;
  59;   -0.6019;   -1.2610;    0.0712;
  60;   -0.6009;   -1.2492;    0.0580;
  61;   -0.5825;   -1.2195;    0.0495;
  62;   -0.5529;   -1.1798;    0.0493;
  63;   -0.5167;   -1.1327;    0.0562;
  64;   -0.4757;   -1.0749;    0.0652;
  65;   -0.4288;   -1.0007;    0.0676;
  66;   -0.3736;   -0.9078;    0.0548;
  67;   -0.3098;   -0.7985;    0.0275;
  68;   -0.2398;   -0.6777;    0.0006;
  69;   -0.1665;   -0.5493;   -0.0088;
  70;   -0.0915;   -0.4142;    0.0005;
  71;   -0.0144;   -0.2732;    0.0117;
  72;    0.0661;   -0.1285;    0.0072;
  73;    0.1501;    0.0167;   -0.0156;
  74;    0.2380;    0.1608;   -0.0424;
  75;    0.3323;    0.3060;   -0.0565;
  76;    0.4388;    0.4585;   -0.0534;
  77;    0.5653;    0.6245;   -0.0413;
  78;    0.7179;    0.8067;   -0.0287;
  79;    0.8986;    1.0018;   -0.0176;
  80;    1.1038;    1.2019;   -0.0096;
  81;    1.3235;    1.3961;   -0.0071;
  82;    1.5417;    1.5716;   -0.0054;
  83;    1.7378;    1.7137;    0.0062;
  84;    1.8890;    1.8074;    0.0304;
  85;    1.9746;    1.8392;    0.0576;
  86;    1.9797;    1.8015;    0.0741;
  87;    1.8988;    1.6943;    0.0721;
  88;    1.7373;    1.5260;    0.0530;
  89;    1.5112;    1.3103;    0.0273;
  90;    1.2440;    1.0639;    0.0095;
  91;    0.9612;    0.8023;    0.0091;
  92;    0.6850;    0.5381;    0.0250;
  93;    0.4309;    0.2801;    0.0474;
  94;    0.2063;    0.0342;    0.0651;
  95;    0.0127;   -0.1960;    0.0730;
  96;   -0.1516;   -0.4088;    0.0749;
  97;   -0.2909;   -0.6053;    0.0811;
  98;   -0.4106;   -0.7878;    0.1026;
  99;   -0.5157;   -0.9567;    0.1452;
 100;   -0.6077;   -1.1090;    0.2070;
 101;   -0.6848;   -1.2386;    0.2775;
 102;   -0.7432;   -1.3403;    0.3395;
 103;   -0.7792;   -1.4117;    0.3732;
 104;   -0.7902;   -1.4532;    0.3640;
 105;   -0.7740;   -1.4659;    0.3110;
 106;   -0.7294;   -1.4498;    0.2300;
 107;   -0.6556;   -1.4044;    0.1455;
 108;   -0.5531;   -1.3291;    0.0779;
 109;   -0.4240;   -1.2247;    0.0349;
 110;   -0.2711;   -1.0933;    0.0129;
 111;   -0.0977;   -0.9384;    0.0039;
 112;    0.0922;   -0.7642;    0.0010;
 113;    0.2930;   -0.5750;    0.0002;
 114;    0.4979;   -0.3736;    0.0000;
 115;    0.7008;   -0.1618;    0.0000;
 116;    0.8974;    0.0579;   -0.0000;
 117;    1.0852;    0.2813;   -0.0001;
 118;    1.2623;    0.5024;   -0.0006;
 119;    1.4261;    0.7145;   -0.0031;
 120;    1.5730;    0.9112;   -0.0128;
 121;    1.6979;    1.0864;   -0.0430;
 122;    1.7940;    1.2333;   -0.1194;
 123;    1.8544;    1.3450;   -0.2786;
 124;    1.8726;    1.4158;   -0.5570;
 125;    1.8449;    1.4434;   -0.9719;
 126;    1.7729;    1.4299;   -1.5037;
 127;    1.6660;    1.3825;   -2.0833;
 128;    1.5426;    1.3136;   -2.5987;
 129;    1.4267;    1.2393;   -2.9329;
 130;    1.3388;    1.1751;   -3.0292;
 131;    1.2872;    1.1306;   -2.9308;
 132;    1.2657;    1.1061;   -2.7488;
 133;    1.2612;    1.0957;   -2.5852;
 134;    1.2624;    1.0925;   -2.4835;
 135;    1.2641;    1.0918;   -2.4362;
 136;    1.2650;    1.0918;   -2.4193;
 137;    1.2653;    1.0918;   -2.4146;
 138;    1.2653;    1.0918;   -2.4136;
 139;    1.2653;    1.0918;   -2.4134;
 140;    1.2653;    1.0918;   -2.4134;
 141;    1.2653;    1.0918;   -2.4134;
 142;    1.2653;    1.0918;   -2.4134;
 143;    1.2652;    1.0917;   -2.4131;
 144;    1.2644;    1.0911;   -2.4117;
 145;    1.2609;    1.0880;   -2.4050;
 146;    1.2480;    1.0769;   -2.3803;
 147;    1.2107;    1.0447;   -2.3091;
 148;    1.1256;    0.9713;   -2.1469;
 149;    0.9726;    0.8392;   -1.8550;
 150;    0.7550;    0.6515;   -1.4400;
