time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;41;192;41;192;19.1238;132.061;53;389.667;195.788;1.36254;19.1238;132.061;137.667;1.41488;53;389.667;396.578;1.42891;
2;34;195;21;196;16.0539;132.102;44.3333;389.667;197.417;1.40038;3.36389;128.744;132.798;1.52848;31.3333;386;390.446;1.48254;
3;21;196;8;195;11.1703;130.996;31.3333;386;196.627;1.46645;-11.9046;125.101;129.397;1.64544;13;379.333;382.598;1.52876;
4;8;195;-18;185;3.36389;128.744;13;379.333;194.701;1.53237;-29.5357;119.487;126.401;1.78834;-30.6667;369.667;373.613;1.6447;
5;-18;185;-47;175;-11.9046;125.101;-30.6667;369.667;185.485;1.67081;-49.1649;110.319;123.51;1.96039;-80.3333;354.333;365.517;1.78376;
6;-47;175;-90;163;-29.5357;119.487;-80.3333;354.333;180.91;1.83658;-68.1546;98.4955;121.799;2.14249;-136;328;356.623;1.95273;
7;-90;163;-115;149;-49.1649;110.319;-136;328;186.061;2.07888;-83.4039;84.607;120.104;2.31266;-191;294;351.396;2.13504;
8;-115;149;-146;117;-68.1546;98.4955;-191;294;188.186;2.23173;-92.922;68.4662;116.029;2.46774;-236.333;254.667;347.507;2.30665;
9;-146;117;-157;93;-83.4039;84.607;-236.333;254.667;187.226;2.46959;-94.0363;50.1653;106.54;2.60897;-267;208.667;338.268;2.4658;
10;-157;93;-154;67;-92.922;68.4662;-267;208.667;182.7;2.61034;-84.089;31.2747;89.0879;2.73527;-273;155.667;313.063;2.61037;
11;-154;67;-139;37;-94.0363;50.1653;-273;155.667;168.244;2.73487;-65.6018;15.8537;66.3665;2.83881;-247.667;100;265.361;2.74327;
12;-139;37;-108;4;-84.089;31.2747;-247.667;100;144.229;2.88533;-41.5899;4.90827;40.3174;2.92044;-198.333;55.6667;203.855;2.85005;
13;-108;4;-39;-18;-65.6018;15.8537;-198.333;55.6667;108.578;3.10882;-14.8852;0.0929954;13.2576;2.83285;-133;23;132.482;2.94462;
14;-39;-18;2;-16;-41.5899;4.90827;-133;23;43.6106;-2.70497;11.6213;2.21331;15.1771;0.417125;-58;6;55.6407;2.98046;
15;2;-16;39;-5;-14.8852;0.0929954;-58;6;16.5089;-1.48098;34.8656;10.8674;39.9627;0.379456;20;7.66667;25.395;0.430299;
16;39;-5;71;16;11.6213;2.21331;20;7.66667;38.8637;-0.140497;51.1776;25.5097;61.0082;0.503669;92;29;100.297;0.323958;
17;71;16;95;42;34.8656;10.8674;92;29;72.1774;0.217253;62.1428;43.5295;79.9995;0.635171;141.667;70;162.08;0.466701;
18;95;42;108;68;51.1776;25.5097;141.667;70;103.217;0.414384;67.5062;62.4637;96.3088;0.760715;176.333;121.333;218.242;0.605736;
19;108;68;110;105;62.1428;43.5295;176.333;121.333;126.949;0.561152;67.0325;80.2722;109.049;0.8823;195;175.667;266.704;0.733711;
20;110;105;106;138;67.5062;62.4637;195;175.667;151.388;0.762401;60.9372;95.7137;117.996;1.00565;196.333;227.333;304.607;0.857066;
21;106;138;95;158;67.0325;80.2722;196.333;227.333;173.344;0.916623;50.8901;107.269;123.251;1.12499;180.667;273.333;331.787;0.983864;
22;95;158;75;171;60.9372;95.7137;180.667;273.333;183.715;1.03063;38.1797;113.238;123.953;1.23851;153.333;309.667;349.542;1.10685;
23;75;171;48;180;50.8901;107.269;153.333;309.667;186.111;1.15907;31.504;94.6945;104.247;1.24102;118;329.667;353.947;1.22166;
24;48;180;26;177;38.1797;113.238;118;329.667;185.729;1.31228;27.2058;71.3696;80.8626;1.19789;101;273.667;295.528;1.21089;
25;26;177;4;165;31.504;94.6945;101;273.667;178.387;1.42747;25.0062;45.932;56.8323;1.07052;86;214.667;235.121;1.18222;
26;4;165;55;-30;27.2058;71.3696;86;214.667;164.595;1.54965;23.5716;21.1708;36.0181;0.771267;74.3333;152;173.191;1.10741;
27;55;-30;50;-19;25.0062;45.932;74.3333;152;62.409;-0.509553;20.4684;-0.37302;23.0004;0.155511;66;85;111.817;0.904864;
28;50;-19;40;-17;23.5716;21.1708;66;85;53.1634;-0.374394;14.8305;-18.5784;22.5013;-0.708587;56.6667;16;62.6728;0.306781;
29;40;-17;23;-21;20.4684;-0.37302;56.6667;16;43.1621;-0.416008;1.15336;-22.9912;19.3581;-1.39384;46.6667;-56;72.7428;-0.817741;
30;23;-21;-2;-30;14.8305;-18.5784;46.6667;-56;31.067;-0.76176;-13.6934;-30.694;29.101;-1.97477;8;-66.6667;64.6959;-1.39868;
31;-2;-30;-26;-51;1.15336;-22.9912;8;-66.6667;30.5464;-1.65336;-28.6519;-40.6185;45.1937;-2.19456;-33.6667;-87.6667;90.0911;-1.91719;
32;-26;-51;-61;-62;-13.6934;-30.694;-33.6667;-87.6667;57.8756;-2.04678;-42.8468;-53.5279;64.0871;-2.25673;-76.6667;-115.667;134.63;-2.14908;
33;-61;-62;-75;-82;-28.6519;-40.6185;-76.6667;-115.667;87.6565;-2.34875;-55.297;-70.059;84.7694;-2.24686;-119;-153.333;189.894;-2.22742;
34;-75;-82;-89;-101;-42.8468;-53.5279;-119;-153.333;111.803;-2.31239;-65.728;-87.3739;104.837;-2.22113;-157;-202;251.638;-2.22897;
35;-89;-101;-104;-134;-55.297;-70.059;-157;-202;135.293;-2.29384;-71.8786;-105.518;123.152;-2.17165;-189.667;-250.667;310.145;-2.21631;
36;-104;-134;-116;-176;-65.728;-87.3739;-189.667;-250.667;170.291;-2.23162;-71.0416;-124.031;138.4;-2.09095;-207.667;-302.333;362.629;-2.17023;
37;-116;-176;-124;-197;-71.8786;-105.518;-207.667;-302.333;211.444;-2.15444;-63.6996;-140.502;149.753;-1.99359;-205.333;-356.333;407.189;-2.0906;
38;-124;-197;-115;-217;-71.0416;-124.031;-205.333;-356.333;233.428;-2.13346;-49.3685;-152.348;155.711;-1.87819;-186.667;-406;442.913;-1.99819;
39;-115;-217;-68;-244;-63.6996;-140.502;-186.667;-406;246.223;-2.05914;-29.2848;-158.439;156.851;-1.74399;-149.333;-442.667;463.423;-1.89188;
40;-68;-244;-33;-250;-49.3685;-152.348;-149.333;-442.667;253.864;-1.84409;-6.15044;-160.01;156.123;-1.59575;-95.3333;-461.667;467.924;-1.76925;
41;-33;-250;8;-244;-29.2848;-158.439;-95.3333;-461.667;252.675;-1.70385;17.2979;-157.038;154.346;-1.44378;-30;-469;466.85;-1.62849;
42;8;-244;46;-233;-6.15044;-160.01;-30;-469;244.557;-1.5402;36.576;-148.624;149.808;-1.3086;40;-464;463.082;-1.47763;
43;46;-233;72;-219;17.2979;-157.038;40;-464;237.831;-1.37838;51.7101;-134.226;141.024;-1.17812;97.3333;-441;449.434;-1.34547;
44;72;-219;95;-202;36.576;-148.624;97.3333;-441;230.791;-1.2559;61.6916;-113.76;127.085;-1.04353;144;-399.333;422.813;-1.21551;
45;95;-202;104;-175;51.7101;-134.226;144;-399.333;223.404;-1.13414;66.2202;-89.239;109.387;-0.894401;176;-340.667;382.28;-1.08326;
46;104;-175;107;-125;61.6916;-113.76;176;-340.667;203.687;-1.03789;66.0311;-63.7295;90.7648;-0.719197;191.667;-272;332.155;-0.944296;
47;107;-125;104;-68;66.2202;-89.239;191.667;-272;164.542;-0.866975;61.5392;-40.0051;73.2847;-0.514599;193.667;-201;279.181;-0.788758;
48;104;-68;93;-27;66.0311;-63.7295;193.667;-201;124.067;-0.584348;53.0697;-21.0334;57.906;-0.299739;182.333;-132.667;226.298;-0.610547;
49;93;-27;78;-6;61.5392;-40.0051;182.333;-132.667;96.4664;-0.288459;0;0;0;0;159;-74;176.978;-0.413256;
50;78;-6;61;3;53.0697;-21.0334;159;-74;77.7481;-0.0829564;0;0;0;0;154.333;-41.3333;162.031;-0.239311;
51;61;3;0;0;50.3949;-11.4648;154.333;-41.3333;60.5348;0.0422642;0;0;0;0;0;0;0;0;
52;34;1;0;0;43.9807;-2.56778;135;-10.6667;33.4854;0.0166556;0;0;0;0;0;0;0;0;
