time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-107;72;-107;72;-65.4169;48.2329;-187.333;142.333;129.182;2.55518;-65.4169;48.2329;83.6292;2.5984;-187.333;142.333;229.286;2.59601;
2;-105;71;-97;70;-59.498;48.4194;-169.333;143;126.963;2.55303;-47.3913;49.0704;69.3606;2.45323;-169.333;143;214.474;2.54979;
3;-97;70;-51;73;-47.3913;49.0704;-135;145;119.808;2.5229;-33.355;49.8533;59.7811;2.29327;-135;145;188.25;2.439;
4;-51;73;6;76;-33.355;49.8533;-103.333;147;88.9761;2.18944;-10.1489;51.4587;49.2362;1.90873;-103.333;147;166.831;2.30681;
5;6;76;44;79;-10.1489;51.4587;-40.3333;151.333;75.6786;1.49938;12.5048;53.0157;48.4239;1.4397;-40.3333;151.333;137.04;1.93645;
6;44;79;82;85;12.5048;53.0157;22.3333;155.333;89.6859;1.06568;32.0308;54.2878;55.6516;1.08761;22.3333;155.333;132.685;1.46761;
7;82;85;58;70;32.0308;54.2878;81.6667;159;117.319;0.803997;44.9102;54.6605;62.9752;0.908296;81.6667;159;154.042;1.07709;
8;83;83;18;52;44.9102;54.6605;124.333;160.333;116.592;0.785918;30.1913;44.4762;46.2015;1.02416;124.333;160.333;179.283;0.869558;
9;81;81;-45;34;49.355;53.7753;141.667;158.333;113.763;0.785931;12.1594;38.1374;33.6663;1.39208;141.667;158.333;189.495;0.792786;
10;77;77;-62;32;45.0936;50.4655;133;149.333;108.107;0.785959;-6.26685;31.8404;29.5773;2.00496;133;149.333;177.002;0.791976;
11;58;70;-37;37;30.1913;44.4762;90.6667;132.333;90.1278;0.88036;-22.7668;26.2385;35.8941;2.50868;90.6667;132.333;136.384;0.92574;
12;18;52;-4;43;12.1594;38.1374;42.3333;115.333;54.3465;1.24489;-34.5273;22.6068;44.3442;2.73347;42.3333;115.333;97.9476;1.21992;
13;-45;34;21;44;-6.26685;31.8404;-7;98;56.5743;2.50819;-22.9153;24.38;34.9505;2.55408;-7;98;76.2728;1.77767;
14;-62;32;44;35;-22.7668;26.2385;-54.6667;81.3333;70.0722;2.67557;-9.35875;25.3261;25.5763;2.22351;-54.6667;81.3333;85.8648;2.4003;
15;-67;29;59;26;-34.5273;22.6068;-93.3333;69;73.3566;2.74279;5.48889;25.0332;20.0377;1.60504;-93.3333;69;111.748;2.72081;
16;-66;27;78;13;-38.6724;21.4794;-111.667;64;71.6732;2.76308;20.8101;22.4073;22.7366;0.871487;-111.667;64;127.013;2.81584;
17;-58;33;92;-6;-33.2307;22.687;-98;67;67.0021;2.63541;34.9027;17.0102;31.1346;0.39577;-98;67;115.251;2.75319;
18;-37;37;101;-26;-22.9153;24.38;-70.3333;71;52.3924;2.37123;46.5012;8.75189;40.4999;0.092592;-70.3333;71;92.2561;2.59888;
19;-4;43;102;-47;-9.35875;25.3261;-33.3333;73;42.734;1.67865;55.444;-1.84636;49.7436;-0.138219;-33.3333;73;65.029;2.27295;
20;21;44;80;-98;5.48889;25.0332;8.33333;72.6667;48.033;1.13216;59.4182;-17.0786;57.6423;-0.393207;8.33333;72.6667;49.3142;1.57756;
21;44;35;34;-116;20.8101;22.4073;53.6667;66;55.4331;0.671441;56.0409;-33.7909;63.1817;-0.661212;53.6667;66;61.9977;0.758552;
22;59;26;-11;-130;34.9027;17.0102;96.6667;51.6667;63.7188;0.411486;44.7504;-50.6318;67.7036;-0.96457;96.6667;51.6667;92.4426;0.311281;
23;78;13;-42;-133;46.5012;8.75189;131.667;28.6667;78.4006;0.159936;27.7365;-65.3709;73.607;-1.27351;131.667;28.6667;123.115;0.0431692;
24;92;-6;-57;-131;55.444;-1.84636;158.667;-1.66667;91.6318;-0.071152;8.20696;-76.7857;81.8182;-1.54596;158.667;-1.66667;152.072;-0.16528;
25;101;-26;0;0;59.4182;-17.0786;170.667;-46;103.842;-0.258192;-10.0293;-85.6827;92.1263;-1.74761;170.667;-46;176.221;-0.4045;
26;102;-47;0;0;56.0409;-33.7909;162.333;-93.3333;111.98;-0.438199;-24.5127;-89.6559;99.513;-1.88428;162.333;-93.3333;192.949;-0.649459;
27;80;-98;0;0;44.7504;-50.6318;132.667;-141;126.528;-0.892423;-37.6865;-90.748;105.323;-2.00033;132.667;-141;205.884;-0.92444;
28;34;-116;0;0;27.7365;-65.3709;88;-183.333;121.207;-1.29162;0;0;0;0;88;-183.333;221.389;-1.2043;
29;-11;-130;0;0;8.20696;-76.7857;35.3333;-218.333;131.029;-1.65944;0;0;0;0;35.3333;-218.333;243.154;-1.46091;
30;-42;-133;0;0;-10.0293;-85.6827;-17.3333;-249.333;140.146;-1.87965;0;0;0;0;-17.3333;-249.333;273.924;-1.66586;
31;-57;-131;0;0;-24.5127;-89.6559;-63.3333;-262.667;143.575;-1.98361;0;0;0;0;-63.3333;-262.667;294.943;-1.8174;
32;-56;-140;0;0;-33.4488;-91.0528;-94;-267.667;151.485;-1.95372;0;0;0;0;-94;-267.667;308.599;-1.90995;
33;-58;-138;0;0;-37.6865;-90.748;-109.667;-267;150.4;-1.97102;0;0;0;0;-109.667;-267;313.541;-1.95779;
34;-58;-131;0;0;-38.8285;-91.263;-114.333;-269.333;143.979;-1.98997;0;0;0;0;0;0;0;0;
35;-58;-128;0;0;-39.1738;-90.6609;-115.333;-268.667;141.244;-1.99861;0;0;0;0;0;0;0;0;
