time;row_1;row_2;
     1;    1.0958;   -0.0894;
     2;    1.6545;    0.7614;
     3;    1.8978;    0.2799;
     4;    1.7212;   -0.2753;
     5;    1.3312;   -1.4272;
     6;    0.0620;    0.1509;
     7;    0.4265;   -0.0357;
     8;   -0.3997;   -0.4712;
     9;   -1.1960;   -1.6683;
    10;   -0.1378;   -0.7299;
    11;   -0.1378;   -1.9739;
    12;    0.0869;   -1.4668;
    13;    0.6623;   -1.7787;
    14;   -0.5355;   -1.9088;
    15;   -0.8734;   -0.8722;
    16;   -1.9230;    0.0430;
    17;   -1.3407;    1.5016;
    18;   -0.1441;    0.5928;
    19;   -0.9711;   -0.3343;
    20;    0.5733;    1.1760;
    21;    1.8971;    0.2863;
    22;    0.3510;   -0.2163;
    23;   -1.8615;    1.6937;
    24;   -1.4110;    1.4400;
    25;   -0.9819;    1.3324;
    26;   -0.7610;    1.0631;
    27;   -0.5099;    0.8134;
    28;   -0.4278;    0.4319;
    29;   -0.4993;    0.0393;
    30;   -0.7343;    0.2125;
    31;   -0.6405;   -0.3378;
    32;   -0.9127;   -0.2858;
    33;   -1.0947;   -0.1730;
    34;   -1.0059;   -0.4733;
    35;   -0.9040;   -0.5298;
    36;   -0.7884;   -0.4826;
    37;   -0.6589;   -0.5450;
    38;   -0.5162;   -0.3919;
    39;   -0.1558;   -0.2398;
    40;    0.1146;   -0.2265;
    41;    0.5057;   -0.0637;
    42;    0.3891;   -0.0612;
    43;    0.8737;   -0.0716;
    44;    1.1701;   -0.1749;
    45;    1.4529;   -0.1918;
    46;    1.5727;    0.2217;
    47;    1.8152;    0.1048;
    48;    1.9888;    0.4150;
    49;    2.3897;    1.0064;
    50;    2.5576;    1.1258;
    51;    1.7468;   -1.2390;
    52;    2.2355;   -0.2266;
    53;    2.2319;   -1.3740;
    54;    1.9955;   -1.5322;
    55;    1.1689;   -0.1842;
    56;    0.0875;   -0.3270;
    57;    1.3977;    0.4874;
    58;    1.3877;    1.9861;
    59;    0.7544;    1.6166;
    60;    0.0466;    1.5824;
    61;    1.2079;    0.7466;
    62;    0.3603;    0.7652;
    63;    1.4268;    0.5589;
    64;    0.5945;    1.5405;
    65;    1.5736;    0.4868;
    66;    2.2135;    1.7689;
    67;    1.4323;    0.2561;
    68;    0.7344;   -0.7380;
    69;    1.7153;   -0.0047;
    70;    1.1895;   -0.4991;
    71;    1.1694;    0.1296;
    72;   -0.1762;   -1.2015;
    73;   -0.6495;    0.2384;
    74;   -0.8555;    1.2619;
    75;   -1.3463;    0.9181;
    76;    0.1901;   -0.5112;
    77;   -1.1415;    0.0293;
    78;   -0.4139;   -0.2713;
    79;    0.2470;   -1.4152;
    80;   -0.3819;   -0.5289;
    81;    0.8493;   -0.3228;
    82;   -0.6234;   -1.0875;
    83;   -1.9698;   -0.3685;
    84;   -0.7295;   -0.7491;
    85;   -1.0669;    0.1130;
    86;   -0.9247;    0.8024;
    87;   -0.2559;   -0.0267;
    88;    1.0480;   -1.2959;
    89;    0.8203;   -0.3344;
    90;    1.7017;   -1.0189;
    91;    1.5052;    0.1500;
    92;    1.6362;   -0.1803;
    93;    1.6277;    0.6271;
    94;    1.4919;    1.7799;
    95;    0.6238;    0.7408;
    96;    0.6225;    0.8732;
    97;    1.1151;    0.6484;
    98;    1.8406;    1.6630;
    99;    1.4056;    1.1443;
   100;    0.4282;    0.6355;
   101;    1.4763;   -0.8130;
   102;    0.5008;   -0.0916;
   103;    0.2853;    0.9908;
   104;    1.3243;    0.0928;
   105;    1.1259;   -0.7986;
   106;    1.5281;   -1.0073;
   107;    0.1751;   -1.9731;
   108;   -1.3080;   -1.8341;
   109;   -1.8624;   -0.4378;
   110;   -2.8413;   -1.3672;
   111;   -1.5380;   -0.4327;
   112;   -1.5154;   -1.2981;
   113;   -1.1796;   -0.4998;
   114;   -1.8360;   -1.5835;
   115;   -0.3919;   -0.1007;
   116;   -0.0574;   -1.3853;
   117;   -0.1846;   -0.2626;
   118;    0.7935;    0.8473;
   119;    0.0589;   -0.0828;
   120;   -1.1951;   -0.6719;
   121;    0.0674;   -0.3803;
   122;    0.4986;   -1.2519;
   123;    0.1295;   -0.2957;
   124;    1.2842;    1.2429;
   125;    0.0343;    0.9176;
   126;    1.1185;    0.3489;
   127;    1.4933;    1.9346;
   128;    2.2938;    0.6561;
   129;    1.9128;    0.0420;
   130;    0.7931;   -1.4359;
   131;    1.8129;   -1.6632;
   132;    0.7261;   -0.5614;
   133;   -0.5562;   -0.4142;
   134;   -1.7159;   -1.0577;
   135;   -0.5094;   -1.8903;
   136;    0.0771;   -0.3567;
   137;   -0.1831;   -0.6247;
   138;   -0.8038;   -0.2726;
   139;    0.5076;   -0.9544;
   140;   -0.4117;    0.1059;
   141;   -0.3053;    0.2484;
   142;   -1.6356;   -1.0005;
   143;   -0.1358;   -0.4087;
   144;   -0.3038;   -0.4914;
   145;    0.2133;   -1.5342;
   146;    0.0450;   -0.5192;
   147;    0.7952;    0.8842;
   148;    1.1089;    1.4646;
   149;    0.8549;    1.4674;
   150;    0.6335;   -0.0558;
