time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-147;186;-147;186;-88.179;127.992;-253.667;377.667;237.084;2.24161;-88.179;127.992;155.142;2.23706;-253.667;377.667;437.321;2.20459;
2;-143;189;-120;190;-81.8496;128.033;-235.333;377.667;237;2.22052;-73.0911;127.246;145.678;2.15872;-235.333;377.667;426.72;2.16996;
3;-120;190;-88;189;-73.0911;127.246;-212;375;224.68;2.13622;-61.6617;126.436;138.96;2.09347;-212;375;411.742;2.12681;
4;-88;189;-50;182;-61.6617;126.436;-187.333;372.667;208.381;2.00878;-41.8752;126.473;130.251;1.96131;-187.333;372.667;397.231;2.07714;
5;-50;182;-14;182;-41.8752;126.473;-132.333;373.667;188.565;1.84124;-19.2929;128.045;124.967;1.78857;-132.333;373.667;374.595;1.94708;
6;-14;182;18;189;-19.2929;128.045;-67;378.667;182.279;1.64976;2.11852;130.782;124.878;1.61556;-67;378.667;360.711;1.77265;
7;18;189;53;204;2.11852;130.782;-4.33333;385.667;189.532;1.47768;19.7965;133.867;128.408;1.4765;-4.33333;385.667;360.517;1.59757;
8;53;204;68;211;19.7965;133.867;48.3333;392.667;210.398;1.318;32.5437;137.304;133.604;1.38381;48.3333;392.667;369.897;1.45424;
9;68;211;-77;171;32.5437;137.304;87.6667;402;221.296;1.26026;11.6916;130.428;124.463;1.53877;87.6667;402;385.616;1.35559;
10;70;210;-75;147;25.3129;136.061;66.6667;398.333;220.966;1.25025;-6.27431;117.996;112.837;1.69502;66.6667;398.333;378.065;1.40781;
11;68;210;-76;103;11.6916;130.428;35.6667;384.333;220.344;1.25887;-24.426;101.195;100.444;1.89643;35.6667;384.333;360.335;1.48647;
12;-77;171;-76;74;-6.27431;117.996;-7.33333;350.667;187.429;1.99636;-39.8022;78.9867;87.0628;2.148;-7.33333;350.667;325.633;1.60966;
13;-75;147;-75;22;-24.426;101.195;-55.3333;305;164.942;2.04541;-51.0715;53.7324;75.7;2.45983;-55.3333;305;286.221;1.78432;
14;-76;103;-73;-12;-39.8022;78.9867;-103.667;242.333;127.997;2.2102;-50.5256;31.313;63.4845;2.73196;-103.667;242.333;242.879;2.03613;
15;-76;74;-71;-22;-51.0715;53.7324;-150.667;168.333;106.146;2.37396;-49.9823;12.3748;58.0369;3.03203;-150.667;168.333;211.65;2.39941;
16;-75;22;-52;-18;-50.5256;31.313;-149;104.333;78.4422;2.86115;-48.833;-0.888029;56.9612;-3.01986;-149;104.333;173.388;2.66817;
17;-73;-12;-36;-15;-49.9823;12.3748;-147.667;48;74.3997;-2.97566;-44.5992;-13.1895;55.7247;-2.78948;-147.667;48;154.663;2.99415;
18;-72;-21;-21;-13;-48.833;-0.888029;-144.333;7;75.4438;-2.85552;-34.2335;-12.2106;45.7346;-2.73137;-144.333;7;150.763;-3.02005;
19;-71;-22;-9;-10;-47.2257;-9.82262;-139.667;-24.6667;74.7769;-2.83892;-15.7967;-9.6554;28.256;-2.55314;-139.667;-24.6667;153.346;-2.80983;
20;-66;-20;30;-11;-44.5992;-13.1895;-132;-38;69.4093;-2.84495;-2.23567;-8.99518;18.0159;-2.15539;-132;-38;151.197;-2.70978;
21;-62;-21;55;-15;-40.2895;-13.2064;-119.667;-39;65.9106;-2.8127;12.6224;-9.5444;16.3307;-1.26504;-119.667;-39;140.545;-2.66657;
22;-52;-18;75;-22;-34.2335;-12.2106;-102.667;-36.3333;55.479;-2.80566;27.2407;-11.7732;26.429;-0.739043;-102.667;-36.3333;124.325;-2.6231;
23;-36;-15;88;-33;-26.8539;-10.8084;-82;-32.3333;39.46;-2.74373;41.9309;-16.2657;40.8454;-0.577378;-82;-32.3333;104.612;-2.55836;
24;-21;-13;108;-50;-15.7967;-9.6554;-50;-29.3333;25.1715;-2.58543;56.3093;-22.9579;56.5902;-0.53777;-50;-29.3333;77.734;-2.36261;
25;-9;-10;125;-66;-2.23567;-8.99518;-11;-27.3333;13.9213;-2.3099;69.9768;-33.0905;73.5384;-0.560911;-11;-27.3333;55.0848;-1.87154;
26;30;-11;154;-98;12.6224;-9.5444;31.3333;-28.6667;31.7004;-0.364104;82.8896;-45.4606;91.1243;-0.60049;31.3333;-28.6667;59.8912;-1.12145;
27;55;-15;168;-120;27.2407;-11.7732;72.6667;-34.6667;56.7216;-0.272918;93.8238;-59.3233;108.107;-0.649157;72.6667;-34.6667;90.163;-0.727307;
28;75;-22;168;-140;41.9309;-16.2657;115.667;-47;77.8798;-0.290254;101.586;-73.3558;122.944;-0.701938;115.667;-47;131.913;-0.579886;
29;88;-33;157;-154;56.3093;-22.9579;160.333;-65.6667;93.7326;-0.363072;104.505;-86.5198;133.923;-0.762955;160.333;-65.6667;179.725;-0.530574;
30;108;-50;139;-166;69.9768;-33.0905;201.667;-94.6667;118.792;-0.437124;101.52;-98.5019;140.455;-0.839379;201.667;-94.6667;230.087;-0.548382;
31;125;-66;110;-177;82.8896;-45.4606;239.333;-129.667;141.156;-0.488855;89.2609;-108.105;140.277;-0.950372;239.333;-129.667;280.663;-0.584847;
32;154;-98;54;-186;93.8238;-59.3233;270.333;-169;182.375;-0.569178;69.1743;-115.313;136.023;-1.10191;270.333;-169;328.599;-0.632588;
33;168;-120;0;-186;101.586;-73.3558;293.333;-209.333;206.317;-0.622453;45.2881;-120.407;131.903;-1.28188;293.333;-209.333;371.478;-0.68357;
34;168;-140;-30;-187;104.505;-86.5198;303.667;-248;218.582;-0.69686;20.9388;-123.379;130.082;-1.4689;303.667;-248;404.591;-0.741569;
35;157;-154;-47;-183;101.52;-98.5019;298.667;-285;219.854;-0.777893;-0.710052;-124.641;130.941;-1.63512;298.667;-285;426.997;-0.813438;
36;139;-166;0;0;89.2609;-108.105;265.333;-314.333;216.49;-0.875887;-17.6211;-124.39;132.855;-1.76261;265.333;-314.333;427.72;-0.91737;
37;110;-177;0;0;69.1743;-115.313;209.333;-336.333;208.443;-1.01701;-27.8608;-123.137;133.973;-1.8395;209.333;-336.333;415.194;-1.05713;
38;54;-186;0;0;45.2881;-120.407;143.333;-352;193.853;-1.29053;0;0;0;0;143.333;-352;401.731;-1.2201;
39;0;-186;0;0;20.9388;-123.379;75.3333;-361.667;186.289;-1.57282;0;0;0;0;75.3333;-361.667;393.229;-1.39179;
40;-30;-187;0;0;-0.710052;-124.641;12;-366.667;189.736;-1.73159;0;0;0;0;12;-366.667;392.003;-1.55375;
41;-47;-183;0;0;-17.6211;-124.39;-42;-367;189.313;-1.82375;0;0;0;0;-42;-367;395.123;-1.69084;
42;-51;-181;0;0;-27.8608;-123.137;-77;-363.667;188.429;-1.84696;0;0;0;0;-77;-363.667;397.561;-1.77936;
43;-52;-178;0;0;-33.2399;-120.718;-96;-356.667;185.823;-1.85654;0;0;0;0;-96;-356.667;395.155;-1.83009;
44;-51;-176;0;0;-35.1457;-119.859;-103;-354.667;183.623;-1.85438;0;0;0;0;0;0;0;0;
45;-57;-165;0;0;-35.5986;-118.728;-104.667;-351.333;174.965;-1.90492;0;0;0;0;0;0;0;0;
