time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.7146;   -0.4870;    0.5072;   -0.9571;   -0.1628;   -0.3737;   -0.4279;    0.3138;    0.0330;   -0.1062;    0.0025;   -0.0178;
   2;    0.7105;   -0.5026;    0.4516;   -0.9575;   -0.0814;   -0.3604;   -0.4121;    0.3132;   -0.0012;   -0.1267;   -0.0350;   -0.0141;
   3;    0.6892;   -0.4660;    0.4048;   -0.9574;   -0.0207;   -0.3180;   -0.3655;    0.2811;   -0.0682;   -0.1553;   -0.0530;    0.0000;
   4;    0.6372;   -0.4332;    0.3252;   -0.9354;    0.0503;   -0.2874;   -0.3235;    0.2459;   -0.1207;   -0.1902;   -0.0946;    0.0143;
   5;    0.5633;   -0.5234;    0.2762;   -0.8979;    0.0877;   -0.2606;   -0.2775;    0.2091;   -0.1688;   -0.2223;   -0.1352;    0.0268;
   6;    0.4832;   -0.5943;    0.2338;   -0.8677;    0.1365;   -0.2543;   -0.2580;    0.1783;   -0.1967;   -0.2239;   -0.1540;    0.0366;
   7;    0.4628;   -0.6432;    0.2004;   -0.8346;    0.1880;   -0.2358;   -0.2528;    0.1400;   -0.2424;   -0.2196;   -0.1355;    0.0593;
   8;    0.4567;   -0.6804;    0.1929;   -0.7886;    0.2364;   -0.2015;   -0.2512;    0.0868;   -0.3034;   -0.2198;   -0.1037;    0.1006;
   9;    0.4274;   -0.7050;    0.2207;   -0.7471;    0.2629;   -0.1485;   -0.2506;    0.0191;   -0.3432;   -0.2194;   -0.0826;    0.1518;
  10;    0.3751;   -0.7215;    0.2403;   -0.6807;    0.2997;   -0.1034;   -0.2441;   -0.0478;   -0.3477;   -0.2278;   -0.1040;    0.1887;
  11;    0.3257;   -0.7547;    0.2603;   -0.6281;    0.3684;   -0.0822;   -0.2656;   -0.0729;   -0.3596;   -0.2388;   -0.1086;    0.1748;
  12;    0.3376;   -0.7799;    0.2770;   -0.6016;    0.4025;   -0.0811;   -0.3094;   -0.0767;   -0.3655;   -0.2297;   -0.0818;    0.1474;
  13;    0.3140;   -0.7983;    0.2883;   -0.5413;    0.4414;   -0.0892;   -0.3260;   -0.1049;   -0.3704;   -0.2054;   -0.0765;    0.1134;
  14;    0.2419;   -0.7960;    0.3063;   -0.4699;    0.4739;   -0.1068;   -0.3201;   -0.1576;   -0.3881;   -0.1613;   -0.0642;    0.0920;
  15;    0.2099;   -0.8176;    0.3342;   -0.4286;    0.4948;   -0.1280;   -0.3206;   -0.1681;   -0.4068;   -0.1537;   -0.0390;    0.0925;
  16;    0.1546;   -0.8173;    0.3540;   -0.4026;    0.5073;   -0.1496;   -0.3231;   -0.1672;   -0.4103;   -0.1594;   -0.0267;    0.1023;
  17;    0.0932;   -0.8168;    0.3647;   -0.3785;    0.5066;   -0.1572;   -0.3067;   -0.1836;   -0.4072;   -0.1602;   -0.0325;    0.1091;
  18;    0.0219;   -0.8099;    0.3705;   -0.3409;    0.4941;   -0.1602;   -0.2991;   -0.2083;   -0.3904;   -0.1520;   -0.0441;    0.1008;
  19;    0.0437;   -0.8441;    0.3865;   -0.3055;    0.4814;   -0.1785;   -0.2919;   -0.2198;   -0.3755;   -0.1387;   -0.0560;    0.0957;
  20;    0.0397;   -0.8505;    0.3945;   -0.2667;    0.4764;   -0.1957;   -0.2935;   -0.2331;   -0.3600;   -0.1234;   -0.0595;    0.0874;
  21;    0.0190;   -0.8403;    0.4068;   -0.2352;    0.4700;   -0.2011;   -0.2944;   -0.2546;   -0.3458;   -0.1025;   -0.0593;    0.0764;
  22;    0.0159;   -0.8530;    0.4342;   -0.2167;    0.4613;   -0.1944;   -0.3005;   -0.2688;   -0.3381;   -0.0801;   -0.0536;    0.0565;
  23;    0.0116;   -0.8691;    0.4661;   -0.1990;    0.4524;   -0.1860;   -0.3073;   -0.2698;   -0.3372;   -0.0654;   -0.0400;    0.0351;
  24;   -0.0215;   -0.8636;    0.4941;   -0.1687;    0.4432;   -0.1872;   -0.3104;   -0.2620;   -0.3335;   -0.0551;   -0.0300;    0.0140;
  25;   -0.0491;   -0.8497;    0.5213;   -0.1311;    0.4257;   -0.1847;   -0.3050;   -0.2617;   -0.3182;   -0.0423;   -0.0363;    0.0009;
