time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.1404;   -0.5365;    0.3510;   -0.7710;   -0.2083;   -0.3005;   -0.4013;    0.3077;    0.0833;   -0.2861;    0.0076;    0.0442;
   2;    1.0970;   -0.5008;    0.2975;   -0.7576;   -0.1814;   -0.2784;   -0.3789;    0.3081;    0.0746;   -0.3196;   -0.0186;    0.0440;
   3;    1.0399;   -0.4796;    0.2628;   -0.7669;   -0.1357;   -0.2627;   -0.3461;    0.3081;    0.0390;   -0.3451;   -0.0431;    0.0396;
   4;    0.9213;   -0.4088;    0.2050;   -0.7678;   -0.0914;   -0.2399;   -0.3123;    0.2748;    0.0003;   -0.3561;   -0.0587;    0.0302;
   5;    0.9149;   -0.4486;    0.1943;   -0.8055;   -0.0200;   -0.2443;   -0.2913;    0.2549;   -0.0545;   -0.3555;   -0.0772;    0.0344;
   6;    0.8445;   -0.4590;    0.1764;   -0.7955;    0.0139;   -0.2217;   -0.2627;    0.2020;   -0.1024;   -0.3629;   -0.0697;    0.0607;
   7;    0.7620;   -0.4698;    0.1577;   -0.7712;    0.0549;   -0.1881;   -0.2353;    0.1367;   -0.1565;   -0.3834;   -0.0495;    0.1119;
   8;    0.7007;   -0.5252;    0.1506;   -0.7345;    0.0889;   -0.1652;   -0.2299;    0.1098;   -0.1971;   -0.4150;   -0.0369;    0.1559;
   9;    0.6659;   -0.5907;    0.1476;   -0.7003;    0.1208;   -0.1383;   -0.2567;    0.0942;   -0.2166;   -0.4348;   -0.0241;    0.1823;
  10;    0.6674;   -0.6561;    0.1380;   -0.6638;    0.1538;   -0.1161;   -0.2884;    0.0725;   -0.2270;   -0.4417;   -0.0124;    0.1975;
  11;    0.6419;   -0.7074;    0.1498;   -0.6207;    0.1909;   -0.1072;   -0.3176;    0.0503;   -0.2426;   -0.4329;    0.0086;    0.2006;
  12;    0.6008;   -0.7351;    0.2025;   -0.5608;    0.2457;   -0.0936;   -0.3624;    0.0184;   -0.2684;   -0.4107;    0.0555;    0.2168;
  13;    0.5629;   -0.7632;    0.2821;   -0.4901;    0.2775;   -0.0486;   -0.4081;   -0.0037;   -0.2886;   -0.4090;    0.0997;    0.2245;
  14;    0.4744;   -0.7645;    0.3275;   -0.4325;    0.2874;    0.0026;   -0.4271;   -0.0219;   -0.2947;   -0.4079;    0.1138;    0.1981;
  15;    0.4350;   -0.8047;    0.3841;   -0.4283;    0.3278;    0.0019;   -0.4022;   -0.0485;   -0.3236;   -0.3841;    0.1063;    0.1632;
  16;    0.3192;   -0.7878;    0.4041;   -0.3792;    0.3568;   -0.0226;   -0.3633;   -0.1074;   -0.3316;   -0.3460;    0.0892;    0.1352;
  17;    0.2418;   -0.8019;    0.4248;   -0.3275;    0.4002;   -0.0413;   -0.3766;   -0.1456;   -0.3237;   -0.3078;    0.0810;    0.1000;
  18;    0.2019;   -0.8345;    0.4424;   -0.2950;    0.4545;   -0.0457;   -0.4179;   -0.1567;   -0.3252;   -0.2813;    0.0867;    0.0626;
  19;    0.1501;   -0.8592;    0.4721;   -0.2698;    0.4846;   -0.0428;   -0.4553;   -0.1590;   -0.3197;   -0.2727;    0.0886;    0.0433;
  20;    0.1101;   -0.8724;    0.5041;   -0.2463;    0.4823;   -0.0401;   -0.4764;   -0.1606;   -0.3106;   -0.2682;    0.0901;    0.0290;
  21;    0.1024;   -0.8727;    0.5307;   -0.2334;    0.4699;   -0.0432;   -0.4875;   -0.1489;   -0.3007;   -0.2695;    0.0869;    0.0170;
  22;    0.1160;   -0.9007;    0.5798;   -0.2319;    0.4625;   -0.0604;   -0.4942;   -0.1251;   -0.3010;   -0.2582;    0.0830;   -0.0046;
  23;    0.0859;   -0.9030;    0.6245;   -0.1984;    0.4501;   -0.0880;   -0.4891;   -0.1121;   -0.2888;   -0.2399;    0.0712;   -0.0244;
  24;    0.0167;   -0.8772;    0.6319;   -0.1422;    0.4368;   -0.1158;   -0.4624;   -0.1234;   -0.2519;   -0.2204;    0.0432;   -0.0372;
