time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.7434;   -0.3308;    0.1747;   -0.6237;   -0.3462;   -0.4985;   -0.1923;    0.1620;    0.1728;   -0.1037;   -0.1045;    0.1386;
   2;    0.7957;   -0.4007;    0.1354;   -0.6780;   -0.2750;   -0.4873;   -0.1952;    0.1608;    0.1585;   -0.0761;   -0.1219;    0.1240;
   3;    0.8573;   -0.4965;    0.0967;   -0.6987;   -0.2163;   -0.4560;   -0.2023;    0.1590;    0.1374;   -0.0468;   -0.1488;    0.1014;
   4;    0.8979;   -0.5810;    0.0524;   -0.6949;   -0.1504;   -0.4053;   -0.1735;    0.1339;    0.0906;   -0.0656;   -0.1736;    0.1142;
   5;    0.8478;   -0.5991;   -0.0262;   -0.6668;   -0.0859;   -0.3315;   -0.1261;    0.0608;    0.0433;   -0.1165;   -0.1991;    0.1507;
   6;    0.8090;   -0.6612;   -0.0731;   -0.6248;   -0.0363;   -0.2747;   -0.0996;   -0.0182;    0.0082;   -0.1576;   -0.2344;    0.1803;
   7;    0.7827;   -0.7287;   -0.0897;   -0.5769;    0.0188;   -0.2435;   -0.0670;   -0.1091;   -0.0410;   -0.1843;   -0.2425;    0.2348;
   8;    0.6980;   -0.7601;   -0.0887;   -0.4994;    0.0544;   -0.2166;   -0.0367;   -0.2083;   -0.0856;   -0.2163;   -0.2042;    0.3156;
   9;    0.5811;   -0.7801;   -0.0789;   -0.3852;    0.0658;   -0.1975;   -0.0187;   -0.2958;   -0.1049;   -0.2597;   -0.1611;    0.3771;
  10;    0.5150;   -0.8329;   -0.0260;   -0.3016;    0.0780;   -0.1717;   -0.0170;   -0.3631;   -0.1231;   -0.2701;   -0.1363;    0.3873;
  11;    0.3915;   -0.8426;    0.0793;   -0.2106;    0.1054;   -0.1226;   -0.0380;   -0.4035;   -0.1763;   -0.2425;   -0.0951;    0.3250;
  12;    0.3674;   -0.9526;    0.2285;   -0.1893;    0.1727;   -0.0814;   -0.0525;   -0.4488;   -0.2440;   -0.1727;   -0.0942;    0.2706;
  13;    0.3267;   -0.9944;    0.2667;   -0.1646;    0.1998;   -0.0719;   -0.0569;   -0.5048;   -0.2503;   -0.1357;   -0.0944;    0.2491;
  14;    0.2846;   -1.0173;    0.3096;   -0.1246;    0.1886;   -0.0816;   -0.0573;   -0.5368;   -0.2577;   -0.1091;   -0.0765;    0.2338;
  15;    0.2931;   -1.0622;    0.3690;   -0.1006;    0.1756;   -0.0755;   -0.0712;   -0.5258;   -0.2775;   -0.0813;   -0.0649;    0.2009;
  16;    0.2850;   -1.0881;    0.3994;   -0.0821;    0.1676;   -0.0606;   -0.0754;   -0.5139;   -0.2793;   -0.0652;   -0.0613;    0.1623;
  17;    0.2548;   -1.0643;    0.3989;   -0.0468;    0.1567;   -0.0647;   -0.0528;   -0.5380;   -0.2420;   -0.0490;   -0.0714;    0.1293;
  18;    0.2723;   -1.0849;    0.4329;   -0.0304;    0.1600;   -0.0634;   -0.0402;   -0.5594;   -0.2232;   -0.0038;   -0.0991;    0.0902;
  19;    0.2023;   -1.0674;    0.4870;   -0.0149;    0.1753;   -0.0517;   -0.0621;   -0.5713;   -0.2145;    0.0375;   -0.1062;    0.0451;
