time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.0312;   -0.5414;    0.2505;   -0.6823;   -0.3182;   -0.3887;   -0.3262;    0.1453;    0.2468;   -0.1625;   -0.0809;    0.1762;
   2;    0.9726;   -0.5390;    0.1692;   -0.6942;   -0.2607;   -0.3545;   -0.3042;    0.1385;    0.2456;   -0.1912;   -0.1261;    0.1633;
   3;    0.9282;   -0.5718;    0.1085;   -0.7209;   -0.1767;   -0.3310;   -0.2767;    0.1286;    0.2304;   -0.2166;   -0.1836;    0.1658;
   4;    0.8712;   -0.5824;    0.0519;   -0.7039;   -0.1331;   -0.2968;   -0.2456;    0.0969;    0.2201;   -0.2477;   -0.2124;    0.1665;
   5;    0.8235;   -0.5850;   -0.0000;   -0.6636;   -0.0995;   -0.2498;   -0.2206;    0.0484;    0.1916;   -0.2878;   -0.2105;    0.1779;
   6;    0.7534;   -0.6085;   -0.0243;   -0.6189;   -0.0457;   -0.2094;   -0.2125;   -0.0011;    0.1412;   -0.3345;   -0.1892;    0.2202;
   7;    0.6847;   -0.6286;   -0.0326;   -0.5793;    0.0068;   -0.1736;   -0.2082;   -0.0341;    0.0790;   -0.3809;   -0.1513;    0.2629;
   8;    0.6163;   -0.6736;   -0.0073;   -0.5413;    0.0176;   -0.1345;   -0.2189;   -0.0612;    0.0092;   -0.4047;   -0.1052;    0.2907;
   9;    0.5779;   -0.7294;    0.0425;   -0.5166;    0.0211;   -0.0869;   -0.2415;   -0.0863;   -0.0505;   -0.3935;   -0.0579;    0.2880;
  10;    0.5183;   -0.7918;    0.1337;   -0.5049;    0.0366;   -0.0344;   -0.2611;   -0.1234;   -0.1212;   -0.3651;   -0.0083;    0.2842;
  11;    0.4134;   -0.8216;    0.2048;   -0.4833;    0.0509;    0.0022;   -0.2643;   -0.1703;   -0.1846;   -0.3463;    0.0410;    0.2950;
  12;    0.3290;   -0.8492;    0.2509;   -0.4379;    0.0715;    0.0058;   -0.2618;   -0.1966;   -0.2240;   -0.3441;    0.0688;    0.3050;
  13;    0.2955;   -0.8804;    0.2743;   -0.3712;    0.0908;    0.0038;   -0.2595;   -0.2134;   -0.2318;   -0.3477;    0.0757;    0.2956;
  14;    0.2465;   -0.8927;    0.3001;   -0.2783;    0.1183;    0.0157;   -0.2520;   -0.2383;   -0.2325;   -0.3594;    0.0663;    0.2650;
  15;    0.1631;   -0.8715;    0.3355;   -0.2355;    0.1608;    0.0262;   -0.2194;   -0.2939;   -0.2458;   -0.3460;    0.0461;    0.2302;
  16;    0.1575;   -0.8620;    0.3507;   -0.2206;    0.1720;    0.0270;   -0.2206;   -0.3268;   -0.2428;   -0.3218;    0.0494;    0.1950;
  17;    0.1178;   -0.8522;    0.3606;   -0.2093;    0.1911;    0.0179;   -0.2282;   -0.3596;   -0.2318;   -0.2983;    0.0480;    0.1712;
  18;    0.0703;   -0.8286;    0.3725;   -0.2005;    0.1965;    0.0153;   -0.2277;   -0.3871;   -0.2168;   -0.2770;    0.0381;    0.1479;
  19;    0.0750;   -0.8403;    0.3932;   -0.1983;    0.2054;   -0.0068;   -0.2044;   -0.4177;   -0.2068;   -0.2451;    0.0198;    0.1334;
  20;    0.0374;   -0.8174;    0.4029;   -0.1782;    0.2103;   -0.0221;   -0.1958;   -0.4448;   -0.1866;   -0.2234;    0.0183;    0.1099;
  21;    0.0026;   -0.8047;    0.4335;   -0.1707;    0.2250;   -0.0335;   -0.2038;   -0.4539;   -0.1719;   -0.1935;    0.0077;    0.0919;
  22;   -0.0374;   -0.7838;    0.4770;   -0.1664;    0.2386;   -0.0425;   -0.2115;   -0.4549;   -0.1595;   -0.1603;   -0.0012;    0.0728;
  23;   -0.0797;   -0.7678;    0.5114;   -0.1586;    0.2507;   -0.0339;   -0.2106;   -0.4650;   -0.1488;   -0.1323;   -0.0043;    0.0503;
