time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.6068;   -0.0219;    0.0899;   -0.7815;    0.0502;   -0.5620;   -0.2736;    0.1998;    0.1330;   -0.0399;   -0.1618;    0.0625;
   2;    0.6658;   -0.0833;    0.0839;   -0.7975;    0.0881;   -0.5180;   -0.2802;    0.1713;    0.1416;   -0.0549;   -0.1764;    0.0667;
   3;    0.6278;   -0.1149;    0.0533;   -0.7621;    0.1115;   -0.4822;   -0.2758;    0.1508;    0.1476;   -0.0875;   -0.1936;    0.0850;
   4;    0.5724;   -0.1151;   -0.0026;   -0.7100;    0.1176;   -0.4426;   -0.2629;    0.1181;    0.1492;   -0.1219;   -0.2033;    0.1130;
   5;    0.5645;   -0.0875;   -0.0760;   -0.6716;    0.1180;   -0.4118;   -0.2197;    0.0753;    0.1427;   -0.1509;   -0.2072;    0.1273;
   6;    0.5912;   -0.1422;   -0.0999;   -0.6649;    0.1557;   -0.3952;   -0.2017;    0.0628;    0.1015;   -0.1702;   -0.2019;    0.1357;
   7;    0.5625;   -0.1889;   -0.1087;   -0.6270;    0.1740;   -0.3767;   -0.1873;    0.0505;    0.0596;   -0.1987;   -0.1814;    0.1630;
   8;    0.5283;   -0.2471;   -0.0802;   -0.5982;    0.2026;   -0.3634;   -0.1736;    0.0438;    0.0123;   -0.2224;   -0.1772;    0.2111;
   9;    0.4886;   -0.2977;   -0.0577;   -0.5520;    0.2087;   -0.3430;   -0.1415;   -0.0016;   -0.0153;   -0.2488;   -0.1882;    0.2775;
  10;    0.4854;   -0.3611;   -0.0415;   -0.5051;    0.2008;   -0.3184;   -0.1080;   -0.0634;   -0.0337;   -0.2694;   -0.2002;    0.3242;
  11;    0.5188;   -0.4404;   -0.0219;   -0.4670;    0.1965;   -0.2827;   -0.0950;   -0.1140;   -0.0577;   -0.2905;   -0.1987;    0.3410;
  12;    0.5458;   -0.5213;   -0.0012;   -0.4202;    0.1903;   -0.2402;   -0.0936;   -0.1676;   -0.0799;   -0.3014;   -0.1832;    0.3427;
  13;    0.5450;   -0.5922;    0.0324;   -0.3622;    0.2064;   -0.2076;   -0.1005;   -0.2184;   -0.1047;   -0.2904;   -0.1721;    0.3386;
  14;    0.4887;   -0.6265;    0.0964;   -0.2970;    0.2318;   -0.1766;   -0.1308;   -0.2538;   -0.1213;   -0.2891;   -0.1430;    0.3414;
  15;    0.4030;   -0.6185;    0.1465;   -0.2177;    0.2492;   -0.1501;   -0.1558;   -0.2996;   -0.1345;   -0.2908;   -0.0933;    0.3337;
  16;    0.3598;   -0.6179;    0.1984;   -0.2005;    0.2561;   -0.1312;   -0.1392;   -0.3591;   -0.1507;   -0.2734;   -0.0685;    0.3270;
  17;    0.3055;   -0.5975;    0.2387;   -0.1538;    0.2639;   -0.1265;   -0.1394;   -0.3741;   -0.1733;   -0.2883;   -0.0361;    0.3159;
  18;    0.2848;   -0.6265;    0.2934;   -0.1185;    0.2771;   -0.1343;   -0.1389;   -0.3813;   -0.2033;   -0.2936;   -0.0303;    0.3171;
  19;    0.2527;   -0.6522;    0.3588;   -0.1235;    0.2829;   -0.1290;   -0.1567;   -0.3693;   -0.2435;   -0.2579;   -0.0317;    0.2841;
  20;    0.2300;   -0.6757;    0.4333;   -0.1496;    0.2976;   -0.1212;   -0.1721;   -0.3656;   -0.2757;   -0.2033;   -0.0343;    0.2459;
  21;    0.2096;   -0.7081;    0.4993;   -0.1596;    0.2984;   -0.1086;   -0.1779;   -0.3727;   -0.2839;   -0.1494;   -0.0401;    0.2016;
  22;    0.1499;   -0.7277;    0.5486;   -0.1339;    0.2953;   -0.0929;   -0.1808;   -0.3709;   -0.2624;   -0.1101;   -0.0446;    0.1472;
  23;    0.0668;   -0.7370;    0.6261;   -0.1153;    0.3030;   -0.0473;   -0.1859;   -0.3567;   -0.2455;   -0.0552;   -0.0423;    0.0656;
