time;row_1;row_2;row_3;
   1;    0.1223;    0.2755;    0.4528;
   2;    0.1401;    0.3138;    0.5637;
   3;    0.1359;    0.3002;    0.6176;
   4;    0.1120;    0.2371;    0.6210;
   5;    0.0757;    0.1379;    0.5982;
   6;    0.0332;    0.0151;    0.5671;
   7;   -0.0131;   -0.1246;    0.5296;
   8;   -0.0640;   -0.2778;    0.4797;
   9;   -0.1201;   -0.4411;    0.4167;
  10;   -0.1810;   -0.6103;    0.3499;
  11;   -0.2458;   -0.7821;    0.2902;
  12;   -0.3140;   -0.9533;    0.2381;
  13;   -0.3847;   -1.1207;    0.1852;
  14;   -0.4558;   -1.2805;    0.1276;
  15;   -0.5249;   -1.4288;    0.0750;
  16;   -0.5909;   -1.5630;    0.0426;
  17;   -0.6555;   -1.6819;    0.0377;
  18;   -0.7219;   -1.7852;    0.0573;
  19;   -0.7926;   -1.8716;    0.0932;
  20;   -0.8663;   -1.9374;    0.1333;
  21;   -0.9376;   -1.9759;    0.1598;
  22;   -0.9978;   -1.9783;    0.1594;
  23;   -1.0372;   -1.9372;    0.1363;
  24;   -1.0482;   -1.8492;    0.1086;
  25;   -1.0252;   -1.7164;    0.0910;
  26;   -0.9660;   -1.5451;    0.0843;
  27;   -0.8724;   -1.3446;    0.0839;
  28;   -0.7510;   -1.1261;    0.0889;
  29;   -0.6127;   -0.9021;    0.1008;
  30;   -0.4710;   -0.6846;    0.1184;
  31;   -0.3379;   -0.4831;    0.1359;
  32;   -0.2219;   -0.3016;    0.1443;
  33;   -0.1256;   -0.1385;    0.1377;
  34;   -0.0481;    0.0112;    0.1213;
  35;    0.0132;    0.1524;    0.1086;
  36;    0.0599;    0.2890;    0.1074;
  37;    0.0946;    0.4238;    0.1117;
  38;    0.1209;    0.5585;    0.1110;
  39;    0.1434;    0.6940;    0.1026;
  40;    0.1655;    0.8290;    0.0898;
  41;    0.1883;    0.9609;    0.0743;
  42;    0.2120;    1.0870;    0.0560;
  43;    0.2373;    1.2056;    0.0382;
  44;    0.2655;    1.3155;    0.0242;
  45;    0.2976;    1.4156;    0.0135;
  46;    0.3342;    1.5034;    0.0043;
  47;    0.3748;    1.5753;   -0.0025;
  48;    0.4186;    1.6269;   -0.0070;
  49;    0.4647;    1.6536;   -0.0138;
  50;    0.5110;    1.6524;   -0.0242;
  51;    0.5552;    1.6232;   -0.0315;
  52;    0.5944;    1.5686;   -0.0291;
  53;    0.6272;    1.4943;   -0.0193;
  54;    0.6538;    1.4073;   -0.0104;
  55;    0.6761;    1.3150;   -0.0062;
  56;    0.6954;    1.2235;   -0.0060;
  57;    0.7126;    1.1373;   -0.0107;
  58;    0.7276;    1.0586;   -0.0203;
  59;    0.7403;    0.9870;   -0.0294;
  60;    0.7499;    0.9201;   -0.0303;
  61;    0.7546;    0.8542;   -0.0219;
  62;    0.7513;    0.7863;   -0.0101;
  63;    0.7376;    0.7149;   -0.0009;
  64;    0.7131;    0.6402;    0.0036;
  65;    0.6798;    0.5631;    0.0034;
  66;    0.6410;    0.4856;    0.0003;
  67;    0.6005;    0.4103;   -0.0009;
  68;    0.5617;    0.3404;    0.0031;
  69;    0.5286;    0.2791;    0.0111;
  70;    0.5046;    0.2286;    0.0200;
  71;    0.4925;    0.1894;    0.0289;
  72;    0.4929;    0.1601;    0.0365;
  73;    0.5038;    0.1380;    0.0384;
  74;    0.5214;    0.1205;    0.0325;
  75;    0.5414;    0.1058;    0.0241;
  76;    0.5593;    0.0922;    0.0204;
  77;    0.5716;    0.0775;    0.0221;
  78;    0.5753;    0.0590;    0.0257;
  79;    0.5675;    0.0343;    0.0297;
  80;    0.5459;    0.0019;    0.0328;
  81;    0.5087;   -0.0391;    0.0303;
  82;    0.4556;   -0.0890;    0.0197;
  83;    0.3876;   -0.1481;    0.0081;
  84;    0.3063;   -0.2163;    0.0054;
  85;    0.2136;   -0.2923;    0.0140;
  86;    0.1113;   -0.3735;    0.0275;
  87;    0.0013;   -0.4560;    0.0403;
  88;   -0.1146;   -0.5356;    0.0516;
  89;   -0.2348;   -0.6087;    0.0625;
  90;   -0.3569;   -0.6727;    0.0746;
  91;   -0.4785;   -0.7260;    0.0906;
  92;   -0.5970;   -0.7674;    0.1109;
  93;   -0.7101;   -0.7960;    0.1301;
  94;   -0.8160;   -0.8118;    0.1419;
  95;   -0.9130;   -0.8158;    0.1462;
  96;   -0.9993;   -0.8099;    0.1483;
  97;   -1.0731;   -0.7956;    0.1505;
  98;   -1.1308;   -0.7732;    0.1499;
  99;   -1.1681;   -0.7417;    0.1434;
 100;   -1.1798;   -0.7004;    0.1298;
 101;   -1.1624;   -0.6495;    0.1090;
 102;   -1.1150;   -0.5904;    0.0837;
 103;   -1.0396;   -0.5254;    0.0586;
 104;   -0.9410;   -0.4565;    0.0336;
 105;   -0.8256;   -0.3859;   -0.0015;
 106;   -0.7009;   -0.3161;   -0.0604;
 107;   -0.5758;   -0.2493;   -0.1499;
 108;   -0.4593;   -0.1883;   -0.2731;
 109;   -0.3588;   -0.1352;   -0.4378;
 110;   -0.2791;   -0.0918;   -0.6533;
 111;   -0.2208;   -0.0580;   -0.9158;
 112;   -0.1814;   -0.0322;   -1.1939;
 113;   -0.1564;   -0.0122;   -1.4326;
 114;   -0.1413;    0.0024;   -1.5785;
 115;   -0.1324;    0.0109;   -1.6122;
 116;   -0.1275;    0.0130;   -1.5604;
 117;   -0.1248;    0.0108;   -1.4752;
 118;   -0.1235;    0.0072;   -1.4009;
 119;   -0.1230;    0.0045;   -1.3551;
 120;   -0.1228;    0.0030;   -1.3338;
 121;   -0.1228;    0.0025;   -1.3262;
 122;   -0.1228;    0.0023;   -1.3240;
 123;   -0.1228;    0.0023;   -1.3236;
 124;   -0.1228;    0.0022;   -1.3235;
 125;   -0.1228;    0.0022;   -1.3235;
 126;   -0.1228;    0.0022;   -1.3235;
 127;   -0.1228;    0.0022;   -1.3235;
 128;   -0.1228;    0.0022;   -1.3233;
 129;   -0.1227;    0.0022;   -1.3225;
 130;   -0.1224;    0.0022;   -1.3189;
 131;   -0.1211;    0.0022;   -1.3054;
 132;   -0.1175;    0.0021;   -1.2663;
 133;   -0.1092;    0.0020;   -1.1773;
 134;   -0.0944;    0.0017;   -1.0173;
 135;   -0.0733;    0.0013;   -0.7897;
