time;row_1;row_2;row_3;row_4;
1;-87.0362;132.958;139.541;2.18739;
2;-87.2514;123.955;132.429;2.22804;
3;-88.512;107.991;121.04;2.31697;
4;-90.7725;87.7806;108.826;2.45877;
5;-93.9266;56.4082;95.1911;2.73901;
6;-97.092;25.3936;90.9633;3.07249;
7;-99.6683;-2.1304;95.7099;-2.91777;
8;-99.2824;-22.2057;101.708;-2.72325;
9;-90.5651;-33.7755;99.4489;-2.58085;
10;-73.4781;-39.3721;89.0351;-2.42492;
11;-51.5633;-40.8855;75.1294;-2.21663;
12;-27.8769;-40.6493;63.5226;-1.9166;
13;-5.68269;-38.3416;57.4584;-1.55926;
14;13.4113;-32.5023;55.2673;-1.20523;
15;27.6265;-20.3733;52.0892;-0.86032;
16;38.5596;1.06943;48.3948;-0.382068;
17;48.0589;29.1179;55.3169;0.181866;
18;56.1397;58.9052;74.0801;0.567056;
19;62.912;84.9722;95.5724;0.760251;
20;67.6546;101.131;110.467;0.836743;
21;69.08;100.87;111.235;0.825655;
22;67.8832;82.6323;97.6967;0.707806;
23;65.4864;52.6075;79.2575;0.436317;
24;62.9846;14.4898;69.4844;-0.0665846;
25;60.6475;-24.5579;79.9703;-0.577688;
26;58.8788;-59.9957;102.53;-0.881298;
27;58.0941;-74.221;113.418;-0.966527;
28;57.6084;-96.1085;131.781;-1.06408;
