time;row_1;row_2;row_3;row_4;
1;-63.4003;102.291;120.966;2.1894;
2;-49.967;102.716;114.073;2.09114;
3;-37.0578;102.88;108.386;1.98686;
4;-23.5344;103.131;103.901;1.86654;
5;1.12779;103.761;100.178;1.62693;
6;18.4576;100.243;97.2098;1.45005;
7;24.647;92.6521;90.6949;1.37214;
8;21.1219;81.6619;79.2356;1.38838;
9;10.13;67.941;64.289;1.51817;
10;-5.65036;52.6832;50.4882;1.81891;
11;-23.1516;36.9732;44.7032;2.30346;
12;-39.2936;24.3044;50.4251;2.72155;
13;-50.0176;16.0836;58.092;2.92749;
14;-52.0604;12.5298;59.4616;2.99324;
15;-45.3267;12.676;52.8358;2.97167;
16;-31.2332;15.292;39.6989;2.84636;
17;-12.3148;18.0363;23.8275;2.49816;
18;8.71741;19.0708;15.4558;1.44303;
19;28.8291;15.7828;25.1511;0.499263;
20;45.4292;7.7337;38.8867;0.102857;
21;58.6442;-4.10034;52.4851;-0.149962;
22;69.0395;-18.9206;66.2855;-0.348915;
23;75.7316;-37.0693;80.1511;-0.534216;
24;76.5492;-58.4511;93.4882;-0.727814;
25;72.4469;-78.853;105.537;-0.89884;
26;60.1987;-99.1377;115.935;-1.09163;
27;44.0401;-116.653;126.037;-1.27042;
28;26.2695;-130.443;135.596;-1.42633;
29;9.25207;-139.236;142.999;-1.55329;
30;0.859226;-143.19;147.048;-1.61085;
31;-9.29248;-146.418;151.014;-1.67722;
