time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-66;205;-66;205;-59.334;100.333;-180.333;282.667;214.636;1.88589;-59.334;100.333;100.209;2.0692;-180.333;282.667;312.369;2.15405;
2;-79;164;-79;164;-64.073;88.9374;-193.667;250.333;181.423;2.0245;-64.073;88.9374;92.9627;2.17276;-193.667;250.333;294.151;2.25258;
3;-99;124;-99;124;-69.393;76.082;-206.667;219.333;158.271;2.25078;-69.393;76.082;86.1726;2.30854;-206.667;219.333;279.847;2.35866;
4;-119;67;-119;67;-75.1329;62.8316;-216.333;198.333;136.563;2.6366;-75.1329;62.8316;81.3003;2.47112;-216.333;198.333;272.751;2.43832;
5;-138;31;-138;31;-84.6116;38.6335;-243.667;127.333;141.743;2.92783;-84.6116;38.6335;77.7684;2.79635;-243.667;127.333;257.888;2.72059;
6;-148;4;-148;4;-89.5187;19.6026;-258.667;69.6667;148.549;3.12093;-89.5187;19.6026;78.4261;3.04854;-258.667;69.6667;254.877;2.95323;
7;-148;-8;-148;-8;-87.454;6.26678;-254.667;26;148.786;-3.08153;-87.454;6.26678;76.2624;-3.0622;-254.667;26;246.402;3.12512;
8;-124;-9;-124;-9;-76.0294;-0.263931;-224.667;3.33333;124.913;-3.062;-76.0294;-0.263931;65.8109;-2.94927;-224.667;3.33333;217.168;-3.05581;
9;-87;-7;-87;-7;-57.0218;-1.7597;-174;-4;87.8759;-3.05122;-57.0218;-1.7597;47.7131;-2.84215;-174;-4;167.721;-2.9863;
10;-29;-1;-29;-1;-34.8795;0.538179;-114.333;1;29.5803;-3.07627;-34.8795;0.538179;26.2391;-2.67614;-114.333;1;108.084;-2.94662;
11;14;9;14;9;-12.4669;4.43894;-50.3333;11.3333;15.7128;0.53929;-12.4669;4.43894;7.94384;-1.70146;-50.3333;11.3333;43.3534;-2.89442;
12;31;19;31;19;6.85043;7.79766;8.33333;20.3333;35.4357;0.535079;6.85043;7.79766;18.8321;-0.242239;8.33333;20.3333;16.7084;-0.0963366;
13;44;23;44;23;20.9809;10.4008;54.6667;28.3333;48.7626;0.469656;20.9809;10.4008;32.4692;-0.0589889;54.6667;28.3333;63.288;0.101185;
14;52;18;100;182;28.6391;11.9847;80.6667;34.3333;54.2386;0.320142;31.8105;12.6682;43.2438;0.00816712;80.6667;34.3333;89.8233;0.138411;
15;52;17;102;164;31.8105;12.6682;91.6667;37.6667;53.9322;0.302542;38.704;29.9409;53.1439;0.338066;91.6667;37.6667;101.194;0.156039;
16;49;17;95;121;38.704;29.9409;114.667;92;51.0763;0.320043;45.586;48.2849;67.4156;0.562797;114.667;92;141.522;0.517884;
17;47;19;83;55;45.586;48.2849;134;139;49.8712;0.370748;51.5691;63.2887;81.0397;0.68026;134;139;184.259;0.688393;
18;100;182;68;-27;51.5691;63.2887;148.333;173.333;206.598;1.0684;56.4318;39.1423;72.9739;0.376457;148.333;173.333;217.837;0.768394;
19;102;164;56;-114;55.8889;69.1754;158.667;186;192.068;1.01412;49.8757;-0.65965;62.6654;-0.208556;158.667;186;234.078;0.776623;
20;95;121;47;-148;57.5851;61.6769;165;171.333;152.786;0.904092;43.2055;-39.7663;75.4832;-0.761452;165;171.333;228.802;0.711454;
21;83;55;45;-171;56.4318;39.1423;168;127;98.6248;0.580245;37.5759;-73.1383;98.5091;-1.05009;168;127;205.228;0.537415;
22;68;-27;44;-181;49.8757;-0.65965;150.333;17;73.0347;-0.39243;33.5644;-97.5904;118.76;-1.18221;150.333;17;158.708;-0.0311344;
23;56;-114;0;0;43.2055;-39.7663;131.333;-94.6667;127.622;-1.12105;30.8276;-112.763;132.024;-1.24497;131.333;-94.6667;181.918;-0.695786;
24;47;-148;0;0;37.5759;-73.1383;114.333;-195;156.016;-1.26827;0;0;0;0;114.333;-195;249.202;-1.0563;
25;45;-171;0;0;33.5644;-97.5904;101.333;-273.667;177.592;-1.31762;0;0;0;0;101.333;-273.667;315.282;-1.21565;
26;44;-180;0;0;30.8276;-112.763;92;-326;186.083;-1.33494;0;0;0;0;92;-326;362.108;-1.29014;
27;44;-181;0;0;29.1533;-119.384;86.3333;-348.667;187.055;-1.33619;0;0;0;0;86.3333;-348.667;382.498;-1.3208;
28;40;-184;0;0;28.7602;-122.258;85.3333;-359.333;189.099;-1.36045;0;0;0;0;85.3333;-359.333;392.602;-1.32999;
29;39;-182;0;0;28.1692;-123.56;83.6667;-364;186.935;-1.36345;0;0;0;0;0;0;0;0;
