time;row_1;row_2;row_3;row_4;
1;3.72802;140.826;77.8987;1.28588;
2;1.0355;144.277;80.5324;1.33002;
3;-1.95834;147.831;83.3546;1.37508;
4;-7.49085;151.26;85.8592;1.44612;
5;-18.369;156.371;90.3034;1.57302;
6;-31.6941;157.002;91.9351;1.71846;
7;-47.504;151.362;90.198;1.90206;
8;-64.7407;139.66;87.0908;2.13502;
9;-81.8963;122.578;85.1748;2.41615;
10;-96.3668;102.801;86.3967;2.70245;
11;-105.77;82.5267;89.1351;2.95587;
12;-108.904;63.3032;90.7782;-3.11113;
13;-100.691;48.875;84.2952;-2.93619;
14;-85.0071;40.0419;71.7275;-2.77027;
15;-64.2469;37.4776;54.228;-2.58626;
16;-40.5508;41.6969;33.0898;-2.3137;
17;-15.6198;52.641;13.6664;-1.38325;
18;7.20836;67.6837;25.4276;0.0635946;
19;22.8164;84.2635;44.8419;0.417828;
20;33.2529;92.1055;57.6373;0.468727;
21;38.5827;90.4754;61.7767;0.406171;
22;39.3809;77.0814;58.5932;0.189093;
23;36.1293;50.9508;56.3622;-0.271536;
24;31.8169;17.9096;69.4095;-0.766789;
25;28.2833;-18.7646;96.7173;-1.06983;
26;26.2437;-52.4012;126.52;-1.21213;
27;25.3369;-78.1118;150.6;-1.27774;
28;24.8525;-89.9667;161.856;-1.30177;
29;25.275;-105.791;177.265;-1.3232;
