time;open;close;diff;volume;
   1;   36.5466;   35.6326;   -0.8565;632422.8571;
   2;   36.1557;   36.2457;    0.0059;647308.5714;
   3;   36.0334;   36.4674;    0.3415;656237.1429;
   4;   36.0806;   36.0231;   -0.0215;608717.1429;
   5;   36.5606;   36.0806;   -0.4230;598588.5714;
   6;   36.9091;   36.5606;   -0.3058;627351.4286;
   7;   36.8589;   37.0163;    0.1350;594788.5714;
   8;   36.0706;   36.4303;    0.2550;932051.4286;
   9;   35.5691;   35.4103;   -0.1107;1212711.4286;
  10;   35.9466;   35.3531;   -0.6068;1213825.7143;
  11;   37.0340;   36.3334;   -0.5738;992628.5714;
  12;   37.4126;   37.3323;   -0.1553;605214.2857;
  13;   37.2926;   37.4809;    0.1359;948165.7143;
  14;   37.4669;   37.3680;   -0.1089;1053480.0000;
  15;   38.0211;   37.4866;   -0.5521;963911.4286;
  16;   38.6737;   38.0794;   -0.3182;434697.1429;
  17;   38.2640;   38.7149;    0.1197;514311.4286;
  18;   38.1454;   38.2537;    0.2309;656825.7143;
  19;   38.3966;   38.1454;   -0.3566;641220.0000;
  20;   39.0720;   38.3854;   -0.4001;685142.8571;
  21;   39.1437;   39.1166;   -0.3253;814551.4286;
  22;   39.6080;   39.1640;   -0.3472;1096794.2857;
  23;   40.4537;   39.8240;   -0.5833;1214191.4286;
  24;   41.1023;   40.6966;   -0.4039;1258091.4286;
  25;   41.3640;   41.2291;   -0.2107;983211.4286;
  26;   41.4597;   41.2580;   -0.1692;1240257.1429;
  27;   41.5211;   41.4151;   -0.0564;1265037.1429;
  28;   41.2594;   41.5323;    0.2298;1118765.7143;
  29;   40.8569;   41.3340;    0.4915;955437.1429;
  30;   40.0066;   40.5586;    0.5624;1154680.0000;
  31;   39.2091;   39.5840;    0.2887;1121565.7143;
  32;   39.1660;   38.8680;   -0.3069;785937.1429;
  33;   40.1174;   39.4120;   -0.5044;1053340.0000;
  34;   40.3429;   40.3603;   -0.0866;1227022.8571;
  35;   40.1246;   40.5143;    0.3040;1099948.5714;
  36;   39.9374;   40.0817;    0.2049;663985.7143;
  37;   39.9234;   39.9374;   -0.0102;557522.8571;
  38;   39.8994;   39.9234;    0.0976;908268.5714;
  39;   39.4180;   39.8994;    0.4371;1180425.7143;
  40;   38.5934;   39.4283;    0.9175;1132388.5714;
  41;   37.5120;   38.5626;    0.8210;766128.5714;
  42;   37.2706;   37.4014;    0.3093;580822.8571;
  43;   37.4589;   37.2157;   -0.2947;553217.1429;
  44;   37.9631;   37.4911;   -0.4302;580980.0000;
  45;   38.3731;   38.0180;   -0.3713;549742.8571;
  46;   38.5420;   38.3620;   -0.1965;544471.4286;
  47;   38.5874;   38.5420;   -0.0294;607211.4286;
  48;   38.4449;   38.5874;    0.1380;565442.8571;
  49;   38.1534;   38.4449;    0.3240;588982.8571;
  50;   37.8020;   38.1637;    0.2499;642342.8571;
  51;   37.8263;   37.7609;    0.0781;797425.7143;
  52;   37.8723;   37.7680;   -0.2488;821937.1429;
  53;   38.3751;   37.8311;   -0.4335;1013748.5714;
  54;   38.8737;   38.3854;   -0.5100;879171.4286;
  55;   39.2037;   38.8737;   -0.3520;696222.8571;
  56;   39.3906;   39.1823;   -0.1890;394562.8571;
  57;   39.4817;   39.4763;    0.0199;1245445.7143;
  58;   39.4317;   39.6031;    0.0998;1428262.8571;
  59;   39.5977;   39.5174;   -0.1127;1271882.8571;
  60;   39.9037;   39.5763;   -0.1532;644342.8571;
  61;   39.6626;   39.9037;    0.1561;773068.5714;
  62;   39.2586;   39.6626;    0.3067;704382.8571;
  63;   39.3269;   39.2586;    0.0101;835154.2857;
  64;   39.5966;   39.3269;   -0.2465;965000.0000;
  65;   39.8049;   39.5966;   -0.2444;787700.0000;
  66;   39.9563;   39.7937;   -0.1405;736257.1429;
  67;   39.9906;   40.0009;    0.0552;805760.0000;
  68;   39.8577;   40.0537;    0.0108;843022.8571;
  69;   40.1466;   39.9023;    0.0024;706262.8571;
  70;   39.9240;   40.1354;    0.0670;838351.4286;
  71;   39.6854;   39.8923;    0.2356;960031.4286;
  72;   39.7411;   39.8123;    0.0204;1000980.0000;
  73;   40.1229;   39.9209;   -0.0982;868880.0000;
  74;   40.2769;   40.2497;   -0.0807;1008562.8571;
  75;   40.2751;   40.2451;   -0.0907;1020480.0000;
  76;   40.4866;   40.2751;   -0.0508;1175882.8571;
  77;   40.3620;   40.4977;   -0.0474;1089560.0000;
  78;   40.4734;   40.3174;   -0.0601;943288.5714;
  79;   40.4637;   40.3457;   -0.0181;1111074.2857;
  80;   40.3826;   40.4826;    0.0341;1439231.4286;
