time;row_1;row_2;row_3;row_4;
1;-12.6486;62.0916;59.9197;1.38765;
2;-11.2807;56.0444;54.278;1.34256;
3;-13.0641;50.4306;48.4085;1.35221;
4;-17.9604;43.3325;40.5473;1.43222;
5;-26.9843;29.9668;27.0106;1.69786;
6;-42.3295;19.1241;24.6302;2.43718;
7;-61.2899;12.3466;38.8274;2.9031;
8;-79.9045;9.18169;56.6624;3.03537;
9;-92.8509;6.17247;69.3542;3.09834;
10;-95.89;2.21702;72.3348;-3.12836;
11;-88.7779;-4.02111;65.6121;-3.03171;
12;-71.2586;-12.6817;50.2634;-2.82066;
13;-42.2855;-22.6768;31.9194;-2.19765;
14;-7.65394;-32.0558;38.6547;-1.14666;
15;25.8545;-38.0351;64.3438;-0.695085;
16;55.1295;-40.736;90.1131;-0.508968;
17;70.2744;-42.2978;104.273;-0.451242;
18;88.8133;-41.2721;120.845;-0.376635;
