time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -62; 124;-62;124;14;2;138.456;2.04291;
2; -48; 126;-55;125;35;-11;134.537;1.94331;
3; -13; 115;-41;121.667;22;-13;115.16;1.69237;
4; 9; 102;-28.5;116.75;13;-25;101.628;1.49166;
5; 22; 77;-18.4;108.8;10;-24;79.1563;1.30183;
6; 32; 53;-10;99.5;0;-19;60.8236;1.03534;
7; 32; 34;-4;90.1429;-29;-23;45.5271;0.820753;
8; 3; 11;-3.125;80.25;-30;-14;10.5092;1.37597;
9; -27; -3;-5.77778;71;-39;-8;28.2079;-3.01041;
10; -66; -11;-11.8;62.8;-17;0;67.9781;-2.96877;
11; -83; -11;-18.2727;56.0909;-10;0;84.7753;-3.00326;
12; -93; -11;-24.5;50.5;-1;0;94.6898;-3.01782;
13; -94; -11;-29.8462;45.7692;-1;7;95.6823;-3.01912;
14; -95; -4;-34.5;42.2143;4;0;96.08;-3.09276;
15; -91; -4;-38.2667;39.1333;6;-2;92.085;-3.09064;
16; -85; -6;-41.1875;36.3125;8;-12;86.2254;-3.06393;
17; -77; -18;-43.2941;33.1176;15;-12;80.1743;-2.90632;
18; -62; -30;-44.3333;29.6111;29;-13;70.0465;-2.68807;
19; -33; -43;-43.7368;25.7895;48;-21;55.3393;-2.23162;
20; 15; -64;-40.8;21.3;37;-5;66.1945;-1.35716;
21; 52; -69;-36.381;17;29;1;86.378;-0.938713;
22; 81; -68;-31.0455;13.1364;17;6;105.469;-0.709265;
23; 98; -62;-25.4348;9.86957;2;3;115.524;-0.573597;
24; 100; -59;-20.2083;7;-2;9;115.632;-0.542414;
25; 98; -50;-15.48;4.72;5;15;109.477;-0.481397;
26; 103; -35;-10.9231;3.19231;1;10;108.096;-0.336479;
27; 104; -25;-6.66667;2.14815;-1;3;106.189;-0.244349;
28; 103; -22;-2.75;1.28571;2;6;104.527;-0.218812;
29; 105; -16;0.965517;0.689655;3.91011e-270;1.21994e-307;105.365;-0.159069;
