time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -5; 152;-5;152;0;0;151.757;1.60984;
2; -5; 152;-5;152;-4;3;151.757;1.60984;
3; -9; 155;-6.33333;153;1;-2;154.959;1.63488;
4; -8; 153;-6.75;153;5;-5;152.902;1.62919;
5; -3; 148;-6;152;20;-13;147.693;1.59736;
6; 17; 135;-2.16667;149.167;15;-13;135.597;1.45195;
7; 32; 122;2.71429;145.286;6;-10;125.548;1.32067;
8; 38; 112;7.125;141.125;2;-25;117.637;1.25015;
9; 40; 87;10.7778;135.111;-4;-23;95.0456;1.14709;
10; 36; 64;13.3;128;-17;-27;72.6675;1.06706;
11; 19; 37;13.8182;119.727;-26;-28;40.8576;1.11248;
12; -7; 9;12.0833;110.5;-30;-12;11.7236;2.31288;
13; -37; -3;8.30769;101.769;-34;-9;38.0715;-3.05325;
14; -71; -12;2.64286;93.6429;-35;1;72.9772;-2.97142;
15; -106; -11;-4.6;86.6667;-8;2;107.525;-3.03575;
16; -114; -9;-11.4375;80.6875;-4;2;115.304;-3.06034;
17; -118; -7;-17.7059;75.5294;0;2;119.151;-3.07979;
18; -118; -5;-23.2778;71.0556;2;0;119.044;-3.09656;
19; -116; -5;-28.1579;67.0526;3;1;117.046;-3.09579;
20; -113; -4;-32.4;63.5;-5;3;114.006;-3.10335;
21; -118; -1;-36.4762;60.4286;1;-2;118.931;-3.13017;
22; -117; -3;-40.1364;57.5455;1;-1;117.971;-3.11312;
23; -116; -4;-43.4348;54.8696;5;-3;117.004;-3.10433;
24; -111; -7;-46.25;52.2917;8;-7;112.165;-3.07594;
25; -103; -14;-48.52;49.64;28;-19;104.91;-3.00429;
26; -75; -33;-49.5385;46.4615;28;-29;82.9285;-2.72761;
27; -47; -62;-49.4444;42.4444;30;-26;78.6464;-2.22603;
28; -17; -88;-48.2857;37.7857;37;-34;90.1584;-1.77092;
29; 20; -122;-45.931;32.2759;42;-11;123.837;-1.41613;
30; 62; -133;-42.3333;26.7667;41;12;146.68;-1.14132;
31; 103; -121;-37.6452;22;31;11;158.58;-0.871483;
32; 134; -110;-32.2813;17.875;14;14;172.883;-0.692346;
33; 148; -96;-26.8182;14.4242;3;6;175.831;-0.579994;
34; 151; -90;-21.5882;11.3529;2;7;175.179;-0.541951;
35; 153; -83;-16.6;8.65714;2;11;173.425;-0.501412;
36; 155; -72;-11.8333;6.41667;0;3;170.222;-0.439057;
37; 155; -69;-7.32432;4.37838;-2;-7;168.969;-0.422985;
38; 153; -76;-3.10526;2.26316;1;4;170.171;-0.465332;
39; 154; -72;0.923077;0.358974;-8.46939;4.34694;169.317;-0.441567;
