time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -33; 98;-33;98;0;2;102.804;1.90218;
2; -33; 100;-33;99;4;-6;104.697;1.89596;
3; -29; 94;-31.6667;97.3333;5;2;97.7515;1.8768;
4; -24; 96;-29.75;97;7;-5;98.2991;1.82214;
5; -17; 91;-27.2;95.8;14;-14;91.8823;1.76184;
6; -3; 77;-23.1667;92.6667;11;-11;76.2885;1.616;
7; 8; 66;-18.7143;88.8571;8;-15;65.6464;1.45549;
8; 16; 51;-14.375;84.125;14;-18;52.5641;1.27042;
9; 30; 33;-9.44444;78.4444;-2;-9;43.7136;0.828405;
10; 28; 24;-5.7;73;-10;-15;36.026;0.700069;
11; 18; 9;-3.54545;67.1818;-22;-19;19.378;0.43753;
12; -4; -10;-3.58333;60.75;-28;-3;11.6701;-1.96177;
13; -32; -13;-5.76923;55.0769;-24;0;35.2559;-2.73974;
14; -56; -13;-9.35714;50.2143;-11;3;58.1073;-2.902;
15; -67; -10;-13.2;46.2;-6;3;68.3049;-2.98297;
16; -73; -7;-16.9375;42.875;-1;2;73.8593;-3.03593;
17; -74; -5;-20.2941;40.0588;2;-4;74.6721;-3.06398;
18; -72; -9;-23.1667;37.3333;1;1;73.1058;-3.00728;
19; -71; -8;-25.6842;34.9474;1;6;71.986;-3.01919;
20; -70; -2;-27.9;33.1;0;-1;70.5026;-3.10202;
21; -70; -3;-29.9048;31.381;4;-3;70.5492;-3.08785;
22; -66; -6;-31.5455;29.6818;9;-7;66.7933;-3.03977;
23; -57; -13;-32.6522;27.8261;7;-7;59.0792;-2.90601;
24; -50; -20;-33.375;25.8333;12;-14;54.5632;-2.7507;
25; -38; -34;-33.56;23.44;21;-13;51.8508;-2.4061;
26; -17; -47;-32.9231;20.7308;19;-12;50.8748;-1.92085;
27; 2; -59;-31.6296;17.7778;29;-4;59.8096;-1.54483;
28; 31; -63;-29.3929;14.8929;35;5;70.7288;-1.12412;
29; 66; -58;-26.1034;12.3793;12;9;88.0531;-0.73106;
30; 78; -49;-22.6333;10.3333;7;8;92.1597;-0.570737;
31; 85; -41;-19.1613;8.67742;1;5;94.316;-0.459031;
32; 86; -36;-15.875;7.28125;0;2;93.1274;-0.406116;
33; 86; -34;-12.7879;6.0303;0;-1;92.3556;-0.386221;
34; 86; -35;-9.88235;4.82353;3;0;92.7369;-0.39621;
35; 89; -35;-7.05714;3.68571;0;1;95.5115;-0.384088;
36; 89; -34;-4.38889;2.63889;-1;1;95.1413;-0.374343;
37; 88; -33;-1.89189;1.67568;-1;1;93.8466;-0.368321;
38; 87; -32;0.447368;0.789474;4.46389e-086;3.69402e-033;92.5554;-0.362132;
