time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -44; 207;-44;207;3;2;210.924;1.78434;
2; -41; 209;-42.5;208;8;-1;212.27;1.76853;
3; -33; 208;-39.3333;208;29;-22;209.857;1.73208;
4; -4; 186;-30.5;202.5;28;-20;185.193;1.59618;
5; 24; 166;-19.6;195.2;18;-30;166.769;1.43062;
6; 42; 136;-9.33333;185.333;12;-37;141.304;1.27419;
7; 54; 99;-0.285714;173;10;-48;111.674;1.07324;
8; 64; 51;7.75;157.75;-4;-49;80.748;0.669841;
9; 60; 2;13.5556;140.444;-39;-26;59.3108;0.0191095;
10; 21; -24;14.3;124;-51;-19;32.1005;-0.886163;
11; -30; -43;10.2727;108.818;-31;-9;53.5423;-2.18142;
12; -61; -52;4.33333;95.4167;-23;0;81.2513;-2.43314;
13; -84; -52;-2.46154;84.0769;-13;11;99.8448;-2.58359;
14; -97; -41;-9.21429;75.1429;-3;7;106.293;-2.73674;
15; -100; -34;-15.2667;67.8667;-1;2;106.565;-2.80827;
16; -101; -32;-20.625;61.625;0;-1;106.879;-2.82901;
17; -101; -33;-25.3529;56.0588;0;-2;107.191;-2.82014;
18; -101; -35;-29.5556;51;4;-5;107.839;-2.80254;
19; -97; -40;-33.1053;46.2105;18;-15;105.903;-2.74542;
20; -79; -55;-35.4;41.15;31;-15;97.3302;-2.53022;
21; -48; -70;-36;35.8571;19;-9;85.9871;-2.17288;
22; -29; -79;-35.6818;30.6364;50;-10;85.2102;-1.92682;
23; 21; -89;-33.2174;25.4348;39;0;92.1309;-1.34863;
24; 60; -89;-29.3333;20.6667;40;2;107.669;-0.987516;
25; 100; -87;-24.16;16.36;24;9;132.594;-0.724388;
26; 124; -78;-18.4615;12.7308;0;1;146.365;-0.569052;
27; 124; -77;-13.1852;9.40741;1;0;145.829;-0.563276;
28; 125; -77;-8.25;6.32143;0;0;146.676;-0.559635;
29; 125; -77;-3.65517;3.44828;2;3;146.676;-0.559635;
30; 127; -74;0.7;0.866667;41;12;146.822;-0.535085;
