time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -68; 189;-68;189;8;-7;201.154;1.92073;
2; -60; 182;-64;185.5;19;-15;191.904;1.89407;
3; -41; 167;-56.3333;179.333;31;-26;172.156;1.81703;
4; -10; 141;-44.75;169.75;23;-33;141.389;1.64841;
5; 13; 108;-33.2;157.4;9;-31;108.632;1.45976;
6; 22; 77;-24;144;-1;-29;79.7863;1.30397;
7; 21; 48;-17.5714;130.286;-25;-45;51.9801;1.17507;
8; -4; 3;-15.875;114.375;-50;-15;5.78015;2.60337;
9; -54; -12;-20.1111;100.333;-33;2;56.2656;-2.92599;
10; -87; -10;-26.8;89.3;-17;10;88.5338;-3.02798;
11; -104; 0;-33.8182;81.1818;-8;7;104.963;-3.14124;
12; -112; 7;-40.3333;75;0;0;113.177;3.08003;
13; -112; 7;-45.8462;69.7692;2;2;113.177;3.08003;
14; -110; 9;-50.4286;65.4286;1;0;111.324;3.06099;
15; -109; 9;-54.3333;61.6667;9;-7;110.328;3.06026;
16; -100; 2;-57.1875;57.9375;30;-16;100.982;3.12215;
17; -70; -14;-57.9412;53.7059;24;-28;72.338;-2.94631;
18; -46; -42;-57.2778;48.3889;28;-37;63.0288;-2.41149;
19; -18; -79;-55.2105;41.6842;50;-15;81.2801;-1.80627;
20; 32; -94;-50.85;34.9;51;-11;99.0266;-1.252;
21; 83; -105;-44.4762;28.2381;41;2;133.277;-0.90773;
22; 124; -103;-36.8182;22.2727;46;2;160.483;-0.697161;
23; 170; -101;-27.8261;16.913;-1;1;196.931;-0.538742;
24; 169; -100;-19.625;12.0417;-5;3;195.56;-0.536977;
25; 164; -97;-12.28;7.68;1;1;189.729;-0.536871;
26; 165; -96;-5.46154;3.69231;3;1;190.082;-0.529659;
27; 168; -95;0.962963;0.037037;-34.1111;19.2963;192.181;-0.517282;
