time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -69; 159;-69;159;-1;5;173.503;1.98304;
2; -70; 164;-69.5;161.5;3;4;178.488;1.97695;
3; -67; 168;-68.6667;163.667;2;1;181.029;1.95299;
4; -65; 169;-67.75;165;42;-32;181.225;1.94069;
5; -23; 137;-58.8;159.4;31;-16;138.972;1.74083;
6; 8; 121;-47.6667;153;27;-27;121.199;1.50901;
7; 35; 94;-35.8571;144.571;8;-30;100.095;1.21908;
8; 43; 64;-26;134.5;0;-33;76.7903;0.984541;
9; 43; 31;-18.3333;123;-14;-32;52.5726;0.629879;
10; 29; -1;-13.6;110.6;-32;-19;28.5026;-0.0362242;
11; -3; -20;-12.6364;98.7273;-53;-13;20.3385;-1.74455;
12; -56; -33;-16.25;87.75;-52;12;65.4615;-2.61267;
13; -108; -21;-23.3077;79.3846;-16;17;110.536;-2.95015;
14; -124; -4;-30.5;73.4286;-2;8;124.581;-3.10922;
15; -126; 4;-36.8667;68.8;3;1;126.578;3.11024;
16; -123; 5;-42.25;64.8125;2;-1;123.616;3.10139;
17; -121; 4;-46.8824;61.2353;0;-6;121.581;3.10895;
18; -121; -2;-51;57.7222;12;-12;121.533;-3.12487;
19; -109; -14;-54.0526;53.9474;15;-25;110.411;-3.01416;
20; -94; -39;-56.05;49.3;55;-25;102.259;-2.74996;
21; -39; -64;-55.2381;43.9048;31;-16;75.244;-2.12372;
22; -8; -80;-53.0909;38.2727;41;-15;80.4841;-1.67681;
23; 33; -95;-49.3478;32.4783;50;-8;100.431;-1.24143;
24; 83; -103;-43.8333;26.8333;44;0;131.982;-0.895712;
25; 127; -103;-37;21.64;18;4;163.137;-0.683573;
26; 145; -99;-30;17;12;10;175.166;-0.600874;
27; 157; -89;-23.0741;13.0741;4;1;180.039;-0.517279;
28; 161; -88;-16.5;9.46429;1;0;183.043;-0.501724;
29; 162; -88;-10.3448;6.10345;-4;-3;183.92;-0.499109;
30; 158; -91;-4.73333;2.86667;0;6;181.901;-0.524117;
31; 158; -85;0.516129;0.0322581;-37.6452;22;178.974;-0.495089;
