time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.2343;   -0.6372;    0.3302;   -0.7148;   -0.2170;   -0.3613;   -0.1782;    0.2902;   -0.0950;   -0.2435;    0.0296;    0.1890;
   2;    0.2934;   -0.7122;    0.3303;   -0.7202;   -0.1605;   -0.3476;   -0.1724;    0.2832;   -0.1090;   -0.2669;   -0.0129;    0.1947;
   3;    0.4225;   -0.8409;    0.3417;   -0.7468;   -0.0545;   -0.3374;   -0.1980;    0.2642;   -0.1431;   -0.2685;   -0.0758;    0.2000;
   4;    0.5000;   -0.9067;    0.2925;   -0.7427;    0.0701;   -0.3004;   -0.2501;    0.2177;   -0.1675;   -0.2864;   -0.1321;    0.2154;
   5;    0.5421;   -0.9707;    0.2391;   -0.6840;    0.1523;   -0.2647;   -0.2816;    0.1326;   -0.1732;   -0.2861;   -0.1493;    0.2599;
   6;    0.4485;   -0.9428;    0.2031;   -0.6320;    0.2353;   -0.2591;   -0.2913;    0.0775;   -0.1838;   -0.2945;   -0.1658;    0.2790;
   7;    0.3805;   -0.9105;    0.1865;   -0.5747;    0.3176;   -0.2525;   -0.2958;    0.0292;   -0.2095;   -0.3074;   -0.1725;    0.2855;
   8;    0.3578;   -0.9370;    0.1838;   -0.4879;    0.4167;   -0.2396;   -0.3205;   -0.0305;   -0.2506;   -0.3094;   -0.1482;    0.2822;
   9;    0.3991;   -0.9968;    0.1730;   -0.4332;    0.4786;   -0.2313;   -0.3569;   -0.0606;   -0.2892;   -0.3098;   -0.1007;    0.2808;
  10;    0.3988;   -1.0208;    0.1618;   -0.3930;    0.5198;   -0.2481;   -0.3800;   -0.0768;   -0.3181;   -0.2885;   -0.0652;    0.2522;
  11;    0.3126;   -1.0061;    0.1885;   -0.3738;    0.5752;   -0.2837;   -0.4013;   -0.0866;   -0.3593;   -0.2389;   -0.0171;    0.2128;
  12;    0.2639;   -0.9992;    0.2058;   -0.3330;    0.5931;   -0.3141;   -0.4088;   -0.1024;   -0.3696;   -0.2047;    0.0094;    0.1866;
  13;    0.2514;   -0.9737;    0.2155;   -0.2837;    0.5963;   -0.3412;   -0.4126;   -0.1132;   -0.3517;   -0.1746;    0.0155;    0.1483;
  14;    0.2236;   -0.9544;    0.2459;   -0.2540;    0.6102;   -0.3642;   -0.4116;   -0.1061;   -0.3326;   -0.1259;    0.0100;    0.0926;
  15;    0.1692;   -0.9650;    0.3264;   -0.1891;    0.6243;   -0.3772;   -0.4001;   -0.0845;   -0.3354;   -0.0957;    0.0014;    0.0213;
  16;    0.1054;   -0.9426;    0.4049;   -0.1575;    0.6268;   -0.4041;   -0.3995;   -0.0644;   -0.3422;   -0.0748;   -0.0031;   -0.0211;
  17;    0.0273;   -0.9376;    0.4470;   -0.0989;    0.6540;   -0.4040;   -0.3853;   -0.0583;   -0.3461;   -0.0706;   -0.0215;   -0.0746;
