time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.2522;   -0.9198;    0.5343;   -0.7121;   -0.2841;   -0.3635;   -0.1616;    0.3122;   -0.1401;   -0.2468;    0.0221;    0.1040;
   2;    0.2722;   -0.9044;    0.4741;   -0.6669;   -0.2285;   -0.3439;   -0.1544;    0.2803;   -0.1672;   -0.2794;   -0.0099;    0.1313;
   3;    0.3354;   -0.9497;    0.4087;   -0.6439;   -0.1307;   -0.3288;   -0.1635;    0.2603;   -0.2158;   -0.2945;   -0.0388;    0.1433;
   4;    0.3720;   -1.0578;    0.3908;   -0.6442;   -0.0368;   -0.3075;   -0.2011;    0.2491;   -0.2173;   -0.3253;   -0.1021;    0.1832;
   5;    0.3532;   -1.0611;    0.3632;   -0.6390;    0.0325;   -0.3107;   -0.2109;    0.2381;   -0.2505;   -0.3424;   -0.0906;    0.2073;
   6;    0.3381;   -1.0730;    0.3528;   -0.6281;    0.1093;   -0.3069;   -0.2516;    0.2136;   -0.2618;   -0.3392;   -0.0830;    0.2126;
   7;    0.3413;   -1.0974;    0.3470;   -0.6127;    0.2012;   -0.2629;   -0.3108;    0.1574;   -0.2808;   -0.3244;   -0.0655;    0.2215;
   8;    0.3956;   -1.1446;    0.3464;   -0.5611;    0.2975;   -0.2240;   -0.3689;    0.1156;   -0.3082;   -0.3277;   -0.0367;    0.2433;
   9;    0.4457;   -1.1353;    0.3175;   -0.5164;    0.3725;   -0.2041;   -0.3897;    0.0876;   -0.3259;   -0.3282;   -0.0179;    0.2224;
  10;    0.4622;   -1.1599;    0.3166;   -0.4686;    0.4168;   -0.1774;   -0.4048;    0.0499;   -0.3424;   -0.3293;   -0.0062;    0.1900;
  11;    0.3917;   -1.1497;    0.3351;   -0.4085;    0.4295;   -0.1864;   -0.4064;    0.0022;   -0.3666;   -0.3030;    0.0319;    0.1693;
  12;    0.4072;   -1.2150;    0.3653;   -0.3718;    0.4802;   -0.1932;   -0.4434;   -0.0061;   -0.4012;   -0.2646;    0.0631;    0.1361;
  13;    0.3505;   -1.2648;    0.4165;   -0.3301;    0.5156;   -0.1794;   -0.4914;   -0.0062;   -0.4030;   -0.2437;    0.1021;    0.0869;
  14;    0.2840;   -1.2436;    0.4538;   -0.2811;    0.5569;   -0.1967;   -0.4850;    0.0124;   -0.4024;   -0.2181;    0.1019;    0.0190;
  15;    0.1730;   -1.1877;    0.4998;   -0.2070;    0.5713;   -0.2309;   -0.4681;    0.0192;   -0.3955;   -0.1856;    0.0867;   -0.0530;
  16;    0.1215;   -1.2389;    0.5682;   -0.1576;    0.6141;   -0.2387;   -0.4810;    0.0414;   -0.4034;   -0.1798;    0.0655;   -0.1184;
