time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.3404;   -0.6886;    0.4407;   -0.8704;   -0.1567;   -0.3751;   -0.0795;    0.3089;   -0.2492;   -0.1545;    0.0810;    0.1301;
   2;    0.4332;   -0.7165;    0.3965;   -0.8206;   -0.0954;   -0.3440;   -0.0780;    0.2750;   -0.2489;   -0.2051;    0.0371;    0.1977;
   3;    0.4108;   -0.7517;    0.3398;   -0.7652;   -0.0051;   -0.3182;   -0.1003;    0.2626;   -0.2576;   -0.2731;   -0.0004;    0.2212;
   4;    0.4446;   -0.8437;    0.3164;   -0.7406;    0.0854;   -0.2713;   -0.1397;    0.2230;   -0.2876;   -0.2981;   -0.0399;    0.2222;
   5;    0.4990;   -0.9007;    0.2837;   -0.7075;    0.1792;   -0.2443;   -0.1976;    0.1870;   -0.2947;   -0.3139;   -0.0713;    0.2325;
   6;    0.5621;   -0.9670;    0.2559;   -0.6483;    0.2830;   -0.2252;   -0.2551;    0.1448;   -0.3170;   -0.3222;   -0.0664;    0.2417;
   7;    0.6016;   -1.0355;    0.2443;   -0.5857;    0.3846;   -0.1963;   -0.3289;    0.0843;   -0.3626;   -0.2993;   -0.0142;    0.2185;
   8;    0.6141;   -1.0384;    0.2262;   -0.5326;    0.4523;   -0.1808;   -0.3916;    0.0094;   -0.3693;   -0.2670;    0.0113;    0.2237;
   9;    0.5703;   -1.0440;    0.2177;   -0.4969;    0.4973;   -0.1997;   -0.4152;   -0.0175;   -0.3824;   -0.2412;    0.0242;    0.2045;
  10;    0.5342;   -1.0976;    0.2319;   -0.4149;    0.5161;   -0.2439;   -0.4243;   -0.0389;   -0.3783;   -0.1978;    0.0226;    0.1761;
  11;    0.4868;   -1.0918;    0.2835;   -0.3064;    0.5396;   -0.2975;   -0.4361;   -0.0440;   -0.3543;   -0.1400;    0.0065;    0.1186;
  12;    0.3592;   -1.0297;    0.3503;   -0.2579;    0.6008;   -0.3341;   -0.4377;   -0.0200;   -0.3686;   -0.0924;    0.0147;    0.0287;
  13;    0.2492;   -1.0318;    0.4048;   -0.2212;    0.6247;   -0.3439;   -0.4034;   -0.0277;   -0.4104;   -0.0636;    0.0190;   -0.0422;
  14;    0.2007;   -1.0397;    0.4521;   -0.1767;    0.5966;   -0.3554;   -0.3580;   -0.0443;   -0.4303;   -0.0425;    0.0053;   -0.0849;
  15;    0.1161;   -1.0490;    0.4784;   -0.1359;    0.6004;   -0.3759;   -0.3329;   -0.0607;   -0.4370;   -0.0221;   -0.0203;   -0.1095;
  16;    0.0121;   -1.0276;    0.4952;   -0.0983;    0.5987;   -0.4063;   -0.3138;   -0.0725;   -0.4410;    0.0011;   -0.0355;   -0.1309;
