time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.0185;   -0.5063;    0.1824;   -0.5680;   -0.0617;   -0.3503;    0.0371;    0.0253;   -0.1271;   -0.3850;   -0.1874;    0.3576;
   2;   -0.0034;   -0.5727;    0.1807;   -0.5306;    0.0082;   -0.3124;    0.0172;   -0.0087;   -0.1642;   -0.3810;   -0.2057;    0.3611;
   3;    0.0653;   -0.6210;    0.1760;   -0.5000;    0.0773;   -0.2847;   -0.0029;   -0.0408;   -0.2018;   -0.3754;   -0.1975;    0.4011;
   4;    0.2463;   -0.6483;    0.1604;   -0.4492;    0.1754;   -0.2737;   -0.0325;   -0.0671;   -0.2504;   -0.3537;   -0.1966;    0.3801;
   5;    0.2337;   -0.6767;    0.2119;   -0.4220;    0.2570;   -0.2536;   -0.0824;   -0.0779;   -0.3383;   -0.2965;   -0.1155;    0.3173;
   6;    0.1489;   -0.6572;    0.2962;   -0.3286;    0.3244;   -0.2188;   -0.1582;   -0.1319;   -0.3700;   -0.2661;   -0.0519;    0.2781;
   7;    0.1590;   -0.7228;    0.3682;   -0.2731;    0.4065;   -0.2274;   -0.2341;   -0.1523;   -0.3750;   -0.2340;   -0.0097;    0.2283;
   8;    0.1649;   -0.7729;    0.3659;   -0.2462;    0.4490;   -0.2244;   -0.2587;   -0.1721;   -0.4248;   -0.1816;    0.0460;    0.1435;
   9;    0.0895;   -0.7959;    0.3668;   -0.2309;    0.5027;   -0.2469;   -0.3015;   -0.1631;   -0.4196;   -0.1656;    0.0729;    0.1149;
  10;   -0.0053;   -0.7624;    0.4053;   -0.2010;    0.5343;   -0.2560;   -0.2986;   -0.1384;   -0.4247;   -0.1513;    0.0938;    0.0834;
  11;   -0.0110;   -0.7758;    0.4728;   -0.1816;    0.5913;   -0.2467;   -0.2920;   -0.0948;   -0.4192;   -0.1201;    0.0890;    0.0236;
  12;    0.0116;   -0.7892;    0.5261;   -0.1606;    0.6276;   -0.2364;   -0.3067;   -0.0852;   -0.4183;   -0.1027;    0.0627;   -0.0466;
  13;    0.0289;   -0.7706;    0.5402;   -0.1393;    0.6236;   -0.2492;   -0.3029;   -0.0954;   -0.4236;   -0.0927;    0.0520;   -0.0862;
  14;    0.0572;   -0.7841;    0.5362;   -0.1221;    0.6215;   -0.2739;   -0.2858;   -0.0917;   -0.4317;   -0.0781;    0.0344;   -0.1173;
  15;    0.0085;   -0.8046;    0.5510;   -0.0967;    0.6067;   -0.2927;   -0.2697;   -0.1039;   -0.4323;   -0.0611;    0.0170;   -0.1468;
  16;   -0.0138;   -0.8274;    0.5748;   -0.1062;    0.6096;   -0.2990;   -0.2759;   -0.1115;   -0.4327;   -0.0472;    0.0031;   -0.1605;
