time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;   -0.1492;   -0.4551;    0.3664;   -0.7171;   -0.2278;   -0.4847;    0.0008;    0.1588;   -0.0554;   -0.2316;   -0.0671;    0.2408;
   2;   -0.1198;   -0.5094;    0.3172;   -0.6792;   -0.1830;   -0.4576;   -0.0089;    0.1531;   -0.0471;   -0.2661;   -0.1022;    0.2601;
   3;   -0.1043;   -0.5540;    0.2798;   -0.6461;   -0.1184;   -0.4185;   -0.0060;    0.1422;   -0.0695;   -0.3083;   -0.1357;    0.2703;
   4;   -0.0376;   -0.5632;    0.2338;   -0.6018;   -0.0204;   -0.3858;   -0.0301;    0.1175;   -0.1226;   -0.3664;   -0.1459;    0.2942;
   5;   -0.0370;   -0.6124;    0.1897;   -0.5509;    0.0767;   -0.3256;   -0.0727;    0.0327;   -0.1486;   -0.3806;   -0.1662;    0.3267;
   6;   -0.0842;   -0.5916;    0.1588;   -0.4938;    0.1681;   -0.2800;   -0.0986;   -0.0286;   -0.1992;   -0.4084;   -0.1372;    0.3661;
   7;   -0.0814;   -0.6292;    0.1750;   -0.4462;    0.2768;   -0.2597;   -0.1029;   -0.0576;   -0.2686;   -0.4215;   -0.1128;    0.3646;
   8;    0.0609;   -0.7352;    0.1946;   -0.4065;    0.3724;   -0.2418;   -0.1315;   -0.1001;   -0.3290;   -0.3893;   -0.0946;    0.3170;
   9;    0.1590;   -0.7663;    0.1846;   -0.3443;    0.4411;   -0.2576;   -0.2046;   -0.1336;   -0.3502;   -0.3162;   -0.0531;    0.2657;
  10;    0.2401;   -0.8748;    0.2223;   -0.2765;    0.5106;   -0.2894;   -0.2903;   -0.1323;   -0.3877;   -0.2361;    0.0143;    0.2148;
  11;    0.2322;   -0.9595;    0.2733;   -0.2349;    0.5608;   -0.2915;   -0.3111;   -0.1169;   -0.4029;   -0.1962;    0.0397;    0.1520;
  12;    0.1021;   -0.9848;    0.3573;   -0.1339;    0.6230;   -0.2956;   -0.2953;   -0.1104;   -0.3619;   -0.1439;   -0.0010;    0.0480;
  13;    0.0647;   -0.9911;    0.4268;   -0.0409;    0.6467;   -0.3548;   -0.3105;   -0.0945;   -0.3479;   -0.0807;   -0.0617;   -0.0509;
  14;   -0.0092;   -0.9578;    0.4996;   -0.0334;    0.6607;   -0.4029;   -0.3363;   -0.0588;   -0.3706;   -0.0604;   -0.0681;   -0.1170;
  15;   -0.0712;   -0.9328;    0.5292;   -0.0275;    0.6560;   -0.4269;   -0.3275;   -0.0558;   -0.3849;   -0.0290;   -0.0774;   -0.1733;
