time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.1393;   -0.8093;    0.3388;   -0.7528;    0.1166;   -0.2539;   -0.1941;    0.2776;   -0.1880;   -0.3250;   -0.1103;    0.1457;
   2;    0.1162;   -0.8347;    0.3473;   -0.7236;    0.1850;   -0.2346;   -0.2182;    0.2178;   -0.2429;   -0.3330;   -0.1005;    0.1636;
   3;    0.1625;   -0.8735;    0.3215;   -0.6791;    0.2731;   -0.2381;   -0.2652;    0.1791;   -0.2708;   -0.3330;   -0.0885;    0.1982;
   4;    0.3369;   -0.9306;    0.2904;   -0.6608;    0.3398;   -0.2128;   -0.3007;    0.1531;   -0.3058;   -0.3112;   -0.0519;    0.2005;
   5;    0.4929;   -0.9371;    0.2726;   -0.6213;    0.4112;   -0.1755;   -0.3179;    0.1151;   -0.3654;   -0.3272;   -0.0234;    0.2017;
   6;    0.7600;   -0.9694;    0.2405;   -0.5899;    0.4661;   -0.1228;   -0.3807;    0.0643;   -0.4043;   -0.3389;    0.0228;    0.1851;
   7;    0.8090;   -0.9629;    0.2121;   -0.5070;    0.4970;   -0.1290;   -0.3974;    0.0100;   -0.4174;   -0.2996;    0.0491;    0.1600;
   8;    0.6368;   -0.9547;    0.2399;   -0.4455;    0.5690;   -0.1662;   -0.3964;    0.0035;   -0.4350;   -0.2401;    0.0599;    0.1107;
   9;    0.5061;   -0.9656;    0.3050;   -0.3710;    0.6370;   -0.1822;   -0.3739;    0.0113;   -0.4709;   -0.1829;    0.0690;    0.0145;
  10;    0.4373;   -1.0342;    0.3881;   -0.3141;    0.6334;   -0.1942;   -0.3819;   -0.0025;   -0.4864;   -0.1381;    0.0695;   -0.0778;
  11;    0.3698;   -1.0173;    0.4347;   -0.2537;    0.6330;   -0.2542;   -0.3996;   -0.0055;   -0.4830;   -0.0988;    0.0637;   -0.1301;
  12;    0.2836;   -1.0128;    0.4589;   -0.2003;    0.6372;   -0.2846;   -0.3981;   -0.0251;   -0.4805;   -0.0587;    0.0529;   -0.1681;
