time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-128;178;-128;178;-66.8368;122.515;-187.333;361.667;218.675;2.19807;-66.8368;122.515;136.255;2.15086;-187.333;361.667;383.748;2.11986;
2;-120;181;-77;181;-57.4303;122.75;-160.667;362.333;216.565;2.16002;-45.1995;124.443;127.456;2;-160.667;362.333;371.119;2.05759;
3;-77;181;-40;183;-45.1995;124.443;-128.667;367.333;195.958;1.97656;-30.7126;126.048;123.663;1.88784;-128.667;367.333;361.866;1.97287;
4;-40;183;19;196;-30.7126;126.048;-99.6667;371;186.464;1.78891;-6.4846;127.912;120.221;1.69024;-99.6667;371;355.008;1.89357;
5;19;196;47;194;-6.4846;127.912;-32;376;195.936;1.47546;17.0818;128.836;120.643;1.49412;-32;376;344.618;1.70157;
6;47;194;75;193;17.0818;128.836;37.6667;378.333;198.603;1.33368;35.8879;128.836;123.515;1.34172;37.6667;378.333;344.896;1.49904;
7;75;193;89;188;35.8879;128.836;94.6667;379;206.045;1.20006;49.0022;127.08;125.476;1.23657;94.6667;379;354.232;1.33798;
8;89;188;88;172;49.0022;127.08;137.333;375.333;206.991;1.1282;47.5984;110.213;109.162;1.19802;137.333;375.333;362.988;1.22102;
9;94;183;51;137;51.9735;120.408;148;355.667;204.723;1.09567;35.7454;95.4379;91.261;1.26005;148;355.667;348.571;1.17291;
10;88;172;20;108;47.5984;110.213;139;327;192.197;1.09725;18.6712;77.0777;69.3804;1.41406;139;327;318.669;1.16409;
11;51;137;-17;69;35.7454;95.4379;108.333;285.667;145.17;1.21439;-2.85724;55.3059;47.9664;1.79572;108.333;285.667;268.836;1.20806;
12;20;108;-49;35;18.6712;77.0777;62.3333;234.667;108.835;1.38924;-25.9591;32.8448;41.6268;2.51833;62.3333;234.667;206.341;1.32907;
13;-17;69;-89;-3;-2.85724;55.3059;1.33333;172.667;70.2233;1.82043;-45.9923;13.1904;54.033;3.05557;1.33333;172.667;138.828;1.6545;
14;-49;35;-116;-25;-25.9591;32.8448;-66.6667;107;59.9539;2.53767;-62.0126;-2.53938;70.728;-2.98419;-66.6667;107;107.791;2.40168;
