time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-196;198;-196;198;-98.9139;137.334;-279.333;406;279.02;2.35432;-98.9139;137.334;157.864;2.19852;-279.333;406;471.478;2.15308;
2;-163;201;-163;201;-88.0014;138.178;-248.333;408.333;259.112;2.25576;-88.0014;138.178;152.424;2.13728;-248.333;408.333;457.187;2.09361;
3;-123;205;-123;205;-75.3778;139.146;-217.333;410.667;239.262;2.11525;-75.3778;139.146;146.891;2.06116;-217.333;410.667;444.614;2.03054;
4;-70;208;-70;208;-60.5493;140.809;-190.333;414.333;219.445;1.89991;-60.5493;140.809;142.053;1.9634;-190.333;414.333;436.684;1.97137;
5;-30;212;-30;212;-31.0538;143.054;-104.333;420.667;213.914;1.71588;-31.0538;143.054;135.784;1.75487;-104.333;420.667;417.054;1.77429;
6;11;219;11;219;-3.58073;145.73;-24;428.667;218.899;1.52476;-3.58073;145.73;136.192;1.55156;-24;428.667;416.467;1.58028;
7;62;217;62;217;12.4103;138.649;22.6667;406;225.11;1.29604;12.4103;138.649;130.419;1.42761;22.6667;406;396.092;1.46274;
8;78;225;78;225;20.8721;121.26;51.6667;356.667;237.52;1.24032;20.8721;121.26;114.93;1.33301;51.6667;356.667;351.836;1.36552;
9;17;137;17;137;23.0846;96.2246;66;290.333;137.609;1.45372;23.0846;96.2246;91.475;1.24492;66;290.333;291.124;1.27073;
10;17;60;17;60;19.8733;64.6887;64;206;61.7939;1.30765;19.8733;64.6887;60.9801;1.12899;64;206;211.225;1.16155;
11;13;13;13;13;11.6393;28.1519;40.3333;103.667;17.4994;0.809346;11.6393;28.1519;25.7635;0.805947;40.3333;103.667;109.586;0.987207;
12;5;-34;5;-34;3.07166;-12.315;10.3333;-20;34.5742;-1.45269;3.07166;-12.315;23.7624;-1.16996;10.3333;-20;44.2857;-0.814675;
13;-9;-90;-9;-90;-0.919186;-48.1933;-0.333333;-127.667;90.877;-1.68024;-0.919186;-48.1933;57.9981;-1.47962;-0.333333;-127.667;141.267;-1.43076;
14;-12;-146;-12;-146;-3.03388;-81.0908;-6;-224;146.903;-1.6589;-3.03388;-81.0908;90.71;-1.53588;-6;-224;236.635;-1.51138;
15;-15;-186;-15;-186;-3.73986;-109.576;-9.33333;-307.667;187.013;-1.65606;-3.73986;-109.576;119.165;-1.55015;-9.33333;-307.667;320.064;-1.5373;
16;0;-229;0;-229;-3.30027;-131.725;-10.3333;-375;229.335;-1.57483;-3.30027;-131.725;141.319;-1.55028;-10.3333;-375;387.34;-1.5457;
17;3;-238;-124;-52;-1.80811;-146.642;-7;-423;238.342;-1.56209;-1.80811;-146.642;156.268;-1.54269;-7;-423;435.414;-1.54082;
18;2;-236;-65;-46;-0.65368;-154.636;-3.66667;-451;236.336;-1.56625;-12.7514;-139.088;148.796;-1.61484;-3.66667;-451;463.508;-1.53544;
19;1;-234;4;-41;-12.7514;-139.088;-40;-406.333;234.333;-1.57048;-22.2051;-115.787;126.369;-1.69779;-40;-406.333;419.026;-1.61842;
20;-2;-230;77;-37;-22.2051;-115.787;-61.6667;-345.333;230.352;-1.5835;-24.2241;-89.952;101.135;-1.74997;-61.6667;-345.333;359.965;-1.68666;
21;-124;-52;169;-29;-24.2241;-89.952;-61.3333;-279.667;135.445;-2.74489;-15.6722;-65.1206;75.2827;-1.69695;-61.3333;-279.667;294.789;-1.7113;
22;-65;-46;188;-29;-15.6722;-65.1206;-36.3333;-213.333;80.5792;-2.52898;6.67186;-43.0693;54.1843;-1.33095;-36.3333;-213.333;226.138;-1.64286;
23;4;-41;0;0;6.67186;-43.0693;19.6667;-145;41.4475;-1.49656;35.0979;-25.9063;54.4394;-0.709629;19.6667;-145;162.157;-1.32334;
24;77;-37;0;0;35.0979;-25.9063;83;-78;84.741;-0.45622;70.9048;-23.3229;83.8254;-0.403157;83;-78;136.963;-0.719094;
25;169;-29;0;0;70.9048;-23.3229;186.667;-70.3333;170.615;-0.172786;86.5042;-22.3392;98.0402;-0.331443;186.667;-70.3333;222.592;-0.37994;
26;188;-29;0;0;86.5042;-22.3392;234;-67.3333;189.36;-0.155534;0;0;0;0;234;-67.3333;266.215;-0.303459;
27;187;-29;0;0;114.368;-20.3128;326;-60.6667;188.372;-0.156357;0;0;0;0;0;0;0;0;
