time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-188;171;-188;171;-95.8464;121.023;-269.667;358.667;254.239;2.40584;-95.8464;121.023;150.189;2.1895;-269.667;358.667;437.503;2.1924;
2;-163;176;-163;176;-83.9171;122.559;-235.667;363;239.938;2.32036;-83.9171;122.559;144.91;2.11623;-235.667;363;422.305;2.12091;
3;-117;182;-117;182;-67.2912;125.293;-192.333;370.333;216.31;2.1449;-67.2912;125.293;139.5;2.00394;-192.333;370.333;407.945;2.02079;
4;-61;189;-61;189;-48.8164;127.946;-156.667;375.333;198.396;1.88584;-48.8164;127.946;135.341;1.87142;-156.667;375.333;398.412;1.93462;
5;13;204;13;204;-19.1618;132.396;-73.3333;388;204.016;1.50936;-19.1618;132.396;134.126;1.64858;-73.3333;388;389.41;1.72144;
6;46;204;46;204;6.9667;136.567;4;400.333;208.659;1.35084;6.9667;136.567;138.783;1.45738;4;400.333;397.782;1.52328;
7;62;209;62;209;26.0967;140.11;64.6667;411.333;217.515;1.28402;26.0967;140.11;145.662;1.3293;64.6667;411.333;416.012;1.37837;
8;69;213;37;200;37.3808;142.838;104.667;420.333;223.401;1.25903;37.3808;142.838;151.361;1.26117;104.667;420.333;434.121;1.29179;
9;65;215;23;200;38.9974;142.562;112.667;419;224.121;1.27875;23.0997;138.823;143.719;1.3474;90.3333;415.667;425.871;1.32113;
10;59;216;15;167;35.474;141.763;105;417.667;223.433;1.30576;13.2831;122.574;125.841;1.39489;72.3333;411;417.22;1.36018;
11;37;200;16;114;29.6388;140.616;90.3333;415.667;202.946;1.38983;11.5828;104.866;108.118;1.38171;55.6667;395;398.3;1.39271;
12;23;200;18;52;23.0997;138.823;72.3333;411;200.898;1.45843;11.0317;80.4852;84.1654;1.33367;41.3333;361;362.388;1.41501;
13;18;203;16;2;17.4697;133.688;55.6667;395;203.388;1.48452;10.504;48.845;53.7341;1.20454;35;311.667;312.673;1.41054;
14;15;199;12;-61;13.2831;122.574;41.3333;361;199.162;1.49779;9.02807;7.91828;20.0282;0.479703;32.6667;245.667;247.283;1.37727;
15;15;167;2;-158;11.5828;104.866;35;311.667;167.264;1.48384;6.96078;-35.3651;37.4864;-1.13864;30.6667;157.667;161.237;1.28434;
16;16;114;-1;-210;11.0317;80.4852;32.6667;245.667;114.687;1.435;4.59228;-77.7407;77.5699;-1.39807;26.3333;38.6667;54.5129;0.71323;
17;18;52;-2;-254;10.504;48.845;30.6667;157.667;54.5251;1.24355;2.22236;-116.115;115.313;-1.47559;21;-87;96.8929;-1.19132;
18;16;2;-2;-282;9.02807;7.91828;26.3333;38.6667;15.6118;0.1047;0.111573;-148.931;147.871;-1.5109;15;-209.667;214.757;-1.43115;
19;12;-61;-4;-296;6.96078;-35.3651;21;-87;62.4415;-1.38514;-1.60479;-173.312;172.134;-1.52934;8.33333;-321;324.831;-1.49924;
20;2;-158;-141;-46;4.59228;-77.7407;15;-209.667;158.376;-1.56116;-2.04487;-188.214;187.009;-1.53499;1.66667;-420.333;423.657;-1.5317;
21;-1;-210;-126;-44;2.22236;-116.115;8.33333;-321;210.374;-1.5778;-2.07253;-201.343;200.129;-1.53748;-4.33333;-498.667;501.778;-1.54975;
22;-2;-254;-68;-39;0.111573;-148.931;1.66667;-420.333;254.38;-1.58052;-16.6059;-175.672;174.525;-1.61588;-5.66667;-546.667;549.744;-1.55401;
23;-2;-282;-10;-32;-1.60479;-173.312;-4.33333;-498.667;282.379;-1.57956;-32.1786;-143.743;144.333;-1.73391;-6;-576.667;579.735;-1.55546;
24;-4;-296;43;-33;-2.04487;-188.214;-5.66667;-546.667;296.402;-1.58589;-42.5929;-109.056;112.925;-1.87526;-6;-592;595.066;-1.55585;
25;-6;-296;74;-36;-2.1399;-197.047;-6;-576.667;296.439;-1.59264;-44.5922;-75.5606;82.4398;-2.02072;-52;-513;517.333;-1.64259;
26;-2;-302;94;-39;-2.07253;-201.343;-6;-592;302.379;-1.57898;-36.828;-46.9525;53.5801;-2.12261;-92;-429;438.828;-1.74743;
27;-2;-300;112;-40;-2.05011;-202.428;-6.33333;-596.333;300.379;-1.57903;-21.3844;-25.5414;27.3189;-2.05201;-114;-341.333;358.312;-1.85105;
28;-2;-300;0;0;-16.6059;-175.672;-52;-513;300.379;-1.57903;6.37479;-24.7969;27.9173;-0.998697;-116.667;-252;274.56;-1.95054;
29;-3;-295;0;0;-32.1786;-143.743;-92;-429;295.389;-1.58256;32.451;-24.6569;47.3396;-0.515375;-101.667;-163;187.312;-2.05247;
30;-141;-46;0;0;-42.5929;-109.056;-114;-341.333;148.879;-2.82487;51.0638;-24.9944;64.317;-0.376869;-76;-76.6667;100.404;-2.22512;
31;-126;-44;0;0;-44.5922;-75.5606;-116.667;-252;134.03;-2.8042;0;0;0;0;2.33333;-74.3333;79.2285;-1.35163;
32;-68;-39;0;0;-36.828;-46.9525;-101.667;-163;78.9843;-2.6198;0;0;0;0;81.6667;-73;122.88;-0.666816;
33;-10;-32;0;0;-21.3844;-25.5414;-76;-76.6667;34.0208;-1.88374;0;0;0;0;140;-73;172.533;-0.456151;
34;43;-33;0;0;6.37479;-24.7969;2.33333;-74.3333;54.055;-0.665313;0;0;0;0;168;-74.3333;198.57;-0.400036;
35;74;-36;0;0;32.451;-24.6569;81.6667;-73;82.0291;-0.459343;0;0;0;0;0;0;0;0;
36;94;-39;0;0;51.0638;-24.9944;140;-73;101.474;-0.398422;0;0;0;0;0;0;0;0;
37;112;-40;0;0;59.4062;-25.4596;168;-74.3333;118.607;-0.347292;0;0;0;0;0;0;0;0;
38;107;-39;0;0;68.3942;-26.4591;197.667;-77.6667;113.568;-0.353997;0;0;0;0;0;0;0;0;
