time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-125;119;-125;119;-66.271;81.4824;-187.667;241;172.732;2.38813;-66.271;81.4824;103.593;2.39854;-187.667;241;291.545;2.31862;
2;-110;119;-110;119;-59.0784;82.2471;-167;243.333;162.117;2.32479;-45.0598;83.4543;90.6939;2.22341;-167;243.333;279.703;2.25874;
3;-85;120;-85;120;-45.0598;83.4543;-128.333;246.667;146.954;2.19576;-27.5174;84.7425;82.39;2.04379;-128.333;246.667;259.704;2.13525;
4;-48;126;-48;126;-27.5174;84.7425;-89;249.333;134.418;1.94375;-0.385139;87.7036;77.0111;1.70627;-89;249.333;243.396;1.99237;
5;31;130;31;130;-0.385139;87.7036;-14;257.667;132.621;1.34244;26.5986;90.9292;81.2416;1.36523;-14;257.667;231.728;1.67714;
6;70;134;70;134;26.5986;90.9292;62.6667;266.667;150.001;1.09264;51.0036;94.1366;92.3346;1.11084;62.6667;266.667;245.015;1.35665;
7;100;144;100;144;51.0036;94.1366;136;276;174.084;0.965728;70.2746;96.4477;104.233;0.954378;136;276;278.574;1.10385;
8;120;146;120;146;70.2746;96.4477;198.333;282.667;187.731;0.884076;82.5868;98.1011;113.066;0.873892;198.333;282.667;316.992;0.936955;
9;135;148;135;148;82.5868;98.1011;237.333;288;199.056;0.832148;70.071;94.5244;102.551;0.945156;237.333;288;345.544;0.855062;
10;139;146;148;146;90.2613;98.9998;262;291.667;200.317;0.81066;43.2485;88.8435;84.2746;1.16545;262;291.667;364.857;0.810625;
11;148;146;-87;103;70.071;94.5244;199.667;278;206.621;0.779086;13.6272;81.8677;70.5621;1.51959;199.667;278;314.044;0.924733;
12;144;145;-84;93;43.2485;88.8435;130.667;263;203.083;0.789422;-14.3281;73.1824;66.4071;1.94613;130.667;263;264.567;1.09973;
13;-87;103;-80;74;13.6272;81.8677;57.6667;244.667;134.835;2.28166;-38.1331;63.2202;70.7377;2.31947;57.6667;244.667;222.455;1.35759;
14;-87;101;-78;58;-14.3281;73.1824;-15.3333;220.667;133.325;2.29145;-56.0299;51.8378;77.4427;2.59218;-15.3333;220.667;195.149;1.70406;
15;-84;93;-82;37;-38.1331;63.2202;-90.6667;191.333;125.371;2.31557;-54.3796;41.7485;71.1891;2.70116;-90.6667;191.333;192.817;2.12372;
16;-80;74;-72;19;-56.0299;51.8378;-166;155.333;109.144;2.40675;-52.7341;31.5845;65.9168;2.83035;-166;155.333;218.157;2.51409;
17;-78;58;-61;15;-54.3796;41.7485;-161;127.333;97.5028;2.51496;-50.1656;16.1482;60.3684;3.06283;-161;127.333;198.652;2.61357;
18;-82;37;-44;20;-52.7341;31.5845;-156;98.6667;90.5215;2.73045;-35.9264;12.1475;45.9481;3.12528;-156;98.6667;181.26;2.7366;
19;-72;19;0;31;-51.3719;22.7033;-152;72.3333;75.2076;2.89747;-24.869;14.58;35.0294;3.05063;-152;72.3333;168.732;2.87111;
20;-72;15;18;34;-50.1656;16.1482;-148.667;52;74.3422;2.94971;-12.2176;17.1815;22.9731;2.88711;-148.667;52;161.176;2.98741;
21;-72;14;30;34;-48.2135;11.9887;-143;37.6667;74.158;2.96295;1.99279;19.232;11.2131;2.36811;-143;37.6667;153.95;3.07387;
22;-70;13;51;30;-44.1986;10.6362;-130.333;32;72.0149;2.97168;16.8936;19.7224;10.7982;0.880252;-130.333;32;141.01;3.10789;
23;-61;15;73;21;-35.9264;12.1475;-106.333;36;63.5787;2.91671;32.3038;17.5613;23.1246;0.269781;-106.333;36;117.257;3.06688;
24;-44;20;100;5;-24.869;14.58;-76.3333;42.3333;48.8957;2.73855;46.9786;11.322;36.9631;-0.00205895;-76.3333;42.3333;88.2294;2.96977;
25;0;31;128;-21;-12.2176;17.1815;-42.3333;49;30.1936;1.60319;60.8082;1.91648;51.67;-0.184549;-42.3333;49;57.2255;2.75168;
26;18;34;135;-44;1.99279;19.232;-2;54.6667;37.2897;1.09675;72.8451;-10.9225;66.6765;-0.34135;-2;54.6667;30.1739;2.00146;
27;30;34;135;-74;16.8936;19.7224;42.6667;56.6667;44.0801;0.852109;81.0959;-27.2885;80.9262;-0.498431;42.6667;56.6667;43.5192;0.742308;
28;51;30;127;-110;32.3038;17.5613;90.6667;51.6667;57.91;0.528047;83.5737;-45.3144;92.8823;-0.6568;90.6667;51.6667;83.7104;0.296007;
29;73;21;103;-134;46.9786;11.322;133.333;34.3333;74.7953;0.273157;77.1705;-64.2094;101.125;-0.844537;133.333;34.3333;122.941;0.0576635;
30;100;5;53;-160;60.8082;1.91648;172.333;8.33333;99.1103;0.0421653;62.7752;-81.9535;107.229;-1.05638;172.333;8.33333;162.839;-0.116419;
31;128;-21;11;-176;72.8451;-10.9225;207.333;-27.6667;128.883;-0.170138;41.7542;-98.2931;114.191;-1.28914;207.333;-27.6667;204.257;-0.2722;
32;135;-44;-38;-191;81.0959;-27.2885;232.667;-74.3333;141.319;-0.322745;17.9589;-111.996;123.649;-1.50651;232.667;-74.3333;244.2;-0.429016;
33;135;-74;-62;-200;83.5737;-45.3144;242.667;-126;153.494;-0.50918;-5.29078;-122.372;134.643;-1.68472;242.667;-126;278.103;-0.583619;
34;127;-110;-73;-205;77.1705;-64.2094;227;-181;167.819;-0.721309;-24.1092;-129.673;145.14;-1.80814;227;-181;300.329;-0.766196;
35;103;-134;-74;-195;62.7752;-81.9535;188;-232.667;169.073;-0.92301;-37.2255;-134.212;153.082;-1.88452;188;-232.667;314.686;-0.971882;
36;53;-160;0;0;41.7542;-98.2931;130.333;-281.667;169.027;-1.25794;-48.3571;-137.051;159.513;-1.94544;130.333;-281.667;331.308;-1.20102;
37;11;-176;0;0;17.9589;-111.996;64.6667;-323.667;177.106;-1.51418;0;0;0;0;64.6667;-323.667;355.056;-1.41792;
38;-38;-191;0;0;-5.29078;-122.372;-2;-355.333;195.742;-1.77126;0;0;0;0;-2;-355.333;382.789;-1.60371;
39;-62;-200;0;0;-24.1092;-129.673;-59.3333;-378.333;210.466;-1.87468;0;0;0;0;-59.3333;-378.333;411.566;-1.74154;
40;-73;-205;0;0;-37.2255;-134.212;-101.667;-393;218.713;-1.91584;0;0;0;0;-101.667;-393;434.985;-1.83184;
41;-69;-203;0;0;-45.1076;-136.869;-129.667;-402.333;215.5;-1.90151;0;0;0;0;-129.667;-402.333;451.9;-1.8864;
42;-74;-204;0;0;-48.3571;-137.051;-141.667;-403.667;218.114;-1.92171;0;0;0;0;-141.667;-403.667;457.025;-1.91045;
43;-73;-204;0;0;-50.8244;-134.851;-150;-397.667;217.772;-1.9174;0;0;0;0;-150;-397.667;454.251;-1.93215;
44;-74;-195;0;0;-51.2924;-134.306;-150.333;-397.333;209.686;-1.93646;0;0;0;0;0;0;0;0;
45;-87;-182;0;0;-51.702;-133.161;-151.667;-394.667;202.889;-2.01931;0;0;0;0;0;0;0;0;
