time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-90;157;-90;157;-54.0685;106.899;-156;315;180.784;2.0962;-54.0685;106.899;122.982;2.08009;-156;315;333.778;2.06068;
2;-84;159;-78;157;-50.715;106.555;-146;314;179.612;2.06171;-44.0137;106.734;118.256;2.00647;-146;314;328.297;2.03524;
3;-78;157;-54;156;-44.0137;106.734;-127.333;314.667;175.073;2.03687;-21.2081;108.258;112.06;1.81506;-127.333;314.667;320.982;1.98229;
4;-54;156;-22;159;-35.5381;107.34;-108;316.667;164.738;1.9091;-5.94358;108.931;110.045;1.67857;-108;316.667;315.626;1.92358;
5;-22;159;4;162;-21.2081;108.258;-68.3333;319.333;160.015;1.71298;8.84006;109.908;110.422;1.5441;-68.3333;319.333;306.803;1.79892;
6;4;162;29;165;-5.94358;108.931;-25.6667;320.667;161.434;1.5502;20.6743;110.832;112.285;1.43877;-25.6667;320.667;301.375;1.65957;
7;29;165;44;163;8.84006;109.908;18;323.333;166.822;1.40018;33.5676;110.479;114.353;1.32636;18;323.333;303.329;1.51489;
8;44;163;55;165;20.6743;110.832;54.3333;326.333;168.08;1.31009;31.4625;93.5439;97.4341;1.30526;54.3333;326.333;310.461;1.39832;
9;53;165;45;122;28.7688;111.195;80;327.667;172.526;1.26266;22.1881;76.9839;79.1545;1.36345;80;327.667;317.171;1.31924;
10;55;165;16;57;33.5676;110.479;96.3333;325.667;173.143;1.25165;8.31502;56.7978;57.3242;1.52853;96.3333;325.667;319.716;1.26818;
11;55;163;-26;31;34.8839;105.763;101.667;311.333;171.245;1.24798;-10.6614;33.9232;38.1745;2.01934;101.667;311.333;307.766;1.23775;
12;53;156;-59;2;31.4625;93.5439;92.3333;276;163.973;1.24601;-31.3922;12.3616;39.4331;2.81002;92.3333;276;271.337;1.22769;
13;45;122;-102;-30;22.1881;76.9839;66;231.333;129.239;1.22072;-50.3372;-4.54016;56.3769;-3.06943;66;231.333;220.631;1.27199;
14;16;57;-120;-37;8.31502;56.7978;28;177;58.445;1.30548;-64.8286;-14.9138;72.1804;-2.9402;28;177;158.824;1.4003;
15;-26;31;-95;-27;-10.6614;33.9232;-24.3333;112.667;40.444;2.29102;-73.5493;-21.2672;82.1181;-2.88561;-24.3333;112.667;95.6191;1.83949;
16;-59;2;-66;-22;-31.3922;12.3616;-82;48.3333;59.6914;3.11814;-61.8664;-19.8759;70.4821;-2.86274;-82;48.3333;87.5979;2.81799;
17;-102;-30;-42;-19;-50.3372;-4.54016;-137;-5;107.138;-2.85195;-49.3708;-17.1819;57.7339;-2.84802;-137;-5;140.383;-2.95909;
18;-120;-37;-17;-16;-64.8286;-14.9138;-181.667;-37;126.397;-2.83955;-34.0849;-14.3085;42.3036;-2.80847;-181.667;-37;191.545;-2.83682;
19;-120;-38;11;-13;-73.5493;-21.2672;-210.667;-58.6667;126.698;-2.83201;-15.7394;-12.4837;24.7419;-2.63483;-210.667;-58.6667;226.028;-2.78385;
20;-118;-39;48;-17;-76.1226;-23.478;-222.667;-68.3333;125.108;-2.81953;3.02057;-12.5526;12.4143;-1.80429;-222.667;-68.3333;240.702;-2.76369;
21;-113;-34;70;-27;-71.3056;-22.197;-210.667;-65.6667;118.824;-2.84613;21.597;-15.0009;21.3918;-0.746442;-210.667;-65.6667;228.573;-2.75516;
22;-95;-27;96;-42;-61.8664;-19.8759;-184.667;-59.6667;99.5764;-2.86074;40.1076;-20.502;39.6448;-0.529563;-184.667;-59.6667;202.273;-2.73419;
23;-66;-22;121;-64;-49.3708;-17.1819;-150.333;-52.3333;70.4011;-2.81479;56.7405;-29.2617;58.4306;-0.515146;-150.333;-52.3333;167.985;-2.69328;
24;-42;-19;131;-88;-34.0849;-14.3085;-107.333;-43.6667;46.9608;-2.71104;70.24;-41.0363;76.064;-0.562437;-107.333;-43.6667;125.944;-2.6072;
25;-17;-16;134;-112;-15.7394;-12.4837;-53.6667;-38;24.248;-2.38755;78.1443;-56.571;91.4713;-0.660183;-53.6667;-38;80.0862;-2.32298;
26;11;-13;120;-151;3.02057;-12.5526;1.33333;-38;17.0753;-0.921439;79.1788;-73.4762;103.441;-0.783451;1.33333;-38;58.4793;-1.56597;
27;48;-17;86;-172;21.597;-15.0009;55.3333;-44.6667;50.4917;-0.356047;73.3042;-89.931;112.012;-0.925014;55.3333;-44.6667;84.7965;-0.87611;
28;70;-27;56;-184;40.1076;-20.502;109.667;-59.6667;74.6171;-0.378889;61.1794;-104.376;117.694;-1.08179;109.667;-59.6667;134.984;-0.6357;
29;96;-42;26;-191;56.7405;-29.2617;159;-83.6667;104.411;-0.420266;46.0802;-116.115;122.424;-1.23633;159;-83.6667;189.193;-0.582928;
30;121;-64;9;-196;70.24;-41.0363;200;-116.667;136.57;-0.492714;30.0445;-124.992;126.837;-1.37921;200;-116.667;241.639;-0.603542;
31;131;-88;-4;-200;78.1443;-56.571;224;-161.333;157.59;-0.597066;15.9055;-130.012;129.923;-1.49366;224;-161.333;287.683;-0.684114;
32;134;-112;0;0;79.1788;-73.4762;229.333;-209.667;174.512;-0.701323;5.04969;-132.46;131.988;-1.57719;229.333;-209.667;324.16;-0.789463;
33;120;-151;0;0;73.3042;-89.931;216;-257;192.927;-0.903968;0;0;0;0;216;-257;350.995;-0.911705;
34;86;-172;0;0;61.1794;-104.376;184.333;-299.333;192.539;-1.11168;0;0;0;0;184.333;-299.333;368.608;-1.0504;
35;56;-184;0;0;46.0802;-116.115;143.667;-335.333;192.712;-1.27961;0;0;0;0;143.667;-335.333;383.329;-1.18959;
36;26;-191;0;0;30.0445;-124.992;97.6667;-364.667;193.266;-1.43938;0;0;0;0;97.6667;-364.667;397.079;-1.32501;
37;9;-196;0;0;15.9055;-130.012;54.6667;-381;196.776;-1.52848;0;0;0;0;54.6667;-381;405.043;-1.43804;
