time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;43;154;43;154;21.0316;107.49;58;317.667;159.643;1.30088;21.0316;107.49;113.358;1.37576;58;317.667;319.999;1.38447;
2;40;159;22;159;17.1485;107.952;47;319;163.716;1.32669;4.41842;108.464;112.311;1.52309;47;319;319.463;1.41909;
3;22;159;7;163;11.7451;108.552;32.6667;320.333;160.32;1.43585;-7.14429;108.122;112.013;1.62624;32.6667;320.333;318.938;1.46416;
4;7;163;-21;163;4.41842;108.464;16.6667;319;162.995;1.53049;-20.9727;105.219;110.765;1.75268;16.6667;319;316.303;1.51403;
5;-21;163;-41;159;-7.14429;108.122;-15.3333;318.333;164.267;1.70164;-34.521;100.672;109.66;1.88205;-15.3333;318.333;315.44;1.61536;
6;-41;159;-53;152;-20.9727;105.219;-56;310;164.177;1.82591;-46.8009;94.5232;108.42;2.00757;-56;310;311.635;1.7473;
7;-53;152;-82;134;-34.521;100.672;-95.6667;298;160.988;1.90911;-56.9412;86.3406;106.052;2.12713;-95.6667;298;309.535;1.88066;
8;-82;134;-97;123;-46.8009;94.5232;-132.333;281.333;157.207;2.12275;-65.1142;75.5418;101.985;2.25142;-132.333;281.333;307.456;2.01114;
9;-97;123;-103;113;-56.9412;86.3406;-162.333;258;156.806;2.24126;-70.8398;60.8808;95.1813;2.3956;-162.333;258;301.426;2.13448;
10;-103;113;-111;93;-65.1142;75.5418;-187;226.333;153.088;2.31262;-71.8942;44.0786;85.554;2.5488;-187;226.333;290.306;2.26496;
11;-111;93;-115;64;-70.8398;60.8808;-206;183;145.053;2.44684;-67.5416;25.8992;72.8929;2.72317;-206;183;272.463;2.42093;
12;-115;64;-110;22;-71.8942;44.0786;-210;135.667;131.92;2.63626;-58.5104;8.00579;58.755;2.9407;-210;135.667;247.204;2.5761;
13;-110;22;-94;-8;-67.5416;25.8992;-198;85;112.575;2.94614;-43.334;-6.77501;42.507;-3.06963;-198;85;213.047;2.74755;
14;-94;-8;-61;-29;-58.5104;8.00579;-174;33.6667;94.7813;-3.05563;-23.9117;-15.3391;25.7463;-2.67332;-174;33.6667;175.385;2.96703;
15;-61;-29;-31;-41;-43.334;-6.77501;-132.333;-10.6667;67.9911;-2.69871;-0.725793;-14.5963;10.8798;-1.55138;-132.333;-10.6667;131.786;-3.03613;
16;-31;-41;14;-40;-23.9117;-15.3391;-78.3333;-38.6667;51.7707;-2.22324;22.5925;-7.62104;23.851;-0.164358;-78.3333;-38.6667;87.696;-2.64381;
17;14;-40;47;-20;-0.725793;-14.5963;-12;-39.3333;42.3687;-1.2448;42.5886;5.16953;44.4239;0.201434;-12;-39.3333;43.8699;-1.81765;
18;47;-20;89;20;22.5925;-7.62104;55.6667;-23.3333;50.736;-0.40814;58.0911;22.4848;64.5828;0.41778;55.6667;-23.3333;62.8275;-0.436121;
19;89;20;109;40;42.5886;5.16953;114;10;90.7686;0.220614;66.77;41.7023;81.531;0.59089;114;10;115.48;0.0588609;
20;109;40;114;71;58.0911;22.4848;161.667;58.3333;115.655;0.351885;66.9686;61.4533;94.1198;0.764859;161.667;58.3333;172.019;0.326224;
21;114;71;112;104;66.77;41.7023;190;114.333;133.863;0.557854;61.1823;78.423;102.986;0.923309;190;114.333;221.217;0.526304;
22;112;104;99;128;66.9686;61.4533;194.667;173.333;152.43;0.749644;52.3419;92.8902;110.326;1.06681;194.667;173.333;259.496;0.714982;
23;99;128;61;157;61.1823;78.423;181.667;222.333;161.446;0.914057;42.9953;103.143;115.54;1.18075;181.667;222.333;285.457;0.87514;
24;61;157;50;167;52.3419;92.8902;159;265.667;168.15;1.20231;33.2194;88.0435;97.9129;1.21446;159;265.667;307.53;1.02256;
25;50;167;37;167;42.9953;103.143;133.333;297.667;174.07;1.28204;24.6868;66.7801;75.0109;1.22218;133.333;297.667;323.771;1.14201;
26;41;170;22;-34;33.2194;88.0435;103.333;251.667;174.64;1.33636;19.1433;42.1932;50.111;1.1585;103.333;251.667;269.585;1.17228;
