time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;43;120;43;120;20.9673;99.1179;58;297.667;126.906;1.22747;20.9673;99.1179;93.9044;1.3021;58;297.667;268.509;1.34367;
2;37;139;37;139;17.3043;103.493;47.3333;309.667;143.285;1.31164;11.9127;106.836;99.5272;1.41061;47.3333;309.667;278.107;1.39077;
3;26;160;26;160;11.9127;106.836;33;316.333;161.56;1.41093;-9.57434;116.028;107.592;1.62298;33;316.333;282.514;1.44494;
4;5;175;5;175;4.73289;109.795;17.3333;318.333;174.564;1.54376;-26.7451;117.7;111.47;1.77663;17.3333;318.333;282.973;1.50078;
5;-17;180;-17;180;-9.57434;116.028;-23.3333;338;180.33;1.66677;-46.0472;112.314;111.943;1.95622;-23.3333;338;302.667;1.63981;
6;-42;181;-42;181;-26.7451;117.7;-72.3333;344.667;185.386;1.80089;-64.4379;99.4115;109.12;2.15822;-72.3333;344.667;316.424;1.79345;
7;-79;179;-79;179;-46.0472;112.314;-128;330.333;195.315;1.98878;-79.7128;80.116;104.188;2.38482;-128;330.333;319.938;1.97402;
8;-110;159;-110;159;-64.4379;99.4115;-180.667;294.667;193.091;2.17868;-88.3669;54.9149;96.2849;2.63958;-180.667;294.667;314.066;2.17415;
9;-141;117;-141;117;-79.7128;80.116;-225.333;242;183.119;2.45203;-82.9643;29.3004;81.6733;2.88513;-225.333;242;303.456;2.39564;
10;-153;68;-153;68;-88.3669;54.9149;-252.667;172.333;167.485;2.72678;-67.2032;9.47006;63.2472;3.12757;-252.667;172.333;284.911;2.64285;
11;-151;22;-151;22;-82.9643;29.3004;-239.333;100.333;152.801;3.00042;-43.832;-1.43733;41.1097;-2.89536;-239.333;100.333;245.438;2.8766;
12;-124;-28;-124;-28;-67.2032;9.47006;-200;42.3333;127.507;-2.91617;-17.7851;-1.48706;17.1021;-2.51198;-200;42.3333;197.637;3.10981;
13;-39;-37;-39;-37;-43.832;-1.43733;-139.333;6.66667;54.3072;-2.37939;7.28643;8.97269;11.2554;0.0346175;-139.333;6.66667;139.99;-2.9301;
14;8;-15;8;-15;-17.7851;-1.48706;-68.6667;0;17.3156;-1.10876;27.5208;27.2847;36.6187;0.536011;-68.6667;0;75.3849;-2.64292;
15;41;10;41;10;7.28643;8.97269;5.33333;23;41.8123;0.229208;38.2112;48.2102;57.8697;0.75428;5.33333;23;15.2044;-1.03244;
16;59;48;59;48;27.5208;27.2847;71.3333;72.3333;75.5258;0.680169;43.3722;65.9866;74.4024;0.881239;71.3333;72.3333;82.2315;0.456923;
17;71;91;71;91;38.2112;48.2102;106.333;132;114.854;0.907486;44.6121;78.1228;84.8247;0.96107;106.333;132;145.059;0.722721;
18;74;120;74;120;43.3722;65.9866;124.667;183.333;140.409;1.01805;38.9583;68.9759;74.0909;0.952931;124.667;183.333;194.559;0.858699;
19;66;142;66;142;44.6121;78.1228;130.667;221;156.017;1.136;33.8307;41.5645;50.1605;0.717518;130.667;221;227.878;0.946888;
20;63;139;59;123;42.8196;80.7756;127;232.667;152.039;1.14558;28.2595;4.28382;32.5072;-0.132646;127;232.667;235.408;0.988495;
21;59;123;48;83;38.9583;68.9759;116.333;202;135.846;1.12382;22.6197;-37.6175;53.302;-1.04869;116.333;202;204.085;0.9495;
22;48;83;39;-1;33.8307;41.5645;101.333;127.333;95.3065;1.0464;18.4286;-79.6327;91.0131;-1.32223;101.333;127.333;138.223;0.721326;
23;39;-1;29;-104;28.2595;4.28382;85.6667;26;38.7478;-0.0387216;16.048;-118.534;128.682;-1.41466;85.6667;26;88.7006;-0.113589;
24;29;-104;19;-162;22.6197;-37.6175;69.6667;-89.3333;108.374;-1.3026;15.3011;-148.854;158.611;-1.44905;69.6667;-89.3333;144.653;-1.04877;
25;19;-162;15;-207;18.4286;-79.6327;57.3333;-210.333;163.575;-1.45611;15.832;-169.19;178.872;-1.45991;57.3333;-210.333;253.539;-1.33271;
26;15;-207;22;-240;16.048;-118.534;49.6667;-329.667;208.021;-1.49998;17.2633;-183.395;193.148;-1.46068;49.6667;-329.667;369.417;-1.42921;
27;22;-240;25;-275;15.3011;-148.854;46;-425.333;241.479;-1.48073;19.265;-196.718;206.611;-1.45814;46;-425.333;463.925;-1.46614;
28;25;-275;28;-288;15.832;-169.19;46;-488;276.607;-1.48131;0;0;0;0;46;-488;526.29;-1.47858;
29;28;-288;0;0;17.2633;-183.395;49.6667;-532.667;289.829;-1.47501;0;0;0;0;49.6667;-532.667;571.105;-1.47939;
30;29;-292;0;0;18.677;-192.347;54.3333;-562;293.906;-1.47293;0;0;0;0;54.3333;-562;600.745;-1.47611;
31;30;-296;0;0;19.265;-196.718;56.3333;-578;297.986;-1.4709;0;0;0;0;56.3333;-578;616.862;-1.47534;
32;29;-295;0;0;19.8385;-199.115;58.3333;-586.333;296.892;-1.47391;0;0;0;0;0;0;0;0;
