time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;34;260;34;260;14.7795;175.191;39.3333;515.667;261.29;1.44288;14.7795;175.191;178.002;1.4886;39.3333;515.667;505.625;1.50996;
2;30;259;15;260;10.6278;174.138;27.3333;512.333;259.817;1.45766;4.84928;170.952;173.225;1.54375;27.3333;512.333;501.706;1.53343;
3;15;260;-6;249;4.84928;170.952;12;503;259.552;1.51554;-15.8523;153.643;156.674;1.67321;12;503;492.035;1.56387;
4;-6;249;-31;232;-2.62384;165.169;-4;487.667;248.245;1.59765;-30.7376;138.438;144.003;1.78707;-4;487.667;476.856;1.5972;
5;-31;232;-54;203;-15.8523;153.643;-41;455.333;233.315;1.70694;-47.0072;118.12;129.246;1.9444;-41;455.333;447.115;1.68194;
6;-54;203;-77;163;-30.7376;138.438;-84;413.667;209.417;1.8349;-61.5978;94.3881;114.655;2.13966;-84;413.667;413.197;1.7968;
7;-77;163;-99;134;-47.0072;118.12;-132;356;179.796;2.01747;-73.8203;67.7101;101.797;2.38443;-132;356;372.567;1.95774;
8;-99;134;-129;87;-61.5978;94.3881;-174.667;288;166.325;2.21334;-83.5117;39.32;93.4158;2.68089;-174.667;288;332.152;2.15523;
9;-129;87;-134;45;-73.8203;67.7101;-210.667;210.333;155.68;2.55513;-90.2777;12.9984;91.7122;2.97499;-210.667;210.333;296.339;2.4037;
10;-134;45;-139;-1;-83.5117;39.32;-240.333;127.333;141.721;2.82475;-94.0713;-10.684;94.6161;-3.05191;-240.333;127.333;274.776;2.70433;
11;-139;-1;-143;-46;-90.2777;12.9984;-262.333;51.6667;139.679;-3.12839;-94.9198;-29.7244;98.9852;-2.85992;-262.333;51.6667;273.963;2.99252;
12;-143;-46;-143;-64;-94.0713;-10.684;-276;-18.6667;151.111;-2.8264;-94.4596;-44.5422;103.662;-2.72093;-276;-18.6667;286.131;-3.0378;
13;-143;-64;-140;-77;-94.9198;-29.7244;-279;-76.6667;157.623;-2.71761;-92.1063;-55.1633;106.386;-2.6206;-279;-76.6667;300.649;-2.84578;
14;-140;-77;-138;-87;-94.4596;-44.5422;-278.333;-124;160.77;-2.63615;-78.5923;-70.1518;104.013;-2.42979;-278.333;-124;317.087;-2.70188;
15;-138;-87;-132;-97;-92.1063;-55.1633;-272;-158.667;164.15;-2.57691;-68.1188;-75.779;100.374;-2.31895;-272;-158.667;327.888;-2.5978;
16;-132;-97;-120;-105;-86.5658;-63.1908;-256;-183.333;164.845;-2.50613;-55.2367;-79.8028;95.3409;-2.19086;-256;-183.333;328.276;-2.50816;
17;-120;-105;-95;-120;-78.5923;-70.1518;-233.667;-204;160.51;-2.42154;-39.5187;-82.4226;89.4917;-2.03022;-233.667;-204;323.889;-2.41579;
18;-95;-120;-76;-126;-68.1188;-75.779;-204.667;-220.333;154.128;-2.24043;-21.2839;-83.553;84.1229;-1.82861;-204.667;-220.333;314.616;-2.31561;
19;-76;-126;-53;-126;-55.2367;-79.8028;-168.333;-232.333;148.214;-2.11446;0.0908531;-82.6433;80.4329;-1.57171;-168.333;-232.333;300.836;-2.19951;
20;-53;-126;-29;-123;-39.5187;-82.4226;-122.667;-241;137.73;-1.97105;22.3047;-80.1053;80.9802;-1.29387;-122.667;-241;284.115;-2.05103;
21;-29;-123;5;-123;-21.2839;-83.553;-69;-246;127.348;-1.80591;43.6355;-76.0458;85.6819;-1.03869;-69;-246;268.436;-1.86403;
22;5;-123;41;-120;0.0908531;-82.6433;-7;-244;123.92;-1.53582;62.7435;-70.6222;92.7162;-0.829898;-7;-244;255.453;-1.63187;
23;41;-120;91;-114;22.3047;-80.1053;56.3333;-236.667;127.398;-1.24866;80.3575;-62.9897;100.623;-0.648547;56.3333;-236.667;252.204;-1.38035;
24;91;-114;114;-104;43.6355;-76.0458;117.333;-225;146.114;-0.904297;96.6057;-54.0702;109.5;-0.493378;117.333;-225;259.827;-1.13898;
25;114;-104;130;-91;62.7435;-70.6222;174;-210;154.392;-0.74651;109.181;-44.8649;117.064;-0.372955;174;-210;276.027;-0.928234;
26;130;-91;141;-78;80.3575;-62.9897;228.667;-188.333;158.627;-0.617497;119.591;-35.751;124.047;-0.273796;228.667;-188.333;296.914;-0.735925;
27;141;-78;169;-58;96.6057;-54.0702;280;-163;160.965;-0.511886;127.779;-27.6988;130.135;-0.197135;280;-163;322.383;-0.570033;
28;169;-58;195;-44;109.181;-44.8649;316.667;-136.667;178.322;-0.336293;134.482;-12.2792;134.694;-0.0748226;316.667;-136.667;341.628;-0.446907;
29;195;-44;201;-35;119.591;-35.751;346.333;-110;199.44;-0.22679;120.224;3.70801;120.205;0.0492556;346.333;-110;358.755;-0.343956;
30;201;-35;203;-24;127.779;-27.6988;370.667;-86;203.515;-0.177051;105.534;11.0781;106.204;0.125452;370.667;-86;374.838;-0.261695;
31;203;-24;198;-5;133.295;-19.8802;389.667;-61.6667;203.853;-0.122178;84.9389;17.834;87.1118;0.232181;389.667;-61.6667;387.938;-0.188369;
32;203;-19;187;11;134.482;-12.2792;395.667;-38.6667;203.304;-0.0977653;60.5237;20.8829;64.626;0.365416;395.667;-38.6667;390.246;-0.127557;
33;198;-5;148;23;128.977;-4.60073;380;-16.3333;197.42;-0.0296085;33.5631;18.86;39.4895;0.562815;380;-16.3333;372.412;-0.0734003;
34;187;11;130;37;120.224;3.70801;356.333;7.66667;186.61;0.0544482;7.02427;11.4013;15.2424;1.10399;356.333;7.66667;347.758;-0.00951998;
35;148;23;80;38;105.534;11.0781;315.333;28.3333;148.99;0.149259;-18.9794;0.749868;19.3716;2.98818;315.333;28.3333;307.233;0.0565216;
36;130;37;29;42;84.9389;17.834;257.333;48.6667;134.292;0.272594;-40.0723;-10.4315;41.0682;-2.94005;257.333;48.6667;251.582;0.150376;
37;80;38;-9;24;60.5237;20.8829;188.333;58.3333;87.6032;0.438006;-55.5134;-20.9892;58.7596;-2.8163;188.333;58.3333;185.876;0.257612;
38;29;42;-47;-3;33.5631;18.86;110.333;53.6667;49.9656;0.967868;-66.2745;-28.9546;71.6199;-2.7589;110.333;53.6667;110.335;0.397274;
39;-9;24;-80;-35;7.02427;11.4013;34.3333;34.3333;25.0923;1.96627;0;0;0;0;34.3333;34.3333;34.7589;0.736833;
