time;row_1;row_2;
     1;    1.3870;   -1.5306;
     2;    1.3909;   -1.5314;
     3;    1.3726;   -1.5144;
     4;    1.3660;   -1.5015;
     5;    1.3736;   -1.4929;
     6;    1.3828;   -1.4792;
     7;    1.3648;   -1.4974;
     8;    1.3722;   -1.4788;
     9;    1.3903;   -1.4980;
    10;    1.4073;   -1.5043;
    11;    1.4028;   -1.5201;
    12;    1.4167;   -1.5297;
    13;    1.4128;   -1.5276;
    14;    1.3936;   -1.5451;
    15;    1.4079;   -1.5535;
    16;    1.3928;   -1.5592;
    17;    1.3961;   -1.5515;
    18;    1.4149;   -1.5364;
    19;    1.4116;   -1.5385;
    20;    1.4049;   -1.5219;
    21;    1.4067;   -1.5322;
    22;    1.4058;   -1.5164;
    23;    1.4008;   -1.5312;
    24;    1.4169;   -1.5139;
    25;    1.3975;   -1.5075;
    26;    1.4096;   -1.4954;
    27;    1.4118;   -1.4894;
    28;    1.4225;   -1.4699;
    29;    1.4100;   -1.4502;
    30;    0.6113;    1.2987;
    31;    0.3025;    0.7655;
    32;    0.2007;    0.3069;
    33;    0.1476;   -0.0763;
    34;    0.1127;   -0.3838;
    35;    0.0869;   -0.6146;
    36;    0.0657;   -0.7690;
    37;    0.0463;   -0.8462;
    38;    0.0275;   -0.8461;
    39;    0.0085;   -0.7689;
    40;   -0.0129;   -0.6149;
    41;   -0.0393;   -0.3842;
    42;   -0.0739;   -0.0768;
    43;   -0.1274;    0.3064;
    44;   -0.2290;    0.7649;
    45;   -0.5380;    1.2980;
    46;    1.5505;   -1.4816;
    47;    1.5636;   -1.4830;
    48;    1.5553;   -1.4930;
    49;    1.5508;   -1.5086;
    50;    1.5483;   -1.5086;
    51;    1.5410;   -1.5130;
    52;    1.5425;   -1.4952;
    53;    1.5237;   -1.4810;
    54;    1.5166;   -1.4888;
    55;    1.4969;   -1.5088;
    56;    1.5072;   -1.4997;
    57;    1.5194;   -1.5194;
    58;    1.5294;   -1.5166;
    59;    1.5136;   -1.5098;
    60;    1.5082;   -1.4955;
    61;    1.4904;   -1.4777;
    62;    1.5063;   -1.4827;
    63;    1.5121;   -1.4675;
    64;    1.4933;   -1.4858;
    65;    1.5031;   -1.4669;
    66;    1.4898;   -1.4573;
    67;    1.4786;   -1.4631;
    68;    1.4700;   -1.4453;
    69;    1.4772;   -1.4261;
    70;    1.4718;   -1.4231;
    71;    1.4592;   -1.4406;
    72;    1.4672;   -1.4481;
    73;    1.4611;   -1.4546;
    74;    1.4699;   -1.4603;
    75;    1.4863;   -1.4665;
    76;    1.4783;   -1.4702;
    77;    1.4632;   -1.4683;
    78;    1.4652;   -1.4640;
    79;    1.4733;   -1.4523;
    80;    1.4802;   -1.4512;
    81;    1.4801;   -1.4445;
    82;    1.4649;   -1.4269;
    83;    1.4770;   -1.4094;
    84;    1.4864;   -1.4101;
    85;    1.4813;   -1.3966;
    86;    1.4616;   -1.3955;
    87;    1.4452;   -1.3759;
    88;    1.4319;   -1.3650;
    89;    1.4173;   -1.3640;
    90;    1.4159;   -1.3793;
    91;    1.4006;   -1.3935;
    92;    1.3937;   -1.4015;
    93;    1.4020;   -1.4203;
    94;    1.4033;   -1.4226;
    95;    1.4177;   -1.4338;
    96;    1.4186;   -1.4296;
    97;    1.3998;   -1.4337;
    98;    1.3994;   -1.4463;
    99;    1.4185;   -1.4403;
   100;    1.4018;   -1.4473;
   101;    1.4133;   -1.4336;
   102;    1.4011;   -1.4289;
   103;    1.4150;   -1.4444;
   104;    1.4131;   -1.4639;
   105;    1.4068;   -1.4548;
   106;    1.4144;   -1.4621;
   107;    1.4275;   -1.4548;
   108;    1.4382;   -1.4575;
   109;    1.4533;   -1.4615;
   110;    1.4653;   -1.4494;
   111;    1.4720;   -1.4681;
   112;    1.4642;   -1.4513;
   113;    1.4651;   -1.4585;
   114;    1.4749;   -1.4456;
   115;    1.4821;   -1.4586;
   116;    1.4961;   -1.4599;
   117;    1.5062;   -1.4568;
   118;    1.5245;   -1.4409;
   119;    1.5392;   -1.4603;
   120;    1.5234;   -1.4741;
   121;    1.5178;   -1.4732;
   122;    1.5160;   -1.4741;
   123;    1.4985;   -1.4588;
   124;    1.4945;   -1.4597;
   125;    1.4896;   -1.4740;
   126;    1.4850;   -1.4825;
   127;    1.5041;   -1.4888;
   128;    1.4990;   -1.4899;
   129;    1.4938;   -1.5097;
   130;    1.4906;   -1.5220;
   131;    1.4921;   -1.5275;
   132;    1.4838;   -1.5138;
   133;    1.5004;   -1.5086;
   134;    1.4895;   -1.4961;
   135;    1.4781;   -1.5056;
   136;    1.4834;   -1.5223;
   137;    1.4896;   -1.5292;
   138;    1.4774;   -1.5092;
   139;    1.4644;   -1.5002;
   140;    1.4634;   -1.4913;
   141;    1.4630;   -1.4952;
   142;    1.4441;   -1.5043;
   143;    1.4533;   -1.5015;
   144;    1.4571;   -1.4894;
   145;    1.4426;   -1.5061;
   146;    1.4527;   -1.5084;
   147;    1.4411;   -1.5249;
   148;    1.4523;   -1.5079;
   149;    1.4426;   -1.4893;
   150;    1.4442;   -1.4855;
