time;row_1;row_2;
     1;    1.7171;    0.3054;
     2;    1.3034;    0.4453;
     3;    0.6227;    1.3235;
     4;    0.9313;    1.1227;
     5;    0.3934;    1.3193;
     6;    0.3575;    0.6568;
     7;    0.7799;    0.0430;
     8;   -0.2025;   -0.3387;
     9;   -0.2974;   -0.9338;
    10;   -0.1567;   -1.4451;
    11;   -0.3720;   -1.3823;
    12;    0.1064;   -1.5324;
    13;   -0.1810;   -1.0290;
    14;   -1.0527;   -1.6098;
    15;   -0.8035;   -0.7757;
    16;   -0.5666;   -0.4047;
    17;   -0.5607;   -0.8645;
    18;   -0.7650;   -0.9821;
    19;   -0.6884;   -1.6937;
    20;    0.1053;   -0.7896;
    21;    0.5683;   -1.2908;
    22;    0.0582;   -1.9560;
    23;    0.7456;   -1.0372;
    24;    1.3984;   -1.5424;
    25;    0.8125;   -0.6606;
    26;    0.6840;    0.1095;
    27;    0.3091;    0.1100;
    28;    0.2399;   -0.2509;
    29;   -0.0977;    0.0572;
    30;    0.0720;   -0.6189;
    31;    0.3403;   -0.7347;
    32;    0.7260;   -1.4548;
    33;    0.4773;   -1.3566;
    34;    0.4277;   -1.6430;
    35;    0.5869;   -1.0876;
    36;    1.4754;   -1.1179;
    37;    0.8433;   -0.2312;
    38;    0.4109;    0.2620;
    39;    0.5741;    0.5593;
    40;    0.6449;    0.9894;
    41;    0.6672;    0.0262;
    42;    1.5457;    0.7198;
    43;    1.5240;    1.1277;
    44;    1.0092;    0.7980;
    45;    0.7233;    1.1794;
    46;   -0.0868;    1.8791;
    47;    0.8032;    1.7251;
    48;    1.3100;    1.7548;
    49;    0.7651;    1.0659;
    50;    1.0618;    0.5530;
    51;    0.9252;    1.3799;
    52;    0.5533;    1.9790;
    53;    1.0486;    1.4656;
    54;    0.4881;    1.1255;
    55;    1.0501;    1.3608;
    56;    1.2612;    0.8106;
    57;    1.1388;    0.6709;
    58;    1.0461;    1.0034;
    59;    1.1380;    1.0836;
    60;    1.7189;    1.6974;
    61;    1.8066;    1.6451;
    62;    1.4332;    1.8456;
    63;    1.1256;    1.3187;
    64;    1.6150;    1.2882;
    65;    1.2336;    1.6427;
    66;    1.3557;    1.3012;
    67;    0.9166;    1.4872;
    68;    1.0038;    1.0469;
    69;    1.4080;    1.3559;
    70;    1.5915;    1.0944;
    71;    1.4563;    1.6380;
    72;    1.7821;    0.8929;
    73;    1.7912;    1.3044;
    74;    1.7924;    0.4298;
    75;    1.9132;    0.9398;
    76;    1.8208;    1.3710;
    77;    1.3478;    0.8115;
    78;    1.5440;    1.2195;
    79;    1.8238;    0.8142;
    80;    1.6260;    0.3014;
    81;    0.6589;    1.2062;
    82;    0.8344;    0.7712;
    83;    1.7230;    1.0574;
    84;    1.3829;    1.3572;
    85;    1.0356;    1.1454;
    86;    0.3151;    0.5295;
    87;    1.2424;    1.3483;
    88;    1.8809;    1.6648;
    89;    2.0092;    0.9011;
    90;    2.0585;    0.9969;
    91;    1.6818;    0.6201;
    92;    1.4909;   -0.1784;
    93;    1.0997;   -1.0394;
    94;    0.7274;   -0.6184;
    95;    0.2421;    0.3064;
    96;    0.5284;    0.7580;
    97;   -0.1024;    0.4950;
    98;    0.6845;    0.9675;
    99;    1.6117;    1.8422;
   100;    0.7345;    1.4852;
   101;    0.1864;    1.6440;
   102;   -0.2790;    0.7445;
   103;   -0.8697;    0.2064;
   104;   -1.1488;    1.1295;
   105;   -1.5237;    0.5937;
   106;   -1.5462;    0.1969;
   107;   -1.8375;    0.7169;
   108;   -1.9803;    0.2856;
   109;   -1.0332;   -0.1937;
   110;   -1.1034;   -0.4021;
   111;   -0.1327;   -0.8745;
   112;   -0.0260;   -1.0348;
   113;   -0.3474;   -0.3105;
   114;   -0.7084;   -0.2745;
   115;   -0.4405;   -1.2522;
   116;    0.2443;   -0.9106;
   117;   -0.1506;   -0.8594;
   118;    0.6379;    0.0832;
   119;    1.4832;    0.7849;
   120;    1.9459;    1.7491;
   121;    1.2096;    1.2228;
   122;    0.3672;    1.7139;
   123;    1.2352;    1.0244;
   124;    1.4580;    1.6001;
   125;    1.3358;    1.6809;
   126;    0.6945;    1.9003;
   127;    0.7650;    0.9067;
   128;    0.0739;    1.7516;
   129;    0.4458;    1.1712;
   130;    0.1732;    1.3127;
   131;    0.6027;    0.9076;
   132;    1.5040;    1.9023;
   133;    1.9466;    1.7473;
   134;    1.2792;    1.7978;
   135;    0.3115;    1.6542;
   136;    0.0715;    1.6235;
   137;    0.8926;    1.0034;
   138;    0.5384;    1.3708;
   139;    1.3487;    0.9053;
   140;    0.6540;    1.2067;
   141;    0.6872;    1.1570;
   142;    0.3540;    1.5083;
   143;    0.7615;    1.1023;
   144;    0.7148;    1.3889;
   145;    1.6562;    0.8324;
   146;    0.7050;    0.4850;
   147;    0.8230;    0.2711;
   148;    1.1106;    0.6240;
   149;    0.9458;    0.4782;
   150;    1.1601;   -0.3398;
   151;    0.5995;   -0.2636;
   152;    0.2640;   -0.4826;
   153;    0.7164;   -0.3307;
   154;    1.0988;    0.6136;
   155;    0.9897;    0.9643;
   156;    1.3400;    0.5471;
   157;    1.4217;    0.7681;
   158;    1.1207;    0.6045;
   159;    1.2984;    0.7168;
   160;    1.4796;   -0.2752;
   161;    0.6277;   -0.4192;
   162;    0.3007;    0.0363;
   163;    0.3240;   -0.1553;
   164;    0.1370;    0.7744;
   165;    0.4908;    1.2536;
   166;    0.9894;    1.3671;
   167;    0.3294;    1.3927;
   168;    0.7360;    0.6116;
   169;    1.5531;    1.3194;
   170;    1.5092;    1.7842;
   171;    0.5246;    1.4517;
   172;   -0.1116;    0.4878;
   173;    0.2524;    0.3383;
   174;    0.0759;    1.1928;
   175;    0.8383;    0.9691;
   176;    1.0630;    1.1343;
   177;    1.7213;    1.8435;
   178;    0.8684;    1.4329;
   179;    0.9849;    1.0877;
   180;    1.7720;    0.5509;
   181;    0.8053;   -0.3901;
   182;    0.1290;   -0.0029;
   183;    0.1032;    0.4394;
   184;   -0.4384;    0.9229;
   185;    0.5051;    0.1215;
   186;    1.0242;   -0.7813;
   187;    0.9890;   -1.7537;
   188;    1.9837;   -1.1680;
   189;    1.6278;   -1.7625;
   190;    1.4057;   -2.2471;
   191;    0.7154;   -1.4626;
   192;    0.2111;   -0.7960;
   193;    0.7188;   -0.0973;
   194;    1.2785;   -0.7594;
   195;    0.9922;    0.0434;
   196;    1.2217;   -0.5600;
   197;    1.6422;   -0.4879;
   198;    1.6922;   -1.3698;
   199;    1.5794;   -0.6002;
   200;    1.1941;   -0.3054;
   201;    0.2581;    0.2319;
   202;    0.3079;   -0.3644;
   203;    0.5801;    0.4647;
   204;   -0.0419;    1.1674;
   205;    0.2667;    0.8416;
   206;   -0.6266;    1.8061;
   207;   -1.3138;    1.7885;
   208;   -1.8088;    1.1644;
   209;   -1.6283;    1.6484;
   210;   -1.6544;    1.8829;
   211;   -1.4943;    2.0616;
   212;   -1.3112;    1.6929;
   213;   -1.0478;    1.9258;
   214;   -0.2145;    1.7290;
   215;    0.0761;    0.8125;
   216;   -0.7061;    0.6085;
   217;   -1.2221;    0.3741;
   218;   -1.9054;    1.3332;
   219;   -1.4910;    1.5527;
   220;   -0.9521;    0.7126;
   221;   -1.3074;    0.0792;
   222;   -0.8956;    0.0012;
   223;   -0.8997;    0.6588;
   224;   -0.9759;    1.4878;
   225;   -1.1405;    0.8069;
   226;   -1.7941;    1.1271;
   227;   -0.9296;    0.3634;
   228;   -1.1759;    0.9054;
   229;   -0.6770;    1.4325;
   230;   -0.3650;    0.6167;
   231;   -0.3019;    0.2863;
   232;   -0.3748;   -0.3952;
   233;    0.4454;    0.4229;
   234;    0.5541;   -0.2033;
   235;   -0.4422;   -0.6629;
   236;    0.3076;   -1.5850;
   237;    0.4349;   -0.9922;
   238;   -0.1041;   -0.3985;
   239;   -0.4141;    0.4459;
   240;    0.4193;    0.6747;
   241;   -0.4074;    0.6407;
   242;    0.1354;    0.7084;
   243;   -0.6997;    0.9749;
   244;    0.0231;    1.6980;
   245;   -0.1474;    0.7990;
   246;    0.4377;    0.3024;
   247;    0.3929;   -0.5093;
   248;   -0.3838;   -0.9505;
   249;   -0.0663;   -0.6243;
   250;   -0.5315;    0.0648;
   251;    0.2511;   -0.8752;
   252;   -0.3289;   -1.1976;
   253;   -0.4152;   -0.5854;
   254;   -0.1877;   -0.2927;
   255;   -0.0534;   -0.8621;
   256;   -0.0678;   -1.0461;
   257;   -0.8023;   -0.4057;
   258;   -1.0926;   -0.5780;
   259;   -1.5116;   -0.6882;
   260;   -1.2179;    0.0238;
   261;   -1.1436;    0.1136;
   262;   -0.9257;   -0.1120;
   263;   -0.8429;   -0.4478;
   264;   -1.3147;   -0.5634;
   265;   -0.3637;   -1.1741;
   266;   -0.6934;   -0.4025;
   267;   -1.2994;   -0.1891;
   268;   -1.3095;    0.5118;
   269;   -0.5681;    1.4333;
   270;   -1.0287;    0.7319;
   271;   -0.1860;    0.4831;
   272;   -0.3170;    0.9952;
   273;    0.3565;    1.9295;
   274;    1.2393;    2.4025;
   275;    1.6730;    2.1326;
   276;    1.8602;    1.5005;
   277;    1.6309;    1.8124;
   278;    1.4249;    0.8993;
   279;    1.5546;    0.2968;
   280;    1.0099;    0.1483;
   281;    1.1310;    1.0435;
   282;    1.8395;    1.9795;
   283;    1.7868;    1.5447;
   284;    2.1130;    1.0848;
   285;    1.4047;    1.2241;
   286;    1.5593;    0.3772;
   287;    1.8833;    0.1174;
   288;    1.8923;   -0.4267;
   289;    1.0819;   -0.4745;
   290;    1.6835;   -0.3157;
   291;    1.8715;    0.4726;
   292;    2.2813;   -0.0864;
   293;    1.5174;   -0.9728;
   294;    1.7429;   -0.4492;
   295;    1.4206;   -0.3284;
   296;    1.1671;    0.0175;
   297;    0.4282;    0.4608;
   298;    0.3366;   -0.0635;
   299;    0.7623;   -0.7053;
   300;   -0.0869;   -1.6167;
   301;    0.4482;   -1.7110;
   302;   -0.0316;   -0.8484;
   303;   -0.4105;   -0.2629;
   304;   -0.4827;   -0.9528;
   305;   -0.5624;   -0.5869;
   306;    0.1760;   -1.4696;
   307;    0.0932;   -1.3567;
   308;   -0.3349;   -1.7192;
   309;   -1.0882;   -2.2618;
   310;   -0.9705;   -1.6184;
   311;    0.0102;   -1.3180;
   312;    0.9937;   -0.8068;
   313;    0.0684;   -0.3243;
   314;   -0.3829;    0.0755;
   315;   -1.2254;    0.5543;
   316;   -0.9221;    0.3607;
   317;   -0.9538;    0.6197;
   318;   -1.0292;    1.5274;
   319;   -1.0408;    1.0761;
   320;   -0.5833;    0.8299;
   321;   -0.3980;   -0.0453;
   322;   -0.0133;   -0.3636;
   323;    0.3129;   -1.0734;
   324;    0.5851;   -1.5473;
   325;    1.4762;   -1.1085;
   326;    1.4630;   -1.3448;
   327;    1.2516;   -0.6175;
   328;    1.4658;    0.2690;
   329;    1.9943;    0.3251;
   330;    2.2414;   -0.4328;
   331;    1.7005;   -0.0894;
   332;    1.6029;    0.0265;
   333;    1.4150;    0.8096;
   334;    0.7601;   -0.0766;
   335;    1.1182;    0.3792;
   336;    1.3296;    0.2749;
   337;    0.3599;   -0.0759;
   338;    0.2251;    0.0257;
   339;    0.2342;   -0.5399;
   340;    0.4232;    0.4417;
   341;   -0.1514;   -0.1376;
   342;    0.2521;   -1.1047;
   343;   -0.4687;   -1.6565;
   344;    0.4927;   -1.2030;
   345;   -0.0809;   -1.4173;
   346;    0.4112;   -0.9733;
   347;    0.5754;   -1.9095;
   348;    0.6385;   -1.6172;
   349;    0.7890;   -1.3958;
   350;    0.9301;   -0.4282;
   351;    0.1885;    0.2270;
   352;    0.5829;    0.1891;
   353;   -0.3141;    0.1668;
   354;   -0.4933;    1.1202;
   355;   -0.2228;    1.2538;
   356;    0.7749;    1.3432;
   357;    1.0355;    1.6338;
   358;    0.7801;    1.9605;
   359;    0.1747;    1.1298;
   360;    1.0284;    1.3172;
   361;    0.8871;    1.3551;
   362;    0.8972;    0.6009;
   363;    0.3273;    0.7499;
   364;   -0.2309;   -0.0802;
   365;    0.3274;   -0.5640;
   366;   -0.2603;    0.1934;
   367;   -0.6247;   -0.5271;
   368;    0.0893;   -0.7206;
   369;   -0.2429;    0.2410;
   370;    0.3476;    0.1886;
   371;    1.2040;   -0.0054;
   372;    0.7904;    0.3333;
   373;    1.1029;    0.3256;
   374;    0.3438;    0.5150;
