time;row_1;row_2;
     1;    0.1702;   -0.1122;
     2;    0.0992;    0.0835;
     3;    0.4688;    0.5412;
     4;    0.0767;    0.4011;
     5;    0.5353;    0.1418;
     6;    0.2495;   -0.3350;
     7;    0.3903;    0.0180;
     8;    0.4070;   -0.0093;
     9;    0.2042;    0.3105;
    10;    0.0999;    0.6505;
    11;   -0.2570;    0.2352;
    12;   -0.1516;    0.2058;
    13;   -0.3595;   -0.2903;
    14;   -0.1367;   -0.2482;
    15;   -0.2062;   -0.2356;
    16;   -0.0561;   -0.0182;
    17;   -0.4806;    0.0010;
    18;   -0.3192;    0.0021;
    19;   -0.2422;   -0.1103;
    20;   -0.6246;    0.1200;
    21;   -0.5491;    0.0157;
    22;   -0.5161;    0.4360;
    23;   -0.0428;    0.7957;
    24;   -0.1420;    0.7574;
    25;   -0.1740;    0.9414;
    26;   -0.0805;    0.8036;
    27;   -0.2725;    0.6712;
    28;    0.1906;    1.1028;
    29;    0.6146;    0.8558;
    30;    0.7336;    1.0502;
    31;    0.2921;    0.6423;
    32;    0.4435;    0.5796;
    33;    0.7041;    0.8586;
    34;    0.2449;    1.0684;
    35;    0.6789;    0.8236;
    36;    0.3148;    0.4787;
    37;    0.5907;    0.0783;
    38;    0.3383;   -0.0135;
    39;   -0.1166;   -0.0668;
    40;    0.3077;   -0.0573;
    41;    0.4948;   -0.4070;
    42;    0.9578;   -0.4442;
    43;    0.7323;    0.0293;
    44;    0.6705;   -0.4157;
    45;    0.8771;   -0.7497;
    46;    1.1566;   -0.7256;
    47;    1.5902;   -0.8571;
    48;    1.4733;   -0.6572;
    49;    1.7297;   -0.2023;
    50;    1.7980;    0.1148;
    51;    1.4692;   -0.3474;
    52;    1.8769;   -0.7795;
    53;    1.4671;   -0.7903;
    54;    1.0590;   -0.8407;
    55;   -1.4209;   -0.7522;
    56;   -1.0750;   -0.4200;
    57;   -0.7714;   -0.2863;
    58;   -0.4813;   -0.2207;
    59;   -0.2242;   -0.1847;
    60;    0.0010;   -0.1512;
    61;    0.2030;   -0.1330;
    62;    0.3803;   -0.1157;
    63;    0.5221;   -0.0967;
    64;    0.6466;   -0.0855;
    65;    0.7336;   -0.0730;
    66;    0.8130;   -0.0540;
    67;    0.8549;   -0.0545;
    68;    0.8684;   -0.0378;
    69;    0.8474;   -0.0162;
    70;    0.8143;    0.0011;
    71;    0.7466;    0.0072;
    72;    0.6520;    0.0098;
    73;    0.5220;    0.0238;
    74;    0.3771;    0.0406;
    75;    0.1931;    0.0717;
    76;   -0.0178;    0.1074;
    77;   -0.2348;    0.1318;
    78;   -0.4847;    0.1730;
    79;   -0.7608;    0.2448;
    80;   -1.0685;    0.3833;
    81;   -1.4144;    0.7250;
    82;    1.5930;   -0.2658;
    83;    1.6433;   -0.4968;
    84;    1.9968;   -0.8924;
    85;    1.9754;   -0.4904;
    86;    1.8718;   -0.1357;
    87;    1.8772;   -0.0503;
    88;    1.6607;    0.3781;
    89;    1.9315;    0.6097;
    90;    1.7180;    0.7195;
    91;    1.7691;    0.7228;
    92;    1.4377;    1.0210;
    93;    1.2710;    1.2097;
    94;    1.2101;    1.2022;
    95;    1.2773;    1.6374;
    96;    0.8813;    1.3892;
    97;    0.5039;    1.8476;
    98;    0.5453;    1.7294;
    99;    0.3335;    1.8495;
   100;   -0.0693;    1.3607;
   101;    0.3392;    1.5312;
   102;   -0.0453;    1.8806;
   103;   -0.4689;    1.8681;
   104;    0.0178;    1.8768;
   105;    0.1437;    1.7837;
   106;    0.4016;    2.0813;
   107;    0.2818;    2.0092;
   108;    0.5001;    1.8664;
   109;    0.1152;    1.4175;
   110;    0.2235;    0.9513;
   111;   -0.1581;    0.7835;
   112;    0.2027;    0.5514;
   113;    0.5665;    0.6790;
   114;    0.6989;    1.0861;
   115;    0.3519;    1.1080;
   116;    0.5420;    1.4034;
   117;    0.4500;    1.8827;
   118;    0.5878;    1.4293;
   119;    0.2337;    1.3581;
   120;    0.2976;    1.5731;
