time;row_1;row_2;row_3;row_4;
1;-36.8;298.6;210.387;1.59333;
2;-67.4;299.2;213.873;1.7368;
3;-96.8;295;216.633;1.87428;
4;-127;286;219.345;2.01843;
5;-148.4;271.4;216.963;2.13675;
6;-155;251.8;204.591;2.21543;
7;-184.4;228.8;207.261;2.39649;
8;-200.8;199.2;201.94;2.56002;
9;-201.8;168;187.535;2.70245;
10;-193.4;138.8;169.069;2.83806;
11;-170.6;115;141.096;2.95097;
12;-133;97;101.318;3.05529;
13;-90;90;57.9667;3.11169;
14;-44.2;90;12.2639;2.99978;
15;-0.2;98;33.3129;0.296504;
16;40.4;110;75.6484;0.2914;
17;68.4;119.2;105.114;0.298706;
18;85.8;118;121.552;0.247122;
19;94.2;100.2;126.822;0.0942346;
20;95.8;64.4;130.068;-0.18454;
21;94;12.2;147.231;-0.54293;
22;91;-51.4;186.146;-0.848526;
23;89.2;-125.2;245.503;-1.0542;
24;85.4;-126.6;244.876;-1.07052;
25;79;-163.8;275.448;-1.15579;
26;77.8;-247.2;352.997;-1.25432;
27;83.2;-353.4;456.458;-1.31553;
