time;row_1;row_2;row_3;row_4;
1;-129.4;274.4;320.576;2.04478;
2;-146.8;266.4;321.969;2.10424;
3;-164.4;258;324.269;2.16419;
4;-181;248.2;325.995;2.22325;
5;-195.6;234.2;324.358;2.28526;
6;-205.8;219.6;320.477;2.33918;
7;-237.6;195.6;327.715;2.46014;
8;-268;167.6;336.185;2.58209;
9;-295.4;136.6;345.373;2.70055;
10;-320.2;102.4;355.632;2.81755;
11;-340.4;67;365.702;2.92712;
12;-354.4;31;373.672;3.0294;
13;-363.4;-7.2;380.34;3.13204;
14;-369.4;-46.4;387.957;-3.04979;
15;-371.4;-82;394.79;-2.96034;
16;-367;-120.2;399.196;-2.86408;
17;-357.6;-157.6;402.253;-2.76811;
18;-345.4;-194;405.99;-2.67353;
19;-327;-227.6;406.535;-2.57921;
20;-302.6;-257.4;403.596;-2.48437;
21;-273.8;-283.8;398.786;-2.38769;
22;-237.4;-307.6;390.832;-2.27933;
23;-195.8;-326.4;380.569;-2.16393;
24;-150.6;-340;369.342;-2.04156;
25;-100.8;-348.2;357.315;-1.90653;
26;-49.2;-348.2;343.784;-1.76434;
27;4;-343;332.417;-1.60968;
28;60.2;-333.6;325.654;-1.43751;
29;113.8;-319.2;323.225;-1.2664;
30;164.2;-300;324.511;-1.09972;
31;212.8;-276;329.667;-0.934568;
32;255.4;-247;335.627;-0.780528;
33;293.2;-217.4;344.961;-0.642012;
34;327.6;-182.4;354.901;-0.504554;
35;357;-146;365.954;-0.378311;
36;380.2;-109.6;376.463;-0.265457;
37;399.8;-72.2;387.763;-0.158923;
38;414.8;-34;398.551;-0.0581568;
39;426.4;3.4;409.724;0.0347489;
40;433;42.4;419.469;0.127253;
41;434.4;80.8;427.415;0.21607;
42;430.4;118.8;433.322;0.303817;
43;420.4;157;436.992;0.394198;
44;403.6;190;435.722;0.479036;
45;375.2;219.4;425.876;0.571167;
46;337.6;246.6;411.225;0.676437;
47;292.2;269;392.536;0.793608;
48;237.8;286.2;370.157;0.9314;
49;232.6;295.6;374.725;0.957507;
50;218.2;309;377.898;1.0091;
51;183.6;320;370.449;1.10411;
52;122;324.4;351.317;1.26705;
