time;row_1;row_2;
   736;   -0.5966;   -0.4057;
   737;   -0.8398;   -0.3950;
   738;   -0.1203;    0.0161;
   739;   -0.7130;    0.3004;
   740;   -1.4175;    0.4341;
   741;   -0.9405;   -0.3761;
   742;   -0.7922;   -0.6747;
   743;    0.1614;   -1.4894;
   744;   -0.6538;   -0.4977;
   745;   -0.4370;   -0.6023;
   746;   -1.3612;   -1.5312;
   747;   -1.2871;   -0.5417;
   748;   -0.7174;   -0.1217;
   749;   -0.3886;    0.1572;
   750;   -0.7431;    0.9575;
   751;   -1.5550;    1.2481;
   752;   -1.8280;    1.6096;
   753;   -1.2768;    1.3947;
   754;   -1.1912;    1.2243;
   755;   -1.0579;    1.0091;
   756;   -0.3028;    1.9344;
   757;   -1.1109;    1.8327;
   758;   -1.3938;    1.8870;
   759;   -0.7776;    1.0563;
   760;   -0.6073;    0.6519;
   761;   -0.5942;    1.4517;
   762;   -0.6951;    0.8105;
   763;   -0.1196;    0.2691;
   764;   -0.0256;    0.1807;
   765;   -0.4416;    0.3626;
   766;    0.2348;    0.3493;
   767;    0.5764;    1.1530;
   768;   -0.2258;    1.5669;
   769;   -0.4011;    1.9389;
   770;   -0.3667;    1.5576;
   771;    0.0135;    0.9898;
   772;    0.1811;    0.6443;
   773;   -0.5897;    1.1697;
   774;   -1.4460;    1.9289;
   775;   -1.8740;    1.7966;
   776;   -1.0138;    1.0167;
   777;   -1.0977;    1.8010;
   778;   -1.4983;    1.9006;
   779;   -0.9722;    1.0789;
   780;   -1.3635;    1.8202;
   781;   -1.7382;    0.9206;
   782;   -1.8415;    1.7164;
   783;   -1.2774;    1.8485;
   784;   -1.4873;    1.0502;
   785;   -1.0112;    0.1645;
   786;   -0.7308;    0.1262;
   787;   -1.3710;    0.2506;
   788;   -1.3773;    1.2014;
   789;   -0.9403;    1.9645;
   790;   -0.7824;    1.6652;
   791;    0.2146;    0.7620;
   792;    1.0597;    0.6032;
   793;    0.3400;    1.0408;
   794;    0.4028;    1.9760;
   795;    0.5746;    2.4563;
   796;   -0.2416;    2.5998;
   797;   -1.0455;    1.6596;
   798;   -0.6048;    1.9523;
   799;   -0.9035;    2.1359;
   800;   -0.8602;    1.3274;
   801;   -0.5171;    1.6684;
   802;   -1.4360;    1.8621;
   803;   -1.0408;    1.9856;
   804;   -1.3844;    1.1030;
   805;   -1.7903;    0.3232;
   806;   -1.3554;    1.2115;
   807;   -1.4220;    0.2733;
   808;   -1.5431;    0.9282;
   809;   -1.5626;    0.9406;
   810;   -1.3532;    0.9369;
   811;   -0.4125;    0.1332;
   812;   -1.3027;    0.3804;
   813;   -1.7125;   -0.4854;
   814;   -1.2979;    0.2913;
   815;   -0.8541;    0.1726;
   816;   -1.8346;   -0.6762;
   817;   -1.6629;   -1.2183;
   818;   -1.1353;   -1.6366;
   819;   -1.8464;   -1.5831;
   820;   -0.8910;   -1.8315;
   821;   -1.8442;   -1.8477;
   822;   -1.7739;   -1.2735;
   823;   -1.8801;   -1.6258;
   824;   -1.8757;   -1.0673;
   825;   -1.6265;   -1.0678;
   826;   -0.9004;   -0.4086;
   827;   -1.5663;   -1.1239;
   828;   -0.6494;   -1.5542;
   829;   -0.5187;   -1.0187;
   830;   -0.8540;   -1.9698;
   831;   -0.2592;   -1.8436;
   832;    0.4871;   -1.8610;
   833;    1.3775;   -1.2475;
   834;    1.2088;   -0.4805;
   835;    1.8583;   -1.3544;
   836;    2.0972;   -0.6184;
   837;    2.2261;   -1.2219;
   838;    1.7587;   -1.5610;
   839;    1.6711;   -1.3774;
   840;    0.9603;   -1.3354;
   841;    1.5785;   -1.8828;
   842;    1.4979;   -1.8394;
   843;    1.8738;   -1.8480;
   844;    0.9192;   -1.1350;
   845;    0.7113;   -1.8430;
   846;   -0.1429;   -1.9775;
   847;   -0.7049;   -1.3357;
   848;   -1.2936;   -1.9112;
   849;   -1.6067;   -1.8082;
   850;   -0.7449;   -1.0710;
   851;   -0.1133;   -0.6124;
   852;   -0.6041;   -0.4229;
   853;   -0.8707;   -0.9649;
   854;   -1.6344;   -0.8944;
   855;   -1.3832;   -1.3658;
   856;   -1.8360;   -1.0558;
   857;   -1.3435;   -0.7934;
   858;   -1.6248;   -1.3653;
   859;   -1.0218;   -1.3048;
   860;   -0.1756;   -0.6419;
   861;   -1.0816;    0.2092;
   862;   -1.0195;   -0.6673;
   863;   -0.7262;   -1.3384;
   864;   -1.1116;   -0.3797;
   865;   -1.0357;   -1.2936;
   866;   -1.5172;   -1.0796;
   867;   -1.3501;   -0.0979;
   868;   -1.4616;    0.0779;
   869;   -0.7435;    0.6674;
   870;   -0.9827;    0.1841;
   871;   -1.6205;    1.1487;
   872;   -1.3805;    1.1784;
   873;   -0.4317;    0.6687;
   874;   -1.0584;    0.7159;
   875;   -1.2750;    0.9476;
   876;   -0.5311;   -0.0243;
   877;    0.2292;   -0.7969;
   878;   -0.3350;   -0.0325;
   879;   -0.1800;    0.5841;
   880;   -1.1097;    0.7940;
   881;   -0.7705;    0.0547;
