time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.7557;   -0.5591;    0.1696;   -0.8250;    0.2465;   -0.3041;   -0.1800;    0.2172;   -0.2811;   -0.2298;   -0.0516;    0.2147;
   2;    0.7181;   -0.6554;    0.1270;   -0.6414;    0.2323;   -0.1616;   -0.1007;    0.0314;   -0.2389;   -0.1885;   -0.0628;    0.1904;
   3;    0.6144;   -0.6709;    0.1185;   -0.6205;    0.2671;   -0.1489;   -0.1343;   -0.0696;   -0.2861;   -0.1836;   -0.0321;    0.1735;
   4;    0.7409;   -0.6531;    0.1746;   -0.5514;    0.2464;   -0.1682;   -0.1759;   -0.0988;   -0.3152;   -0.1761;    0.0450;    0.1751;
   5;    0.7507;   -0.6582;    0.2244;   -0.4439;    0.2479;   -0.1314;   -0.1890;   -0.1292;   -0.3866;   -0.1217;    0.1578;    0.0806;
   6;    0.5650;   -0.5264;    0.2584;   -0.2920;    0.2547;   -0.1636;   -0.0960;   -0.2013;   -0.4108;   -0.0429;    0.2060;    0.0361;
   7;    0.4601;   -0.5124;    0.2172;   -0.0091;    0.2901;   -0.2497;   -0.0694;   -0.2444;   -0.2861;    0.0110;    0.1381;    0.0343;
   8;    0.4881;   -0.5378;    0.2299;    0.0297;    0.3791;   -0.2747;   -0.1596;   -0.1670;   -0.2071;   -0.0632;    0.0861;   -0.0147;
   9;    0.5166;   -0.6128;    0.4143;    0.0690;    0.3694;   -0.2923;   -0.2113;   -0.1483;   -0.2092;   -0.0953;    0.0604;   -0.0373;
  10;    0.3664;   -0.5675;    0.4624;    0.1576;    0.3562;   -0.3280;   -0.1974;   -0.1621;   -0.1334;   -0.1360;    0.0262;   -0.0734;
  11;    0.2384;   -0.5961;    0.5760;    0.2639;    0.3125;   -0.3183;   -0.1965;   -0.1433;   -0.1093;   -0.1150;   -0.0046;   -0.1234;
  12;    0.1739;   -0.5525;    0.5842;    0.3303;    0.3234;   -0.3180;   -0.1811;   -0.1019;   -0.0943;   -0.1087;    0.0149;   -0.1438;
  13;    0.0681;   -0.5026;    0.6012;    0.3490;    0.3288;   -0.3434;   -0.0879;   -0.1523;   -0.0211;   -0.1007;   -0.0219;   -0.1264;
  14;   -0.0315;   -0.4840;    0.6116;    0.3643;    0.3611;   -0.3607;   -0.0667;   -0.1303;   -0.0020;   -0.1080;   -0.0309;   -0.1675;
