time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.1558;   -0.0954;    0.4231;   -0.2570;   -0.1621;   -0.2846;    0.2618;   -0.1112;   -0.2732;   -0.2012;   -0.0651;    0.1843;
   2;    1.3894;   -0.3813;    0.4755;   -0.2854;   -0.0825;   -0.2354;    0.1573;   -0.0615;   -0.4665;   -0.1826;   -0.0071;    0.1504;
   3;    1.2334;   -0.4591;    0.3316;   -0.3349;    0.0158;   -0.2239;    0.1244;   -0.0766;   -0.4874;   -0.2089;   -0.0402;    0.1784;
   4;    1.1712;   -0.5863;    0.2486;   -0.2774;    0.0999;   -0.2586;    0.1144;   -0.0997;   -0.5094;   -0.1810;   -0.0710;    0.1899;
   5;    1.3086;   -0.8156;    0.2979;   -0.1351;    0.0290;   -0.2194;    0.1365;   -0.1912;   -0.5069;   -0.1305;   -0.0596;    0.1506;
   6;    1.3237;   -0.9376;    0.3551;   -0.0545;   -0.0663;   -0.1156;    0.0883;   -0.2575;   -0.4860;   -0.1320;    0.0132;    0.0900;
   7;    1.4836;   -1.0600;    0.4560;    0.0303;   -0.1046;   -0.0424;   -0.0059;   -0.2571;   -0.4572;   -0.1749;    0.0839;    0.0858;
   8;    1.5672;   -1.0315;    0.4631;    0.0554;   -0.0403;   -0.1027;    0.0134;   -0.2692;   -0.4869;   -0.1038;    0.0922;    0.0690;
   9;    1.4190;   -0.8638;    0.3176;    0.1828;    0.0996;   -0.1308;   -0.0225;   -0.2875;   -0.4299;   -0.0679;    0.0946;    0.0306;
  10;    1.3692;   -0.9010;    0.3950;    0.1733;    0.1863;   -0.2167;   -0.0462;   -0.3033;   -0.3998;    0.0096;    0.0077;   -0.0066;
  11;    1.1946;   -1.0932;    0.5397;    0.1472;    0.1654;   -0.2075;   -0.0851;   -0.2800;   -0.4165;    0.0363;   -0.0041;   -0.0710;
  12;    1.1455;   -1.2571;    0.6110;    0.1452;    0.1430;   -0.1905;   -0.1122;   -0.2722;   -0.4407;    0.0556;    0.0079;   -0.1363;
  13;    1.0972;   -1.3010;    0.6047;    0.2175;    0.1221;   -0.1633;   -0.1338;   -0.2987;   -0.3994;    0.0287;    0.0118;   -0.1484;
