time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.1622;   -0.9290;    0.5848;   -0.4856;   -0.4881;   -0.2569;    0.1704;    0.0150;   -0.3674;   -0.0619;   -0.0568;   -0.0644;
   2;    1.2522;   -0.9033;    0.6160;   -0.4814;   -0.4537;   -0.2561;    0.1662;    0.0432;   -0.4107;   -0.0826;   -0.0494;   -0.0662;
   3;    1.0059;   -0.6086;    0.4452;   -0.3530;   -0.3869;   -0.2710;    0.1510;    0.0396;   -0.3735;   -0.1506;   -0.0392;   -0.0333;
   4;    1.3631;   -0.8015;    0.5387;   -0.5104;   -0.3133;   -0.2716;    0.1468;    0.0250;   -0.4627;   -0.1081;   -0.0715;   -0.0067;
   5;    1.3984;   -0.7865;    0.4925;   -0.4560;   -0.2667;   -0.2691;    0.1443;    0.0107;   -0.4739;   -0.1533;   -0.0593;    0.0354;
   6;    1.3063;   -0.6908;    0.4013;   -0.3490;   -0.1730;   -0.2306;    0.1085;   -0.0003;   -0.4724;   -0.2179;   -0.0278;    0.0513;
   7;    1.5241;   -0.8328;    0.4576;   -0.3619;   -0.1109;   -0.1861;    0.0422;    0.0115;   -0.4893;   -0.2429;   -0.0379;    0.0885;
   8;    1.4120;   -0.8142;    0.3812;   -0.2613;   -0.0398;   -0.1391;    0.0021;   -0.0240;   -0.4662;   -0.2790;    0.0000;    0.1179;
   9;    1.4718;   -0.9087;    0.4094;   -0.2764;   -0.0032;   -0.0868;   -0.0271;   -0.0563;   -0.4873;   -0.2576;    0.0179;    0.1061;
  10;    1.4031;   -0.8801;    0.3741;   -0.1971;    0.0044;   -0.0436;   -0.0169;   -0.0904;   -0.4937;   -0.2774;    0.0656;    0.0977;
  11;    1.5248;   -1.0185;    0.4720;   -0.1679;    0.0160;   -0.0282;   -0.0295;   -0.1132;   -0.5018;   -0.2330;    0.0586;    0.0706;
  12;    1.3079;   -0.9236;    0.3733;   -0.0062;    0.0477;   -0.0424;   -0.0240;   -0.2121;   -0.4684;   -0.1767;    0.0522;    0.0471;
  13;    1.3758;   -1.0420;    0.5036;   -0.0187;    0.0880;   -0.0876;   -0.0531;   -0.2189;   -0.5117;   -0.0922;    0.0833;   -0.0116;
  14;    1.2933;   -1.0542;    0.5285;    0.0597;    0.1504;   -0.1164;   -0.0944;   -0.1923;   -0.5145;   -0.0854;    0.1097;   -0.0601;
  15;    1.2271;   -1.0613;    0.5518;    0.0866;    0.1889;   -0.1298;   -0.1156;   -0.1748;   -0.5082;   -0.0776;    0.1024;   -0.1003;
  16;    1.2370;   -1.1206;    0.6142;    0.0529;    0.2005;   -0.1531;   -0.1286;   -0.1682;   -0.4924;   -0.0193;    0.0630;   -0.1460;
  17;    1.1541;   -1.1093;    0.6387;    0.0882;    0.2284;   -0.1931;   -0.1331;   -0.1728;   -0.4710;    0.0242;    0.0325;   -0.1656;
  18;    1.1120;   -1.1336;    0.6762;    0.1291;    0.2385;   -0.2074;   -0.1286;   -0.1651;   -0.4543;    0.0502;    0.0158;   -0.1900;
