time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.1553;    0.1733;    0.0612;   -0.5974;   -0.0121;   -0.2942;   -0.0436;   -0.0224;    0.2782;    0.0652;   -0.2529;    0.1177;
   2;    1.0911;    0.1314;    0.0452;   -0.6233;   -0.0216;   -0.1674;   -0.0010;   -0.0774;    0.2356;    0.0245;   -0.2731;    0.1383;
   3;    1.0712;    0.1350;    0.0159;   -0.6613;    0.0844;   -0.1141;    0.0008;   -0.0787;    0.1644;   -0.0082;   -0.2777;    0.1481;
   4;    1.1086;    0.2098;   -0.0879;   -0.6813;    0.2155;   -0.0813;   -0.0168;   -0.0768;    0.0692;   -0.0311;   -0.2176;    0.1020;
   5;    1.0432;    0.2239;   -0.1567;   -0.6364;    0.3093;   -0.0829;   -0.0491;   -0.0846;    0.0637;   -0.0714;   -0.1742;    0.0612;
   6;    0.9656;    0.1477;   -0.0951;   -0.5527;    0.3590;   -0.0541;   -0.0913;   -0.1634;    0.0979;   -0.0831;   -0.2174;    0.1491;
   7;    0.9441;    0.1291;   -0.0963;   -0.5599;    0.4367;    0.0300;   -0.0712;   -0.2054;    0.0007;   -0.1302;   -0.1834;    0.1599;
   8;    0.8501;    0.1666;   -0.2631;   -0.4016;    0.4289;    0.0072;   -0.0323;   -0.2191;   -0.0024;   -0.2047;   -0.0778;    0.0980;
   9;    0.7910;    0.2670;   -0.3332;   -0.2774;    0.4616;   -0.0022;   -0.0356;   -0.2221;    0.0050;   -0.2368;   -0.0095;    0.0333;
  10;    0.7944;    0.2567;   -0.2745;   -0.1880;    0.4650;    0.1018;   -0.0904;   -0.3362;    0.0503;   -0.2615;    0.0978;    0.0023;
  11;    0.8246;    0.0775;   -0.2036;   -0.0866;    0.4345;    0.1398;   -0.1296;   -0.3656;    0.0591;   -0.2974;    0.1255;    0.0284;
  12;    0.7566;   -0.0406;   -0.1766;    0.0527;    0.3854;    0.0970;   -0.0977;   -0.3559;    0.0499;   -0.2812;    0.0784;    0.0348;
  13;    0.7085;   -0.0398;   -0.1483;    0.0969;    0.5551;    0.0373;   -0.1274;   -0.4029;    0.0719;   -0.1788;   -0.0103;    0.0400;
  14;    0.5383;   -0.0327;    0.0037;    0.0769;    0.6108;    0.0113;   -0.1464;   -0.3555;    0.0670;   -0.1690;   -0.0190;    0.0682;
  15;    0.4949;   -0.1263;    0.0764;    0.0988;    0.6431;    0.0116;   -0.1065;   -0.3765;    0.0839;   -0.1449;   -0.0099;    0.0974;
  16;    0.6098;   -0.1782;    0.1188;    0.1743;    0.6314;    0.0059;   -0.0480;   -0.4261;    0.0951;   -0.1135;   -0.0274;    0.1203;
  17;    0.3417;   -0.1070;    0.1996;    0.2125;    0.6122;   -0.0267;   -0.0305;   -0.3707;    0.0555;   -0.1238;   -0.0050;    0.1020;
  18;    0.1763;   -0.1572;    0.2076;    0.2344;    0.6197;   -0.0391;   -0.0339;   -0.3219;    0.0727;   -0.1343;   -0.0039;    0.0755;
