time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.0019;   -0.6005;   -0.3657;   -0.2164;   -0.1264;   -0.2809;   -0.0072;   -0.1051;   -0.0435;   -0.2995;    0.0733;    0.2981;
   2;    1.0341;   -0.6688;   -0.3005;   -0.2478;    0.0053;   -0.2585;   -0.1467;   -0.0639;   -0.1201;   -0.2357;    0.0961;    0.2963;
   3;    1.1530;   -0.8076;   -0.1933;   -0.2371;    0.1064;   -0.1882;   -0.3254;   -0.0103;   -0.1678;   -0.1975;    0.1419;    0.2377;
   4;    1.2692;   -0.8814;   -0.1619;   -0.1307;    0.1631;   -0.1094;   -0.4488;   -0.0129;   -0.1663;   -0.1873;    0.1775;    0.1895;
   5;    1.5946;   -1.1383;    0.0480;   -0.1862;    0.2770;   -0.1072;   -0.4999;   -0.0729;   -0.1341;   -0.1415;    0.1447;    0.1256;
   6;    1.4873;   -1.0762;    0.0938;   -0.1613;    0.3762;   -0.1601;   -0.4967;   -0.1422;   -0.1204;   -0.0247;    0.0331;    0.0605;
   7;    1.3137;   -0.9425;    0.0203;    0.0293;    0.4073;   -0.2192;   -0.4818;   -0.1484;   -0.1081;   -0.0454;    0.0130;    0.0358;
   8;    1.1190;   -0.8654;    0.0219;    0.1747;    0.3467;   -0.2103;   -0.5130;   -0.1134;   -0.1044;   -0.0921;    0.0216;   -0.0155;
   9;    1.0765;   -0.9125;    0.1614;    0.1906;    0.3291;   -0.2151;   -0.5231;   -0.0855;   -0.1101;   -0.1162;    0.0178;   -0.0698;
  10;    1.1238;   -1.0176;    0.3095;    0.2128;    0.3076;   -0.2084;   -0.5072;   -0.0670;   -0.1255;   -0.1288;    0.0165;   -0.1114;
