time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.0569;   -0.3247;   -0.0264;   -0.6647;   -0.0566;   -0.4596;   -0.0570;    0.2019;   -0.0051;   -0.3747;   -0.0967;    0.1786;
   2;    0.9636;   -0.1983;   -0.0917;   -0.5734;   -0.0548;   -0.4650;   -0.0214;    0.1573;    0.0106;   -0.3968;   -0.0752;    0.1651;
   3;    0.8107;   -0.1002;   -0.1631;   -0.5222;    0.0050;   -0.4506;   -0.0176;    0.0996;   -0.0123;   -0.4009;   -0.0496;    0.1247;
   4;    0.9486;   -0.2137;   -0.2535;   -0.4502;    0.0375;   -0.4085;   -0.0523;    0.0241;   -0.0440;   -0.4127;   -0.0686;    0.1670;
   5;    0.9253;   -0.2220;   -0.2447;   -0.3913;    0.1150;   -0.3334;   -0.1479;    0.0041;   -0.1096;   -0.3944;    0.0048;    0.1562;
   6;    0.8364;   -0.2217;   -0.1301;   -0.3185;    0.2799;   -0.3023;   -0.2126;   -0.0383;   -0.1724;   -0.3619;    0.0394;    0.1577;
   7;    0.7152;   -0.1568;   -0.1136;   -0.2253;    0.3210;   -0.2393;   -0.1650;   -0.1210;   -0.1830;   -0.3961;    0.0582;    0.1439;
   8;    0.5940;   -0.2420;   -0.0263;   -0.2053;    0.3413;   -0.2185;   -0.1042;   -0.1719;   -0.2605;   -0.3494;    0.0426;    0.1061;
   9;    0.5945;   -0.4493;    0.0483;   -0.1215;    0.3909;   -0.2569;   -0.1481;   -0.1894;   -0.2849;   -0.2613;    0.0138;    0.0818;
  10;    0.6224;   -0.5945;    0.1961;   -0.0188;    0.4112;   -0.2652;   -0.2168;   -0.1577;   -0.2662;   -0.1911;   -0.0070;    0.0446;
  11;    0.5962;   -0.6725;    0.3688;    0.1053;    0.4568;   -0.3041;   -0.2615;   -0.0753;   -0.1956;   -0.1400;   -0.0572;   -0.0545;
  12;    0.6105;   -0.7502;    0.6047;    0.2041;    0.4550;   -0.3324;   -0.2673;   -0.0082;   -0.1717;   -0.1213;   -0.1210;   -0.1290;
  13;    0.5522;   -0.8452;    0.7688;    0.2342;    0.4672;   -0.3731;   -0.2965;    0.0692;   -0.1735;   -0.1407;   -0.1585;   -0.1483;
  14;    0.3921;   -0.8217;    0.7539;    0.2260;    0.5417;   -0.4108;   -0.2928;    0.1029;   -0.1756;   -0.1290;   -0.1747;   -0.1581;
  15;    0.3605;   -0.8429;    0.8274;    0.2725;    0.4989;   -0.4009;   -0.2468;    0.1186;   -0.1841;   -0.1077;   -0.1787;   -0.1593;
