time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3323;   -1.0501;    0.5498;   -0.3421;   -0.4850;   -0.3814;   -0.1097;    0.3514;   -0.1092;   -0.1763;    0.2009;    0.0050;
   2;    1.3293;   -0.9975;    0.3260;   -0.1957;   -0.4203;   -0.3550;   -0.0971;    0.4054;   -0.1280;   -0.3187;    0.1235;    0.0434;
   3;    1.5153;   -1.0928;    0.2028;   -0.2089;   -0.3313;   -0.4515;   -0.1772;    0.3932;   -0.1206;   -0.3110;    0.1338;    0.0646;
   4;    1.6630;   -1.1902;    0.2187;   -0.2544;   -0.2947;   -0.4354;   -0.1314;    0.3891;   -0.1900;   -0.3163;    0.1296;    0.0498;
   5;    1.6853;   -1.2376;    0.2305;   -0.2739;   -0.2635;   -0.3702;   -0.0715;    0.3720;   -0.2413;   -0.3273;    0.1018;    0.0263;
   6;    1.7484;   -1.2919;    0.1982;   -0.2397;   -0.1595;   -0.3547;   -0.0546;    0.3871;   -0.3009;   -0.3523;    0.0956;    0.0371;
   7;    1.5611;   -1.2217;    0.1360;   -0.2227;   -0.0687;   -0.3358;   -0.0497;    0.3379;   -0.3260;   -0.3158;    0.0702;    0.0676;
   8;    1.6344;   -1.3455;    0.1854;   -0.2145;   -0.0497;   -0.3315;   -0.0580;    0.3012;   -0.3759;   -0.2952;    0.0784;    0.0700;
   9;    1.4812;   -1.2262;    0.0712;   -0.1243;    0.0342;   -0.3442;   -0.1039;    0.2635;   -0.3541;   -0.3036;    0.0965;    0.1552;
  10;    1.7470;   -1.4060;    0.1563;   -0.1582;    0.0403;   -0.2456;   -0.1021;    0.1571;   -0.3821;   -0.2503;    0.1083;    0.1506;
  11;    1.6865;   -1.4388;    0.2448;   -0.1514;    0.0012;   -0.1116;   -0.0342;    0.0579;   -0.3819;   -0.2193;    0.0889;    0.1431;
  12;    1.6329;   -1.4666;    0.2088;   -0.0179;    0.1618;   -0.2013;   -0.0701;    0.0389;   -0.4425;   -0.1510;    0.0840;    0.0588;
  13;    1.4436;   -1.4479;    0.2489;    0.1057;    0.2935;   -0.2724;   -0.1086;    0.0095;   -0.4673;   -0.0665;    0.0856;    0.0040;
  14;    1.1728;   -1.2924;    0.2069;    0.1713;    0.3623;   -0.2475;   -0.0845;   -0.0317;   -0.4659;   -0.0688;    0.1033;    0.0063;
  15;    1.4159;   -1.5003;    0.3299;    0.1574;    0.3277;   -0.2125;   -0.0256;   -0.0279;   -0.5229;   -0.0226;    0.0585;   -0.0801;
