time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.7302;   -0.2047;   -0.1599;   -0.4930;    0.0963;   -0.2779;   -0.1348;   -0.0305;    0.2273;   -0.2510;   -0.1062;    0.1329;
   2;    0.7634;   -0.2684;   -0.1235;   -0.5114;    0.1865;   -0.2804;   -0.1873;   -0.0183;    0.1521;   -0.2299;   -0.0799;    0.1427;
   3;    0.7767;   -0.2559;   -0.1102;   -0.4937;    0.2451;   -0.2412;   -0.2099;   -0.0155;    0.0579;   -0.2080;   -0.0890;    0.1256;
   4;    0.7258;   -0.1972;   -0.0845;   -0.4752;    0.2896;   -0.2062;   -0.2007;   -0.0643;    0.0341;   -0.2351;   -0.0791;    0.1377;
   5;    0.6397;   -0.2237;   -0.0338;   -0.4397;    0.3356;   -0.2010;   -0.2699;   -0.0287;    0.0702;   -0.2677;   -0.0697;    0.1280;
   6;    0.5652;   -0.1132;   -0.2085;   -0.3029;    0.3067;   -0.1405;   -0.2304;   -0.1659;    0.1109;   -0.3828;    0.0212;    0.0972;
   7;    0.5359;   -0.1712;   -0.2180;   -0.2301;    0.3264;   -0.1318;   -0.2059;   -0.2076;    0.0527;   -0.4032;    0.0414;    0.1133;
   8;    0.5307;   -0.1936;   -0.1881;   -0.1684;    0.3757;   -0.1340;   -0.2307;   -0.1838;    0.0202;   -0.4301;    0.0720;    0.1139;
   9;    0.6581;   -0.2417;   -0.0910;   -0.0513;    0.4008;   -0.0706;   -0.3004;   -0.2068;    0.0420;   -0.3855;    0.0391;    0.1345;
  10;    0.6076;   -0.1533;   -0.1448;    0.0320;    0.4666;   -0.1369;   -0.2555;   -0.2737;    0.0599;   -0.3290;    0.0110;    0.1118;
  11;    0.6371;   -0.1948;   -0.1473;    0.0664;    0.5707;   -0.2197;   -0.2562;   -0.2455;   -0.0042;   -0.2477;   -0.0126;    0.0912;
  12;    0.5868;   -0.2652;   -0.0233;    0.0755;    0.5989;   -0.1716;   -0.3190;   -0.1429;   -0.0780;   -0.2079;    0.0079;    0.0629;
  13;    0.4746;   -0.3556;    0.0767;    0.1572;    0.5274;   -0.0991;   -0.2786;   -0.1169;   -0.0641;   -0.2470;    0.0639;    0.0561;
  14;    0.6018;   -0.5473;    0.1271;    0.2241;    0.4214;   -0.0847;   -0.1156;   -0.2212;    0.0271;   -0.3107;    0.0286;    0.1271;
  15;    0.6826;   -0.6582;    0.2424;    0.2604;    0.3525;   -0.0774;   -0.0523;   -0.2450;   -0.0125;   -0.2559;   -0.0248;    0.1269;
