time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.1788;   -0.8315;    0.2240;   -0.4502;   -0.1989;   -0.3701;    0.1331;    0.2922;   -0.2182;   -0.1327;   -0.0363;    0.0859;
   2;    1.3530;   -0.7938;    0.1028;   -0.3980;    0.0074;   -0.3316;    0.2006;    0.2705;   -0.2757;   -0.1350;   -0.0992;    0.1208;
   3;    1.6511;   -0.7403;    0.0664;   -0.4717;   -0.0043;   -0.3657;    0.0608;    0.2490;   -0.3233;   -0.1340;   -0.0309;    0.1203;
   4;    1.4236;   -0.6077;    0.1754;   -0.5744;    0.0378;   -0.2955;   -0.0638;    0.2433;   -0.3054;   -0.2059;    0.0259;    0.1325;
   5;    1.2880;   -0.5656;    0.3311;   -0.6089;    0.1484;   -0.2683;   -0.1379;    0.2652;   -0.3145;   -0.2242;    0.0700;    0.1667;
   6;    1.2105;   -0.5245;    0.2976;   -0.5862;    0.2326;   -0.2810;   -0.1510;    0.2697;   -0.3283;   -0.2218;    0.0732;    0.1857;
   7;    1.1681;   -0.4906;    0.2835;   -0.6024;    0.3530;   -0.2798;   -0.1665;    0.2310;   -0.3774;   -0.1771;    0.0942;    0.1870;
   8;    0.9615;   -0.4380;    0.1129;   -0.4208;    0.4378;   -0.2862;   -0.1515;    0.1234;   -0.3135;   -0.0896;    0.0479;    0.1470;
   9;    1.0303;   -0.5513;    0.1333;   -0.3682;    0.5143;   -0.2681;   -0.1792;    0.0960;   -0.3126;   -0.0609;    0.0257;    0.1524;
  10;    0.9998;   -0.5963;    0.1192;   -0.2964;    0.5625;   -0.2191;   -0.1415;    0.0613;   -0.3457;   -0.0736;    0.0003;    0.1626;
  11;    1.0501;   -0.6417;    0.0798;   -0.1555;    0.5653;   -0.2182;   -0.0979;   -0.0092;   -0.3410;   -0.0380;   -0.0232;    0.1461;
  12;    1.0541;   -0.6367;    0.1235;   -0.0912;    0.5677;   -0.2072;   -0.1443;   -0.0621;   -0.2675;   -0.0530;   -0.0340;    0.1400;
  13;    0.9613;   -0.5888;    0.1557;   -0.0580;    0.5624;   -0.1433;   -0.2488;   -0.0670;   -0.1988;   -0.1226;    0.0326;    0.0773;
  14;    0.9812;   -0.6860;    0.2365;   -0.0824;    0.5642;   -0.0513;   -0.3123;   -0.0062;   -0.2486;   -0.1499;    0.0997;   -0.0060;
  15;    0.9605;   -0.7377;    0.3407;   -0.0841;    0.5728;   -0.0630;   -0.3071;    0.0482;   -0.2910;   -0.1475;    0.1225;   -0.0432;
  16;    0.9695;   -0.7982;    0.4051;   -0.1415;    0.6279;   -0.0754;   -0.3397;    0.0802;   -0.2852;   -0.1258;    0.0911;   -0.0825;
  17;    0.9254;   -0.8244;    0.4429;   -0.1090;    0.6314;   -0.0875;   -0.3581;    0.0747;   -0.2706;   -0.1178;    0.0695;   -0.1067;
  18;    0.9268;   -0.8436;    0.5019;   -0.1139;    0.6491;   -0.0988;   -0.3813;    0.0878;   -0.2681;   -0.1282;    0.0542;   -0.1103;
