time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.5378;   -0.8846;    0.6659;   -0.3464;   -0.6239;   -0.2652;    0.1825;   -0.0478;   -0.3274;   -0.0028;   -0.0060;   -0.0867;
   2;    1.4117;   -0.9428;    0.6608;   -0.3615;   -0.5741;   -0.2011;    0.1679;   -0.0352;   -0.3363;   -0.0675;   -0.0055;   -0.0611;
   3;    1.2771;   -0.7143;    0.4900;   -0.2325;   -0.5252;   -0.2221;    0.2076;   -0.0388;   -0.3333;   -0.1296;    0.0019;   -0.0173;
   4;    1.5486;   -0.8604;    0.5352;   -0.2879;   -0.4072;   -0.2806;    0.2041;    0.0017;   -0.4448;   -0.1137;   -0.0094;   -0.0079;
   5;    1.5248;   -0.9399;    0.5656;   -0.2948;   -0.3319;   -0.2732;    0.2037;   -0.0164;   -0.5177;   -0.0943;   -0.0275;   -0.0141;
   6;    1.4557;   -0.9372;    0.5351;   -0.1788;   -0.2937;   -0.2424;    0.1897;   -0.0461;   -0.5081;   -0.1569;    0.0009;    0.0309;
   7;    1.3238;   -0.9014;    0.5235;   -0.1267;   -0.2183;   -0.2054;    0.1226;   -0.0753;   -0.4768;   -0.1880;    0.0095;    0.0708;
   8;    1.2668;   -0.8903;    0.5581;   -0.1893;   -0.0914;   -0.2080;    0.0913;   -0.0885;   -0.5399;   -0.1571;    0.0078;    0.1124;
   9;    1.2910;   -0.9193;    0.5649;   -0.2087;   -0.0446;   -0.1687;    0.0372;   -0.1086;   -0.5561;   -0.1710;    0.0480;    0.1340;
  10;    1.3668;   -0.9864;    0.5854;   -0.1859;   -0.0164;   -0.1212;   -0.0162;   -0.1489;   -0.5512;   -0.1606;    0.0764;    0.1245;
  11;    1.2129;   -0.9090;    0.5257;   -0.0816;    0.0663;   -0.1326;   -0.0132;   -0.1914;   -0.5268;   -0.1403;    0.0655;    0.1326;
  12;    1.2521;   -1.0229;    0.6410;   -0.0611;    0.0905;   -0.0495;   -0.0994;   -0.1921;   -0.4893;   -0.1407;    0.0847;    0.0754;
  13;    0.9963;   -0.9219;    0.5775;    0.1110;    0.0885;   -0.0288;   -0.1066;   -0.2286;   -0.4432;   -0.1363;    0.1002;    0.0039;
  14;    1.0786;   -1.1057;    0.7169;    0.0691;    0.1235;   -0.0953;   -0.1318;   -0.2347;   -0.4492;   -0.0422;    0.0471;   -0.0882;
  15;    1.0467;   -1.1798;    0.7952;    0.1244;    0.1297;   -0.1342;   -0.1927;   -0.2322;   -0.4015;   -0.0086;    0.0190;   -0.1590;
  16;    1.0130;   -1.2216;    0.8744;    0.2105;    0.1533;   -0.1539;   -0.2509;   -0.2157;   -0.3522;   -0.0012;    0.0002;   -0.2210;
