time;row_1;row_2;
     1;   -1.5265;    0.6733;
     2;   -0.8685;    0.3515;
     3;   -1.8086;   -0.1814;
     4;   -0.5943;   -0.1950;
     5;   -0.7614;    0.9256;
     6;   -1.0036;    0.9492;
     7;   -1.4544;    1.1405;
     8;   -0.0649;    1.5176;
     9;    0.1845;    1.0160;
    10;   -0.6047;    1.4610;
    11;   -1.7743;    1.0171;
    12;   -1.4195;    1.4129;
    13;   -1.0352;    1.9969;
    14;   -0.9168;    0.8994;
    15;   -0.7607;    1.8666;
    16;   -1.0260;    1.4820;
    17;   -0.2266;    0.8109;
    18;    0.2939;    0.6601;
    19;   -0.4421;    0.2305;
    20;   -1.1113;   -0.5530;
    21;    0.2292;    0.5444;
    22;    1.3088;    0.9523;
    23;    1.6909;    0.7096;
    24;    0.3610;   -0.5353;
    25;   -0.6683;   -1.8234;
    26;    0.3536;   -1.9972;
    27;    1.6856;   -1.4330;
    28;    0.3627;   -1.2296;
    29;    1.6833;   -0.4289;
    30;    0.5312;   -1.0304;
    31;    0.3684;   -1.1015;
    32;   -0.0242;   -0.5991;
    33;   -0.1995;   -1.0196;
    34;    0.0872;    0.2909;
    35;   -0.8258;    0.5108;
    36;   -1.6912;    1.7271;
    37;   -0.3332;    2.1895;
    38;    0.0444;    1.4219;
    39;    0.2327;    0.8447;
    40;    1.4030;    1.8009;
    41;    1.7536;    1.0334;
    42;    2.8063;    0.2013;
    43;    1.5907;   -0.3365;
    44;    1.7761;   -0.1545;
    45;    0.8823;   -0.8326;
    46;    0.8633;   -0.8199;
    47;    1.4124;    0.3086;
    48;    1.6870;    0.2782;
    49;    1.4145;    0.1417;
    50;    0.5407;    0.2667;
    51;   -0.7515;   -0.9625;
    52;   -1.5248;   -0.8303;
    53;   -0.4708;    0.5316;
    54;   -0.7836;    0.4938;
    55;   -1.8974;    1.3185;
    56;   -0.5000;    1.8864;
    57;   -0.1506;    0.5274;
    58;   -1.4077;   -0.2067;
    59;   -1.5165;   -0.9573;
    60;   -0.9207;    0.1734;
    61;   -0.0445;   -0.2166;
    62;   -0.1734;    0.3532;
    63;   -0.1559;    0.4646;
    64;    0.2096;    0.6450;
    65;   -0.6256;   -0.0608;
    66;   -1.4572;    0.0383;
    67;   -0.2211;    1.4074;
    68;   -1.2616;    1.4116;
    69;   -1.2762;    0.7216;
    70;   -1.4294;    0.1979;
    71;   -0.6885;    0.0496;
    72;   -0.1459;   -0.8724;
    73;    0.5131;    0.1952;
    74;    1.0936;   -0.4607;
    75;    1.3567;   -1.4139;
    76;    0.1843;   -0.7031;
    77;    0.4371;    0.1475;
    78;   -0.8308;   -0.8574;
    79;    0.4525;   -1.7325;
    80;   -0.4957;   -0.4765;
    81;    0.3928;    0.5937;
    82;    0.3261;    1.3017;
    83;    0.3680;    0.5881;
    84;    0.9583;    0.2569;
    85;    1.1896;   -0.0269;
    86;    2.0299;   -0.1881;
    87;    1.7646;    0.3512;
    88;    1.3001;   -0.5191;
    89;    0.2478;   -1.4453;
    90;   -0.9785;   -0.2377;
    91;    0.2865;   -1.1687;
    92;    1.1104;   -0.9378;
    93;    1.6665;   -1.5732;
    94;    1.5547;   -0.2474;
    95;    1.8451;    0.1889;
    96;    0.7994;    0.8191;
    97;    1.3053;    0.1711;
    98;    0.1515;   -0.2438;
    99;   -0.7215;   -0.9225;
   100;    0.6153;   -0.4743;
   101;   -0.3545;   -1.3647;
   102;   -0.0030;   -0.1249;
   103;    0.5406;    0.4029;
   104;    1.3531;   -0.4027;
   105;    0.4993;   -0.3687;
   106;    0.9407;    0.2156;
   107;   -0.2075;    1.3847;
   108;    0.0060;    0.7779;
   109;    1.3554;    1.3173;
   110;    1.4208;    1.5773;
   111;    1.2228;    1.5468;
   112;    0.2857;    1.7334;
   113;    0.6011;    1.7234;
   114;    0.2216;    0.7629;
   115;    1.5665;    1.6263;
   116;    1.9838;    0.9018;
   117;    1.8654;   -0.3048;
   118;    1.3369;    0.6735;
   119;    1.5564;    0.4766;
   120;    1.3046;    0.5336;
   121;    1.3109;   -0.5568;
   122;    1.5734;    0.7914;
   123;    1.5113;    0.9254;
   124;    1.7608;   -0.4102;
   125;    0.4860;    0.7583;
   126;    1.7928;    0.3676;
   127;    1.3005;    0.3463;
   128;    1.3803;    0.3593;
   129;    0.0722;    0.3156;
   130;    0.5907;    0.9047;
   131;    0.5797;    0.0657;
   132;    1.3716;    0.2240;
   133;    1.7358;    0.1209;
   134;    1.4893;    1.3400;
   135;    1.0640;    0.6090;
   136;    0.7381;    0.2214;
   137;   -0.0671;    1.4164;
   138;   -0.2825;    1.4561;
   139;    0.7349;    1.7713;
   140;    1.0929;    0.3747;
   141;    0.6352;    1.5396;
   142;    0.5466;    1.5741;
   143;    1.8892;    2.4371;
   144;    1.3715;    1.1611;
   145;    0.5984;    1.4901;
   146;    0.5296;    0.1404;
   147;    0.1478;   -0.9643;
   148;    0.3531;   -0.1522;
   149;    1.1461;    0.4525;
   150;    1.3947;    1.5588;
   151;    0.1085;    1.1910;
   152;    1.3531;    1.9185;
   153;    1.2266;    1.3610;
   154;    1.8789;    0.8353;
   155;    1.6537;    0.2202;
   156;    1.2605;   -0.1811;
   157;    0.9278;    0.7336;
   158;    1.5721;   -0.2465;
   159;    1.9910;   -1.3910;
   160;    0.7128;   -1.2539;
   161;    0.1893;   -0.7617;
