time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -114; -91;-114;-91;13;21;146.469;-2.46746;
2; -101; -70;-107.5;-80.5;31;47;123.483;-2.53466;
3; -70; -23;-95;-61.3333;26;56;74.2232;-2.82045;
4; -44; 33;-82.25;-37.75;27;56;55.089;2.50898;
5; -17; 89;-69.2;-12.4;31;89;90.2699;1.76509;
6; 14; 178;-55.3333;19.3333;11;33;178.089;1.49452;
7; 25; 211;-43.8571;46.7143;6;16;212;1.45463;
8; 31; 227;-34.5;69.25;0;1;228.625;1.43668;
9; 31; 228;-27.2222;86.8889;-2;0;229.616;1.43726;
10; 29; 228;-21.6;101;-3;-6;229.358;1.4459;
11; 26; 222;-17.2727;112;-7;-77;223.042;1.4559;
12; 19; 145;-14.25;114.75;-5;-82;145.759;1.44304;
13; 14; 63;-12.0769;110.769;-4;-125;64.0263;1.35721;
14; 10; -62;-10.5;98.4286;1;-76;63.158;-1.41866;
15; 11; -138;-9.06667;82.6667;6;-41;138.832;-1.49458;
16; 17; -179;-7.4375;66.3125;6;-22;180.192;-1.4787;
17; 23; -201;-5.64706;50.5882;2;-16;202.689;-1.45921;
18; 25; -217;-3.94444;35.7222;2;1;218.813;-1.45826;
19; 27; -216;-2.31579;22.4737;0;3;218.054;-1.44864;
20; 27; -213;-0.85;10.7;-1;8;215.076;-1.44694;
21; 26; -205;0.428571;0.428571;-18;184;207.014;-1.44695;
