time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -90; -47;-90;-47;13;13;102.041;-2.66041;
2; -77; -34;-83.5;-40.5;18;33;84.6801;-2.72549;
3; -59; -1;-75.3333;-27.3333;23;53;59.4672;-3.12095;
4; -36; 52;-65.5;-7.5;28;46;63.3194;2.18429;
5; -8; 98;-54;13.6;26;47;98.1376;1.65705;
6; 18; 145;-42;35.5;23;57;145.832;1.45019;
7; 41; 202;-30.1429;59.2857;16;46;205.806;1.37249;
8; 57; 248;-19.25;82.875;11;11;254.143;1.34642;
9; 68; 259;-9.55556;102.444;-3;-3;267.443;1.31547;
10; 65; 256;-2.1;117.8;-3;-11;263.791;1.3236;
11; 62; 245;3.72727;129.364;-7;-60;252.392;1.32446;
12; 55; 185;8;134;-15;-75;192.656;1.28375;
13; 40; 110;10.4615;132.154;-25;-124;116.679;1.22502;
14; 15; -14;10.7857;121.714;-23;-104;20.3466;-0.77434;
15; -8; -118;9.53333;105.733;-8;-96;118.529;-1.64219;
16; -16; -214;7.9375;85.75;-3;-20;214.858;-1.64745;
17; -19; -234;6.35294;66.9412;0;0;235.034;-1.65366;
18; -19; -234;4.94444;50.2222;0;1;235.034;-1.65366;
19; -19; -233;3.68421;35.3158;0;3;234.037;-1.65402;
20; -19; -230;2.55;22.05;-1;4;231.048;-1.6551;
21; -20; -226;1.47619;10.2381;-1;16;227.15;-1.66097;
22; -21; -210;0.454545;0.227273;-21;-210;211.319;-1.6725;
