time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -147; -4;-147;-4;16;8;147.768;-3.11311;
2; -131; 4;-139;0;25;13;131.763;3.11281;
3; -106; 17;-128;5.66667;28;23;108.021;2.98551;
4; -78; 40;-115.5;14.25;29;23;88.1951;2.67351;
5; -49; 63;-102.2;24;49;61;80.0857;2.24042;
6; 0; 124;-85.1667;40.6667;22;40;123.794;1.57652;
7; 22; 164;-69.8571;58.2857;13;40;165.17;1.44153;
8; 35; 204;-56.75;76.5;1;11;206.657;1.40409;
9; 36; 215;-46.4444;91.8889;0;1;217.672;1.40794;
10; 36; 216;-38.2;104.3;0;-4;218.659;1.40869;
11; 36; 212;-31.4545;114.091;1;0;214.712;1.40568;
12; 37; 212;-25.75;122.25;-3;-39;214.879;1.40109;
13; 34; 173;-21.1538;126.154;-5;-75;175.97;1.38046;
14; 29; 98;-17.5714;124.143;-3;-66;101.802;1.28918;
15; 26; 32;-14.6667;118;-5;-76;40.6249;0.898778;
16; 21; -44;-12.4375;107.875;-1;-73;48.6429;-1.14048;
17; 20; -117;-10.5294;94.6471;2;-60;118.785;-1.40767;
18; 22; -177;-8.72222;79.5556;3;-49;178.483;-1.45122;
19; 25; -226;-6.94737;63.4737;6;-17;227.509;-1.46382;
20; 31; -243;-5.05;48.15;-2;-4;245.087;-1.44688;
21; 29; -247;-3.42857;34.0952;0;0;248.822;-1.45685;
22; 29; -247;-1.95455;21.3182;1;3;248.822;-1.45685;
23; 30; -244;-0.565217;9.78261;0;24;245.959;-1.45142;
24; 30; -220;0.708333;0.208333;2.0858e-023;3.50443e-033;222.148;-1.43855;
