time;row_1;row_2;row_3;row_4;
1;-2.89391;133.536;131.587;1.59623;
2;-10.4562;128.537;127.015;1.65679;
3;-19.9827;120.317;120.077;1.74181;
4;-30.5662;109.465;111.861;1.85178;
5;-48.9448;89.7115;100.672;2.08366;
6;-63.061;66.3321;90.4086;2.34972;
7;-70.3096;42.7806;81.6765;2.61868;
8;-65.5939;23.3117;69.4024;2.82934;
9;-52.2168;9.4693;53.1975;3.00055;
10;-32.2773;2.30613;32.7313;3.13197;
11;-9.03449;2.94139;9.53447;3.04177;
12;14.1231;10.9762;16.359;0.581456;
13;36.6692;29.1713;45.2814;0.643812;
14;53.202;51.1823;72.1267;0.750506;
15;64.4296;74.4775;96.6816;0.847673;
16;66.7644;96.8736;115.758;0.960819;
17;59.2856;115.467;127.821;1.09249;
18;43.3336;128.536;133.613;1.24408;
19;32.563;111.878;114.482;1.2865;
20;22.2197;87.9235;88.6463;1.32271;
21;12.7463;59.6138;58.9194;1.3606;
22;4.0525;29.4257;27.6697;1.44032;
23;-6.73537;-4.58203;9.7403;-2.40083;
24;-18.1058;-36.9344;43.1233;-2.01568;
25;-39.1622;-56.878;70.9571;-2.16312;
26;-57.559;-80.0457;100.476;-2.1863;
27;-69.4674;-102.878;126.041;-2.15885;
28;-70.97;-122.607;143.618;-2.09129;
29;-58.9896;-135.085;149.41;-1.97996;
30;-37.7573;-142.761;149.711;-1.82888;
31;-9.23588;-144.363;146.674;-1.6369;
32;20.8787;-137.139;140.622;-1.42502;
33;47.1697;-124.605;134.941;-1.21727;
34;65.7573;-107.481;127.471;-1.03292;
35;70.3412;-87.0008;113.155;-0.90506;
36;62.151;-66.1102;91.894;-0.834688;
37;61.9535;-57.0777;85.2731;-0.76523;
38;52.8745;-43.018;69.0934;-0.709463;
