time;row_1;row_2;row_3;row_4;
1;-80.0818;93.2346;113.845;2.23484;
2;-83.6025;78.6056;105.157;2.34718;
3;-89.7764;60.4873;98.0594;2.52246;
4;-95.1898;44.1423;94.427;2.69759;
5;-104.013;12.5787;94.5236;3.04625;
6;-110.386;-11.3624;101.573;-2.99394;
7;-112.767;-29.2431;107.96;-2.83266;
8;-103.747;-36.6153;102.076;-2.73685;
9;-84.2919;-38.3489;85.3787;-2.62824;
10;-59.2639;-37.3615;64.119;-2.449;
11;-31.9853;-35.2802;44.6892;-2.08724;
12;-6.19822;-32.9338;36.7036;-1.46926;
13;15.9633;-30.8419;43.0672;-0.926093;
14;30.3355;-28.7872;51.6533;-0.677233;
15;38.6823;-22.7132;55.2575;-0.495921;
16;44.5917;-6.20009;55.3806;-0.177542;
17;49.1459;18.0769;60.8172;0.240674;
18;52.9011;46.3325;75.9869;0.597553;
19;55.7627;70.4796;93.7522;0.794583;
20;58.1239;82.3838;104.114;0.858547;
21;59.14;78.1483;101.634;0.823737;
22;58.0239;55.7847;85.682;0.655147;
23;54.8799;21.9049;67.3394;0.275591;
24;49.9887;-19.9796;64.3735;-0.3747;
25;45.0059;-59.3077;83.4963;-0.852896;
26;42.8532;-75.6107;95.1637;-0.982992;
27;38.1073;-100.894;114.985;-1.13992;
