time;row_1;row_2;
     1;   -0.8690;    0.3600;
     2;   -0.8795;    0.3597;
     3;   -0.8834;    0.3509;
     4;   -0.8833;    0.3360;
     5;   -0.8942;    0.3328;
     6;   -0.9124;    0.3493;
     7;   -0.9074;    0.3541;
     8;   -0.8901;    0.3519;
     9;   -0.8951;    0.3584;
    10;   -0.8942;    0.3436;
    11;   -0.8842;    0.3414;
    12;   -0.9041;    0.3446;
    13;   -0.8897;    0.3591;
    14;   -0.8960;    0.3446;
    15;   -0.9095;    0.3622;
    16;   -0.8978;    0.3768;
    17;   -0.8873;    0.3904;
    18;   -0.8749;    0.3962;
    19;   -0.8911;    0.3832;
    20;   -0.8992;    0.3730;
    21;   -0.8869;    0.3804;
    22;   -0.8990;    0.3924;
    23;   -0.9140;    0.4085;
    24;   -0.9221;    0.4250;
    25;   -0.9031;    0.4117;
    26;   -0.9194;    0.4262;
    27;   -0.9029;    0.4098;
    28;   -0.9059;    0.4115;
    29;   -0.8987;    0.4032;
    30;   -0.8842;    0.3975;
    31;   -0.8861;    0.3842;
    32;   -0.9037;    0.4007;
    33;   -0.9145;    0.4169;
    34;   -0.9087;    0.4147;
    35;   -0.9019;    0.4136;
    36;   -0.9027;    0.4283;
    37;   -0.9196;    0.4147;
    38;   -0.9204;    0.4166;
    39;   -0.9336;    0.4021;
    40;   -0.9433;    0.4141;
    41;   -0.9584;    0.4083;
    42;   -0.9561;    0.3996;
    43;   -0.9658;    0.3829;
    44;   -0.9735;    0.3844;
    45;   -0.9652;    0.3884;
    46;   -0.9824;    0.4080;
    47;   -0.9952;    0.3929;
    48;   -0.9908;    0.3884;
    49;   -1.0102;    0.3891;
    50;   -1.0141;    0.3740;
    51;   -0.9983;    0.3856;
    52;   -1.0128;    0.3874;
    53;   -1.0117;    0.3928;
    54;   -1.0022;    0.3952;
    55;   -1.0211;    0.3969;
    56;   -1.0161;    0.4167;
    57;   -1.0099;    0.4271;
    58;   -1.0259;    0.4200;
    59;   -1.0385;    0.4182;
    60;   -1.0460;    0.4298;
    61;   -1.0608;    0.4341;
    62;   -1.0435;    0.4268;
    63;   -1.0495;    0.4085;
    64;   -1.0501;    0.4048;
    65;   -1.0648;    0.4119;
    66;   -1.0475;    0.4132;
    67;   -1.0439;    0.4187;
    68;   -1.0273;    0.4073;
    69;   -1.0309;    0.4220;
    70;   -1.0285;    0.4395;
    71;   -1.0353;    0.4437;
    72;   -1.0283;    0.4535;
    73;   -1.0129;    0.4556;
    74;   -1.0298;    0.4615;
    75;   -1.0130;    0.4586;
    76;   -1.0007;    0.4688;
    77;   -1.0005;    0.4799;
    78;   -1.0100;    0.4735;
    79;   -1.0263;    0.4656;
    80;   -1.0081;    0.4682;
    81;   -1.0144;    0.4536;
    82;   -1.0143;    0.4689;
    83;   -1.0003;    0.4831;
    84;   -0.9852;    0.4672;
    85;   -0.9913;    0.4536;
    86;   -1.0050;    0.4678;
    87;   -1.0228;    0.4765;
    88;   -1.0151;    0.4828;
    89;   -1.0344;    0.4923;
    90;   -1.0270;    0.5084;
