TrialID,ObsNum,IsAlert,P1,P2,P3,P4,P5,P6,P7,P8,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
5,0,1,33.208,12.764,1292,46.44,0.10119,680,88.235,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,634,0,0,0,1,14.98
5,1,1,33.209,10.007,1292,46.44,0.10119,680,88.235,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,255,100.49,0,636,0,0,0,1,14.974
5,2,1,33.206,18.157,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,639,0,0,0,1,14.986
5,3,1,33.196,11.579,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.455,240,100.49,0,636,0,0,0,1,14.974
5,4,1,33.141,15.934,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,639,0,0,0,1,14.946
5,5,1,33.211,7.2756,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,255,100.49,0,641,0,0,0,1,14.95
5,6,1,33.218,10.195,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,645,0,0,0,1,14.952
5,7,1,33.216,12.354,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,642,0,0,0,1,14.955
5,8,1,33.186,10.639,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,635,0,0,0,1,14.959
5,9,1,33.152,18.052,1292,46.44,0.10119,692,86.705,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,634,0,0,0,1,14.948
5,10,1,33.199,10.245,1620,37.037,0.11027,720,83.333,0,0,0,0,0,0.015875,367,0,0,1,40,0,0,-0.385,240,100.49,0,633,0,0,0,1,14.938
