time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-39;182;-39;182;-52.0854;88.0481;-160;245.667;186.206;1.78666;-52.0854;88.0481;101.461;2.07501;-160;245.667;288.234;2.11067;
2;-70;149;-70;149;-56.7694;75.3254;-172.333;209;164.898;2.01515;-56.7694;75.3254;93.1501;2.18525;-172.333;209;264.763;2.22204;
3;-97;109;-97;109;-56.2535;62.3734;-166;178;146.415;2.30305;-56.2535;62.3734;82.5709;2.27067;-166;178;236.668;2.28019;
4;-107;39;-107;39;-49.398;53.1597;-138.333;170.333;114.678;2.79566;-49.398;53.1597;71.1107;2.28039;-138.333;170.333;213.43;2.20516;
5;-78;16;-78;16;-40.3773;36.0783;-117.667;120.333;80.468;2.94288;-40.3773;36.0783;52.4504;2.36219;-117.667;120.333;161.433;2.2857;
6;-24;16;-24;16;-24.0035;26.9668;-77.6667;89;29.5223;2.57346;-24.0035;26.9668;34.7645;2.21707;-77.6667;89;111.967;2.19927;
7;23;32;23;32;-4.21777;31.3465;-25.3333;94.3333;38.8036;0.964374;-4.21777;31.3465;32.1538;1.60657;-25.3333;94.3333;96.8512;1.71057;
8;50;55;50;55;14.6321;48.0535;30.3333;137.667;73.6522;0.840815;14.6321;48.0535;51.9485;1.22312;30.3333;137.667;145.487;1.2767;
9;60;125;60;125;27.5472;70.1561;72.6667;197;138.169;1.12869;27.5472;70.1561;77.2669;1.1634;72.6667;197;215.807;1.16844;
10;60;169;60;169;31.8512;93.2946;90;261.333;178.932;1.23409;31.8512;93.2946;100.353;1.2154;90;261.333;281.942;1.20123;
11;49;194;49;194;29.392;113.989;86.6667;322.333;199.766;1.32755;29.392;113.989;119.277;1.29518;86.6667;322.333;338.554;1.27556;
12;28;209;28;209;17.427;105.191;53.3333;297.333;210.637;1.44171;17.427;105.191;107.941;1.37977;53.3333;297.333;305.929;1.35612;
13;13;215;13;215;-0.245654;78.349;4.33333;229.667;215.226;1.51448;-0.245654;78.349;79.1861;1.53515;4.33333;229.667;231.805;1.50097;
14;-50;-20;-50;-20;-19.7789;38.6338;-49.3333;130;54.7163;-2.76513;-19.7789;38.6338;42.8165;1.97175;-49.3333;130;136.811;1.8484;
15;-87;-78;-87;-78;-44.2783;-9.93527;-120;1.33333;117.583;-2.41498;-44.2783;-9.93527;42.2139;-2.92314;-120;1.33333;108.199;3.11473;
16;-101;-130;-101;-130;-64.8082;-59.4666;-178.333;-141.667;165.259;-2.23511;-64.8082;-59.4666;85.1776;-2.38161;-178.333;-141.667;217.592;-2.44209;
17;-163;-192;-163;-192;-71.1744;-103.651;-198.333;-289;252.52;-2.27706;-71.1744;-103.651;123.367;-2.15563;-198.333;-289;342.628;-2.14635;
18;-147;-220;-147;-220;-59.9035;-124.778;-169.667;-353.333;265.18;-2.16238;-59.9035;-124.778;136.397;-2.0006;-169.667;-353.333;385.544;-1.99255;
19;-47;-227;-47;-227;-33.1513;-135.924;-101.333;-391;232.108;-1.77859;-33.1513;-135.924;138.445;-1.78984;-101.333;-391;399.578;-1.79668;
20;36;-213;36;-213;2.70129;-136.431;-12;-399.667;215.989;-1.40749;2.70129;-136.431;135.766;-1.52829;-12;-399.667;398.093;-1.5712;
21;118;-191;118;-191;43.5336;-124.275;102.333;-368.667;224.145;-1.02102;43.5336;-124.275;131.989;-1.20995;102.333;-368.667;384.439;-1.26926;
22;167;-156;167;-156;77.3067;-101.09;206.333;-304.333;227.961;-0.754374;77.3067;-101.09;128.533;-0.895257;206.333;-304.333;373.18;-0.946368;
23;180;-99;180;-99;89.368;-71.2545;247.667;-221;204.71;-0.50542;89.368;-71.2545;116.233;-0.651354;247.667;-221;339.841;-0.701907;
24;165;-27;165;-27;82.3165;-42.7185;238;-142.333;166.34;-0.163742;82.3165;-42.7185;95.1247;-0.456499;238;-142.333;286.764;-0.513073;
25;77;23;77;23;83.6796;-31.1107;258.667;-111.667;79.4812;0.292059;83.6796;-31.1107;91.8946;-0.336288;258.667;-111.667;292.052;-0.386517;
26;7;23;0;0;69.9607;-4.89;223.667;-28;23.6876;1.30967;0;0;0;0;0;0;0;0;
